Assemblage_Name	8168961-3-3	8219138-4556025-1	6650457-3-2703350	1-0-1	6650457-3-3946925	3-6848800-0	2-3-1	3-3-1	3-3-3	3398859-0-0	4-6731693-4	3-6848800-3036366	0-4-4	5748883-0-0	3201679-0-1	7340701-6848800-5082541	8219138-0-1	0-4-468078	1-1511107-1	4672364-6848800-5082541	1495301-6848800-5082541	6650457-3-1	1144149-0-1	8219138-0-836526	1780275-6848800-5082541	4-0-0	3-1-1	3-6848800-5082541	3-6848800-319816	3-3-3937596	3-8323359-3	4949286-0-1	6650457-3-8237144	3-3020907-3	1-0-2417153	8254211-6848800-5082541	2068207-0-1	3822952-0-0	1-7897448-1	4-7240556-0	3-9346590-5082541	1-6531099-1	4-4-4	0-3-2	8219138-0-8919898	1-5329315-1	7914537-61463-1	1-0-422303	3-6848800-8817948	3-107324-3	1-61463-1	3-3906461-5082541	6650457-3-6110743	1-8123022-1	3-5377774-3
assemblage-752-988	0	0	0	277	0	0	0	0	47	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	28	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	10
assemblage-868-649	0	0	0	119	0	52	0	0	31	0	0	0	0	44	0	0	50	0	0	0	0	70	0	0	0	42	14	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	50	0	0	0	0	4
assemblage-866-95	0	0	0	245	0	0	0	0	59	0	0	0	0	0	0	0	46	0	0	0	12	0	0	0	0	44	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0
assemblage-671-963	0	0	59	88	0	29	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	79	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
assemblage-885-931	0	0	8	113	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	175	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-829-151	0	0	0	131	0	0	0	0	26	0	0	0	0	0	0	0	41	0	0	0	0	10	0	0	0	75	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-93-772	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	40	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-953-850	0	0	0	42	0	30	11	0	33	0	0	0	0	47	13	0	0	0	0	0	0	0	0	0	0	69	162	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	18	0	0	0	0	5
assemblage-830-129	7	0	0	124	0	0	0	0	88	0	0	0	0	0	0	0	81	0	0	0	0	15	0	0	0	30	0	104	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-207-398	0	0	3	80	0	57	0	0	109	0	0	0	0	46	0	0	51	0	0	0	0	70	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
