Assemblage_Name	731267-2-4	3749783-3-1	8230970-2-4	6423098-2-4	3-2-4204994	2-3-7792204	8887134-3-6938719	7324550-3-9550430	3-3-4	7223456-2-1	3-9837191-4761405	6451885-2-4	2-3-6938719	3345191-2-4	3-2-6501075	2-3-5798998	4027533-3-1	7228456-2-6501075	1577405-6770190-0	2-3-4888530	6914244-6770190-0	5384053-2-1	2252645-2-4	2-3-9550430	7223456-7855379-1	3-1-1	2-7997331-1	3-2-2056382	3-1551518-4	4768616-3-1	2-3-3713198	5017079-9837191-2	4658182-3-1	4-2-2524402	4-2-4310486	3-2-4454439	4-2-6034034	3-2-5044732	4-6770190-0	3-3-768656	2-7456370-1	2-3-5802228	3-2-9805625	2-9577814-1	3-3-9633128	4-102889-0	3-9837191-2	7223456-2-1343576	9702822-3-9550430	8674426-2-4	4-2-0	1208493-2-1	2-3-4993864	1009471-2-4	6773518-3-1	2637905-7855379-1	4-6770190-3437720	2-3-1	5198575-9837191-2	2747976-3-1	8965155-2-4	5384053-2-5711963	2-3-8348342	2-5167037-1	3-2-4	3-2-9662476	4305613-2-4310486	2-3-1489320	3726941-3-1	3-6972019-6501075
assemblage-752-988	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	6	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	22	78	0	0	0	0	0	0	125	0	0	0	0	10
assemblage-868-649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	203	0	0	0	13	0	0	0	0	0	0	154	0	0	0	0	0	0	32	0	0	0	0	4
assemblage-866-95	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	9	78	0	0	0	0	0	0	111	0	0	0	0	16
assemblage-671-963	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	58	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	79	0	0	0	90	0	0	0	0	0	0	116	0	0	0	0	0	0	26	0	0	0	0	22
assemblage-885-931	7	0	0	0	0	0	0	0	0	92	51	0	0	0	0	0	0	0	0	0	0	0	0	18	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	20	0	0	0	0	0	0	28	0	0	0	0	0	0	201	0	0	0	0	14
assemblage-829-151	0	4	0	0	0	0	0	0	0	52	0	0	0	0	0	5	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	28	0	0	0	0	0	0	29	0	0	0	0	0	0	310	0	0	0	0	5
assemblage-93-772	0	0	0	10	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	8	0	0	3	17	0	0	0	0	0	0	0	0	0	0	0	0	45	18	0	0	0	0	0	0	0	0	0	6	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	12
assemblage-953-850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	108	0	149	0	0	0	28	0	0	0	0	0	0	91	0	0	0	0	31	0	31	0	0	0	0	6
assemblage-830-129	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	8	0	0	0	71	0	0	0	33	0	0	0	0	0	0	120	0	0	0	0	0	0	168	0	0	0	0	17
assemblage-207-398	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	40	0	0	0	0	0	6	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	52	0	0	0	9	0	0	0	0	0	0	248	0	9	0	0	0	0	52	0	0	0	0	12
