Assemblage_Name	7724876-3-0	2823426-3-0	1-6136844-6288469	5037398-3-0	4748445-3-0	3-2296024-2	3227282-6136844-0	2957402-3-2	4335779-6136844-0	1-3737015-0	6037916-4-1	1-3-238461	1-6136844-86309	7894232-3-0	1-3-3426224	7070894-3-0	5454521-6136844-0	3-3-3487925	1-3-8106425	9706544-3-0	5207000-0-0	1-3-5130677	9658448-3-2602592	3-3-2	3788018-3-0	4568533-3-0	3-9556433-2	4800572-6136844-3009163	0-0-1	4335779-9498123-621066	3-3120422-8874061	3267198-9418046-2	1-3-3867490	1-6557329-0	1-8729062-0	7070894-9653197-0	4922361-9556433-2	1069799-3-0	2-3-0	3-3-153319	6654257-3-0	8576247-3-0	3-8746527-2	1-3692398-0	3-9556433-3372581	1-6136844-3009163	1-3-2648723	1-3-0	1-0-3538608	1-3-4759572	7070894-6851436-0	1-6600188-0	1-6130398-0	1-1741643-0	1-2544327-0	6177437-3-0	3-3-7861478	3-4-0	1-5010628-0	1-5962811-0	7338034-9498123-0	1-8426989-0	3-2574036-2	1-6136844-0	2538550-0-0	1-0-0	3-3-2053895	1-3-9407415	1-3-8788018	3-9556433-804995	1-3-4058278	1-659375-0	6275101-3-0	0-3433803-1	1-6136844-4895899	7669638-3-2	1-6136844-4302309	0-0-5690961	180140-3-3426224	3-3-8874061	180140-9145569-3426224	4335779-9498123-0	3-6138676-2	3-9444008-2	2-2-2168089	7070894-3-5189439
assemblage-956-115	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	92	0	72	0	0	12	0	0	0	0	13	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	8
assemblage-375-787	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	72	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	51	0	66	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	5
assemblage-987-763	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	128	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-300-862	0	0	0	0	0	0	0	0	0	0	0	0	5	0	14	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	46	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	61	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	144	0	0	0	5
assemblage-532-763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	15	0	83	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	14	0	13	20	0	0	0	18
assemblage-181-462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	20
assemblage-943-371	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	96	0	186	0	0	14	0	0	0	0	0	0	0	0	33	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	13
assemblage-866-109	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	30	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	15
assemblage-877-569	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-877-568	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-857-558	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	61	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	22
assemblage-510-208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	5
assemblage-617-440	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	90	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	78	0	0	0	40
assemblage-881-672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11
assemblage-573-213	0	0	0	0	0	0	0	0	33	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	51	0	81	0	0	6	0	0	0	13	0	0	0	0	0	0	18	0	49	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	41	0	0	0	24
assemblage-637-432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	44	0	0	14	0	0	0	6	0	0	0	0	0	0	0	0	0	5	0	26	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	71	0	0	0	14
assemblage-698-780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-863-648	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-871-116	0	0	0	74	0	0	9	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	5
assemblage-239-219	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-124-179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	18
assemblage-961-129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-867-659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	150	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	80	0	13	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-908-762	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	70	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	74	0	52	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	9
assemblage-781-955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	8	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-94-496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	19
assemblage-816-142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-818-149	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-963-905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	29	0	40	0	0	0	0	0	0	0	24	0	0	0	91	0	0	0	0	0	0	0	10
assemblage-844-834	0	0	0	0	0	0	0	0	0	0	0	0	14	0	10	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	58	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	25	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	179	0	0	0	12
assemblage-603-766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-672-954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	37	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
assemblage-104-483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	162	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	7
assemblage-289-864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	4	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	160	0	0	0	18
assemblage-269-930	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-176-112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	134	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-440-414	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	27	260	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	23	7
assemblage-570-232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	5	125	0	178	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-969-101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-632-438	0	0	0	0	0	0	1	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	13	0	105	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	16	0	0	0	0	0	0	12	0	8	19	0	0	0	18
assemblage-754-596	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	11	0	0	59	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	16
assemblage-753-307	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	16	115	0	158	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-108-487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	130	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	66	0	7	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-843-805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	18	0	84	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	17	0	9	21	0	0	0	19
assemblage-205-456	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	18	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6
assemblage-719-315	0	0	0	0	0	0	0	0	34	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	40	0	0	0	0	5	0	0	0	47	0	67	0	0	17	0	0	0	12	0	0	0	0	0	0	16	0	55	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	41	0	0	0	11
assemblage-864-95	0	0	0	54	0	0	6	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	4
assemblage-124-770	0	0	0	0	0	0	0	0	23	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	26	0	0	0	0	8	0	0	0	50	0	130	0	0	8	0	0	0	7	0	0	0	0	0	0	15	0	47	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	20	0	0	0	16
assemblage-180-470	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	13	0	0	0	0	18	0	0	0	0	0	5	0	29	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	25
assemblage-530-360	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	7	0	0	66	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	12
assemblage-855-123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	34	0	0	12	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	7
assemblage-924-941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-89-798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	3	115	0	190	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-408-809	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	65	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	51	0	66	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	6
assemblage-860-563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	12
assemblage-968-844	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	9	0	0	0	10	0	0	0	0	23	0	0	0	0	0	6	0	28	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	13
assemblage-927-390	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	77	0	0	0	0	0	0	0	5	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	23
assemblage-419-432	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	25	289	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	10	8
assemblage-937-805	0	0	0	6	0	0	48	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	10	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
