Assemblage_Name	6905183-3680828-1	3-3095721-1	3-1423406-1	1-1-9420313	3451385-0-1	3737745-1-4	3662014-0-1	6707198-1429155-4	2-9634874-1	3-1067370-1	1-9963768-4	3-3-4	8309227-3680828-1	3-4379935-1	1-1-4	9298144-1-9420313	3-9082551-1	1024542-0-1	1-2738701-4	1-2738701-6702610	3-9431558-1	8510096-2738701-4	3-3680828-1	572395-1-4	3-6985314-1	1-5023111-9420313	3-3608503-1	6707198-1-6693260	4234597-1-1	3-9876333-1	2-6942474-1	2-3953944-1	6707198-1543284-8776825	6707198-1-9784132	2-4-7736494	6707198-2560203-4	1-1-745671	2-4-3971221	3-0-4788306	2-4-6333619	2-4-1	2-2061729-1	2-4-6862965	2788490-4-1	3-0-1	3-3680828-2087846	2-4-426087	2654469-4-7587051	3499765-4-1	6707198-1-4	4234597-3329041-1	6707198-1429155-8776825	1-1-3292694	2-1-3455956	2654469-4-1	2240274-4-1	2135425-1-9420313	1505011-2738701-4	1-1-1478923	6719677-4-1	9238492-2738701-4	3-0-8201927	2-1-1	2-3729449-1	8381734-4-1	3-1300398-1	1-8634573-9420313	7791480-3680828-1	1-2738701-4357986
assemblage-956-115	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	100	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	198	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-375-787	0	0	0	30	0	0	0	0	0	0	0	0	0	0	97	0	0	0	85	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	54	0	0	0	0	0	0	0	0	29	90	0	0	0	0	0	0	0	18	0	0	0	0	0	18
assemblage-987-763	0	0	0	51	0	0	0	0	19	0	0	0	0	0	31	0	0	0	41	0	0	7	0	32	0	0	0	0	0	0	0	0	0	33	0	7	0	0	0	8	61	0	0	0	143	0	0	0	0	21	0	0	0	0	12	0	0	0	0	0	0	0	17	0	0	0	0	0	17
assemblage-300-862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	50	0	0	0	33	0	0	0	0	0	0	0	19	0	0	0	41	0	0	0	0	0	43	0	0	0	206	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-532-763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	165	0	0	0	0	0	0	0	5	0	0	0	16	0	0	0	0	0	50	0	0	0	150	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	7
assemblage-181-462	0	0	0	42	0	0	0	0	0	0	0	10	0	0	97	0	0	0	0	0	0	0	0	4	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	5	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	120	0	0	0	0	0	9
assemblage-943-371	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	77	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	48	0	0	0	267	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-866-109	0	0	0	8	8	0	0	2	0	0	0	0	0	0	0	0	0	0	33	0	0	0	153	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	47	0	0	27
assemblage-877-569	0	0	0	0	0	0	0	0	8	0	0	0	0	0	29	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	7	0	0	51	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	80	2	0	0	0	0	15
assemblage-877-568	0	0	0	0	0	0	0	0	24	0	0	0	0	0	40	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	13	0	0	57	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	103	0	0	0	0	0	10
assemblage-857-558	0	0	0	30	0	0	0	0	13	0	0	0	0	0	28	0	0	0	20	0	0	25	0	25	0	0	0	0	10	0	0	0	0	13	0	0	0	0	0	0	99	0	0	0	114	0	6	0	0	9	6	0	0	0	47	0	0	0	0	0	0	0	22	0	0	0	0	0	33
assemblage-510-208	0	0	34	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	6	10	0	0	17	0	0	0	0	0	0	0	0	18	0	0	0	0	108	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-617-440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	96	0	0	25	0	0	0	0	8	0	0	0	11	0	0	0	0	0	20	0	0	0	172	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-881-672	0	0	0	8	0	0	0	0	47	0	0	0	0	0	18	0	0	0	9	0	0	27	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	149	0	0	0	0	0	0	0	0	0	99	0	0	0	0	20	0	0	29	0	0	0	0	0	11
assemblage-573-213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	191	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-637-432	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	121	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-698-780	0	0	0	69	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	122	0	0	0	93	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-863-648	0	0	0	0	0	0	0	0	14	0	0	0	0	0	38	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	10	0	0	74	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	73	9	0	0	0	0	17
assemblage-871-116	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	6	0	14	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-239-219	0	0	0	147	0	0	0	0	0	0	0	0	0	0	29	30	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	14
assemblage-124-179	0	0	13	60	0	0	0	24	0	0	0	0	0	9	0	0	0	0	24	0	0	0	41	10	0	0	5	0	0	0	0	0	0	0	0	21	0	0	0	0	72	0	0	0	203	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-961-129	0	0	0	34	0	0	12	37	0	0	0	0	0	0	0	0	0	16	24	0	0	0	171	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1
assemblage-867-659	0	0	0	9	0	0	0	0	0	0	0	0	0	0	32	0	0	0	53	0	0	16	0	20	0	0	0	0	8	0	0	0	0	37	0	0	0	0	0	0	97	0	0	0	110	0	46	0	0	30	0	0	0	0	24	0	0	0	0	0	0	0	10	0	0	0	0	0	8
assemblage-908-762	0	0	0	28	0	0	0	0	0	0	0	0	0	0	98	0	0	0	83	0	0	18	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	49	0	0	0	59	0	0	0	0	0	0	0	0	17	95	0	0	0	0	0	0	0	30	0	0	0	0	0	16
assemblage-781-955	0	0	0	23	0	0	0	0	17	0	0	0	0	0	14	0	0	0	60	0	0	0	87	13	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	97	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-94-496	0	0	0	109	0	0	0	0	0	0	0	0	0	0	53	0	0	0	7	0	0	24	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	100	0	0	0	0	0	34	0	0	0	72	0	0	0	0	0	0	0	14	0	0	0	15	0	6
assemblage-816-142	0	0	0	49	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	9	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	101	0	0	0	189	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-818-149	0	0	23	185	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	59	0	0	0	105	0	0	0	0	12	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-963-905	0	0	0	0	0	0	0	0	0	0	0	24	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	0	0	13
assemblage-844-834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	44	0	0	0	42	0	0	0	0	0	0	0	27	0	0	0	37	0	0	0	0	0	56	0	0	0	185	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-603-766	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	28	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	316	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-672-954	0	0	0	122	0	0	0	0	0	0	0	0	0	0	23	0	0	0	4	0	0	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	99	0	0	0	174	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-104-483	0	0	0	112	0	0	0	0	0	0	0	0	0	0	51	0	0	0	6	0	0	44	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	89	0	0	0	0	0	24	0	0	0	71	0	0	0	0	0	0	0	14	0	0	0	14	0	2
assemblage-289-864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	46	0	0	0	33	0	0	0	0	0	0	0	18	0	0	0	32	0	0	0	0	0	56	0	0	0	206	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-269-930	0	0	0	0	0	0	0	0	17	0	0	0	0	0	32	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	15	0	0	56	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	87	0	0	0	0	0	17
assemblage-176-112	0	0	0	3	0	0	0	0	57	0	0	0	0	0	76	0	0	0	85	0	0	0	9	53	0	0	0	4	0	0	0	0	0	7	0	21	0	0	0	0	16	0	0	0	67	0	0	0	0	41	0	0	0	0	15	0	0	0	0	32	0	0	9	0	0	0	0	0	5
assemblage-440-414	0	7	0	143	0	0	0	0	0	0	44	82	0	0	98	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-570-232	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	22	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	9	0	0	0	266	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-969-101	0	0	0	19	0	0	21	40	0	0	0	0	0	0	0	0	0	16	24	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	6
assemblage-632-438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	127	0	0	0	0	0	0	0	2	0	0	0	14	0	0	0	0	0	60	0	0	0	159	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6
assemblage-754-596	0	0	0	76	0	0	0	40	0	0	0	0	0	0	0	0	0	0	11	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	2	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	17	0	0	18
assemblage-753-307	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	26	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	275	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-108-487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	61	0	0	15	0	18	0	0	0	0	10	0	0	0	0	25	0	0	0	0	0	0	79	0	0	0	133	0	44	0	0	25	0	0	0	0	36	0	0	0	0	0	0	0	7	0	0	0	0	0	12
assemblage-843-805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	158	0	0	0	0	0	0	0	7	0	0	0	10	0	0	0	0	0	40	0	0	0	165	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-205-456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	25	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	0	0	0	8	0	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0	9	0	0	0	0	0	7
assemblage-719-315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	197	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-864-95	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	8	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-124-770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	196	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-180-470	0	0	0	30	0	0	0	0	68	0	0	0	0	0	96	0	0	0	17	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	17	0	0	0	0	42	0	0	0	0	25	0	0	0	0	0	0	0	94	0	0	0	0	0	13
assemblage-530-360	0	0	0	77	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	3	0	0	0	0	0	13	0	0	0	0	13	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	16	0	0	13
assemblage-855-123	0	0	0	10	8	0	0	13	0	0	0	0	0	0	0	0	0	0	41	0	0	0	158	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	27
assemblage-924-941	0	0	0	11	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	40	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	284	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	15
assemblage-89-798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	266	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
assemblage-408-809	0	0	0	28	0	0	0	0	0	0	0	0	0	0	100	0	0	0	70	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	58	0	0	0	0	0	0	0	0	33	78	0	0	0	0	0	0	0	24	0	0	0	0	0	25
assemblage-860-563	0	0	0	122	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	28	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	78	0	0	0	0	0	15	0	0	0	79	0	0	0	0	0	0	0	18	0	0	0	13	0	9
assemblage-968-844	0	0	0	31	0	0	0	0	66	0	0	0	0	0	95	0	0	0	11	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	21	0	0	0	0	33	0	0	0	0	29	0	0	0	0	0	0	0	115	0	0	0	0	0	11
assemblage-927-390	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	11	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	5
assemblage-419-432	0	21	0	122	0	0	0	0	0	0	41	82	0	0	90	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-937-805	0	0	0	0	0	0	3	87	0	0	0	0	0	0	0	0	0	0	8	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	13
assemblage-141-138	0	0	2	0	0	0	0	49	0	0	0	0	0	15	0	0	0	0	76	0	16	0	56	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	19	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-777-970	0	0	0	6	6	0	0	3	0	0	0	0	0	0	0	0	0	0	49	0	0	0	185	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	18
assemblage-767-570	0	0	0	74	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	5	0	0	0	0	0	0	0	0	0	26	0	0	0	0	8	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	7	0	0	12
assemblage-428-423	0	12	0	174	0	0	0	0	0	0	53	52	0	0	82	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-604-759	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	25	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	327	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	18
assemblage-687-960	0	0	0	108	0	0	0	0	0	0	0	0	0	0	28	0	0	0	9	0	0	7	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	85	0	0	0	193	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	17
assemblage-181-106	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	32	0	5	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	55	0	0	0	147	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	7
assemblage-698-797	0	0	3	0	0	0	0	37	0	0	0	0	0	18	0	0	0	0	66	0	19	0	67	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	23	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-906-831	0	0	0	50	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	14	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	101	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-454-431	0	16	0	136	0	0	0	0	0	0	45	64	0	0	99	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-262-925	0	0	0	0	0	8	0	0	52	0	0	0	0	0	8	0	0	0	9	0	0	29	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	142	0	0	0	0	0	0	0	0	0	100	0	0	0	0	21	0	0	44	0	0	0	0	0	14
assemblage-848-504	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	11	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-831-161	0	0	20	145	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	62	0	0	0	139	0	0	0	0	20	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-899-926	0	0	0	56	0	0	0	10	0	0	0	0	0	0	0	0	0	0	10	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	117	0	0	0	98	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-756-597	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	14	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	16
assemblage-971-933	0	0	0	0	0	0	0	0	0	0	0	27	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0	17
assemblage-902-848	0	0	0	33	0	0	0	0	6	0	0	0	0	0	11	0	0	0	65	0	0	0	113	18	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	78	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	16
assemblage-897-916	0	0	6	0	0	0	0	50	0	0	0	0	0	19	0	0	0	0	67	0	19	0	61	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	20	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
