Assemblage_Name	1-1-1753281	2888762-268434-3773548	3-1-2776281	2888762-268434-4087313	2888762-8408373-0	2-8162454-4	3412244-2534502-0	7809336-2628151-0	687585-6062110-0	4096414-268434-7991207	625941-268434-4087313	2888762-268434-9186325	3-1-0	2888762-9012008-0	2888762-1359747-0	2888762-8972652-0	2888762-268434-2526694	2888762-145013-0	1-5001797-1	4096414-1975412-0	0-0-6742488	2888762-268434-5441094	2888762-268434-1172485	0-5879655-1	6776898-268434-0	1-4254528-1	2888762-6809507-0	2888762-268434-0	2212735-2628151-0	1-1-1	4059192-1-1	4096414-268434-0	2888762-5977960-0	1841125-4-4	687585-268434-0	8907208-268434-0	1-9625458-1	3412244-268434-0	9093652-268434-0	3-7406302-6237310	1991380-1-0	0-0-1	2888762-231866-0	1282573-268434-0	2-4-1589776	9658903-5791705-0	3-3237439-6237310	2888762-2628151-3515362	2888762-3702991-0	2888762-9592880-0	4860825-268434-0	1625258-268434-4087313	1-1-2713924	9658903-5791705-9269426	2888762-268434-8855020	2888762-8520512-0	1463057-268434-0	8194946-4-4	7555742-268434-0	6902553-268434-0	3092395-268434-0	5130389-268434-0	1-6190693-4	2-4-8094829	2888762-6196475-0	1499309-4-4	2888762-7956034-0	0-2-0	2888762-268434-1664224	2888762-268434-422384	2888762-1778027-0	8289715-268434-0	687585-8152289-0	3-1-6237310	0-8332222-1	4-1-2	2-4-2316133	2888762-755378-0	2-5441501-4	1246739-2628151-5704834	3412244-268434-4357934	425679-2628151-0	9777883-2628151-0	2-4-7752619	2-4-4	8588073-2628151-0	9944071-268434-0	2-8162454-4853327	2888762-4647718-0	2-4-9908847	3959557-4-4	5495844-268434-0	1246739-2628151-0	9658903-5791705-7892012	2888762-2628151-0	2888762-2628151-7578805	9112940-268434-0	8406738-268434-0
assemblage-268-734	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	165	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	25
assemblage-825-627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	44	0	0	0	59	0	64	69	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	14	0	49	25	40	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-477-657	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	80	0	0	0	34	0	0	6	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-608-915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	13	0	80	0	51	4	0	0	0	0	0	0	0	0	0	0	12	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	29	0	0	21
assemblage-594-508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	112	0	116	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	10	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	43	0	0	0	10	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	40	0	0	18
assemblage-689-310	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	16	6	0	0	0	0	0	0	0	0	37	0	28	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	36
assemblage-721-988	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	89	0	6	11	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	37	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	5	0	155	0	0	0	0	11	0	0	0	0	61	0	0	12
assemblage-585-727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	7	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-725-980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	7	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	7	0	0	0	0	9	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-730-622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	31	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	9	25	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	9	0	6	0	0	0	0	0	0	0	0	14	21	0	0	19
