Assemblage_Name	2-1-8165966	9894158-1-2	0-1-5116840	1-2565726-1	0-8752045-2	2-3026078-1	1809952-3-9974207	0-1-2	1941883-3-1	5800311-3-1	1809952-3758116-9974207	1-3-6005497	1-6199725-9974207	8731440-3-1	1-3-4359291	1-3061357-9974207	5864835-3-9974207	1809952-4437304-9974207	4013288-1-1	1-3-3896679	1-3-1	3-0-1	1-3-2886267	0-3-4	5621099-1-2	1-3-4861949	1-3-7836233	9182278-3-1	1-3-9974207	1-2-4	1-6480244-9974207	1-3-9569262	2-1-1	1-3356249-9974207	6147707-1-2	1-5978293-9974207	1900537-1-2	1-7110701-9974207	1-3-6230968
assemblage-352-864	0	0	0	0	0	0	5	117	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	126	0	0	0	64	0	6	0	0	0	10
assemblage-963-868	0	0	0	0	0	10	32	20	0	0	0	0	0	0	0	0	0	8	0	0	39	0	0	0	0	74	0	0	255	0	0	0	9	38	0	0	0	0	15
assemblage-357-864	0	0	0	0	8	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	201	0	0	0	42	0	0	0	0	0	4
assemblage-344-429	0	6	0	0	0	0	0	170	0	41	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	22	0	0	0	100	0	0	0	0	0	18
assemblage-290-286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	63	0	56	0	0	0	0	18	0	0	17	56	0	0	0	0	0	5
assemblage-363-462	0	0	0	0	0	0	68	83	0	0	0	0	0	0	0	0	0	0	0	0	39	0	6	0	0	0	0	0	219	0	0	0	68	0	0	0	0	0	17
assemblage-489-327	0	0	0	0	0	0	7	40	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	228	0	0	0	26	9	0	0	0	8	3
assemblage-756-230	0	0	0	0	0	0	107	101	0	0	9	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	188	0	0	0	11	0	0	0	0	0	7
assemblage-463-280	0	0	0	0	23	0	10	121	0	0	0	0	0	0	0	0	0	0	0	0	151	0	14	0	0	0	0	0	155	0	0	0	15	0	0	0	0	0	11
assemblage-216-821	0	0	0	0	0	0	5	30	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	4	311	0	0	0	48	5	0	0	0	0	15
assemblage-669-336	0	0	0	0	0	0	8	106	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	117	0	0	0	73	0	12	0	0	0	6
assemblage-119-470	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	119	0	0	0	0	10	80	0	0	18	0	0	0	0	0	3
assemblage-791-118	0	0	0	0	0	0	22	237	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	17	0	0	0	0	127	0	0	0	25	0	0	0	0	0	7
assemblage-958-370	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	18	0	0	0	0	66	43	0	0	306	0	0	0	0	0	7
assemblage-107-490	0	0	0	0	0	0	10	49	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	223	0	0	0	28	0	0	0	0	7	9
assemblage-949-365	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	8	0	0	0	0	65	45	0	0	325	0	0	0	0	0	4
assemblage-516-770	0	0	0	0	0	26	0	6	0	0	0	11	0	0	0	0	0	0	0	0	67	0	0	0	0	8	30	0	228	0	0	0	114	0	0	0	0	0	10
assemblage-770-926	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	8
assemblage-395-903	0	0	0	0	0	33	11	135	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	54	0	0	0	0	0	7
assemblage-563-597	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	13	0	0	0	0	6	9	0	0	217	0	0	0	0	0	8
assemblage-816-95	0	0	0	0	0	0	108	118	0	0	4	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	7
assemblage-471-239	0	0	0	0	0	0	64	83	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	250	0	0	0	40	0	0	0	0	0	5
assemblage-262-172	0	0	0	0	0	16	29	16	0	0	0	0	0	0	0	0	0	8	0	0	53	0	0	0	0	32	5	0	274	0	0	0	38	18	0	0	0	0	11
assemblage-983-722	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	116	0	0	237	0	0	0	0	0	0	0	0	0	10
assemblage-657-321	0	0	0	0	14	0	0	159	0	0	0	0	0	0	8	0	0	0	0	0	53	0	0	0	0	0	0	0	219	0	0	0	45	0	0	0	0	0	2
assemblage-925-224	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	176	0	0	0	16	0	0	0	0	0	2
assemblage-945-351	9	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	14	0	0	0	0	53	46	0	0	308	0	0	0	0	0	0
assemblage-271-166	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	27	0	0	16	0	0	0	0	10	0	0	361	0	0	0	0	15	0	0	0	0	11
assemblage-604-798	0	0	0	0	0	45	12	165	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	53	0	0	0	0	0	3
assemblage-906-226	0	0	0	0	0	0	62	95	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	327	0	0	0	7	0	0	0	0	0	0
assemblage-618-855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	42	46	0	323	0	0	0	19	0	0	0	0	0	6
assemblage-510-764	0	0	0	0	0	29	0	6	0	0	0	8	0	0	0	0	0	0	0	0	65	0	0	0	0	14	28	0	228	0	0	0	113	0	0	0	0	0	9
assemblage-272-157	0	0	0	0	0	26	0	0	0	0	0	5	0	0	0	0	0	0	0	0	66	0	0	0	0	20	27	0	229	0	0	0	116	0	0	0	0	0	11
assemblage-1005-552	0	0	0	0	0	0	60	96	0	0	0	0	0	0	0	0	9	0	0	0	38	0	2	0	0	0	0	0	219	0	0	0	63	0	0	8	0	0	5
assemblage-755-235	0	0	0	0	0	0	88	33	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	245	0	0	0	120	0	0	0	0	0	8
assemblage-1009-796	0	0	0	0	0	0	9	32	0	0	0	0	0	0	0	0	0	52	0	0	50	0	0	0	0	13	0	0	282	0	0	0	56	0	0	0	0	0	6
assemblage-937-434	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	74	21	0	271	0	0	0	46	0	0	0	0	0	11
assemblage-117-516	0	0	0	0	0	7	33	185	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	22	0	0	0	0	0	1
assemblage-524-564	0	0	0	0	0	0	108	130	0	0	11	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	145	0	0	0	5	0	0	0	16	0	4
assemblage-213-296	0	0	0	0	0	0	7	47	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	202	0	0	0	37	3	0	0	0	12	5
assemblage-753-311	0	0	0	0	0	17	32	186	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	18	0	0	0	0	0	3
assemblage-505-307	0	0	0	0	0	0	107	126	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	21	0	0	0	0	0	9
assemblage-205-814	0	0	0	0	0	17	45	22	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	69	0	0	262	0	0	0	9	37	0	0	0	0	8
assemblage-371-826	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	180	0	0	0	14	0	0	0	0	0	2
assemblage-533-582	0	0	0	0	0	0	108	20	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	239	0	0	0	72	0	0	0	0	0	4
assemblage-808-943	0	0	0	0	38	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	280	0	0	0	18	0	0	0	0	0	4
assemblage-596-807	0	0	0	0	0	24	32	62	0	0	0	0	0	0	0	0	0	7	0	0	34	0	0	0	0	0	0	0	280	0	0	0	39	16	0	0	0	0	6
assemblage-540-587	0	0	0	0	0	0	103	133	0	0	9	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	7	0	9
assemblage-447-857	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	10	0	0	0	0	76	0	0	0	85	0	0	0	0	0	14
assemblage-736-358	0	0	0	0	0	0	22	32	0	0	0	0	0	0	20	0	0	0	0	0	78	0	0	0	0	0	0	0	208	0	0	0	139	0	0	0	0	0	1
assemblage-958-360	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	10	0	0	0	0	65	53	0	0	300	0	0	0	0	0	7
assemblage-454-843	0	0	0	0	0	0	0	94	6	0	0	0	0	0	0	0	0	0	0	0	170	0	0	4	10	0	0	0	154	0	0	0	52	0	0	0	0	0	10
assemblage-402-993	0	0	0	0	0	0	110	23	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	240	0	0	0	113	0	0	0	0	0	8
assemblage-866-859	0	0	0	0	0	0	57	119	0	0	0	0	0	0	7	0	0	0	0	0	59	0	0	0	0	0	0	0	213	0	0	0	43	0	0	0	0	0	2
assemblage-985-738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	55	49	0	292	0	0	0	22	0	0	0	0	0	3
assemblage-801-92	0	0	0	0	0	0	114	133	0	0	5	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	7	0	4
assemblage-771-316	0	0	0	0	0	12	43	185	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	16	0	0	0	0	0	0
assemblage-977-744	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	62	0	243	0	0	0	122	12	0	0	0	0	3
assemblage-368-829	0	0	0	0	0	0	78	75	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	324	0	0	0	7	0	0	0	0	0	4
assemblage-278-161	0	0	0	0	0	0	76	3	0	0	0	0	0	0	0	0	0	25	0	0	12	0	0	0	0	16	0	0	351	0	0	0	0	10	0	0	0	0	7
assemblage-516-571	0	0	0	0	0	0	9	84	0	0	0	0	0	0	0	10	0	0	0	0	5	0	0	0	0	0	0	0	385	0	0	0	0	0	0	0	0	0	7
assemblage-766-303	0	0	0	0	0	0	114	80	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	28	0	0	0	0	0	5
assemblage-403-900	0	0	0	0	0	15	71	40	0	0	0	0	0	8	0	0	0	0	0	0	27	0	0	0	0	0	0	0	274	0	0	0	62	0	0	0	0	0	3
assemblage-768-310	0	0	0	0	0	13	32	182	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	24	0	0	0	0	0	1
assemblage-112-482	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	94	0	0	0	0	9	80	0	0	23	0	0	0	0	0	8
assemblage-630-843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	56	28	0	319	0	0	0	17	0	0	0	0	0	10
assemblage-145-505	0	0	0	0	0	0	115	108	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	31	0	0	0	0	0	4
assemblage-943-353	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	18	0	0	0	0	69	53	0	0	301	0	0	0	0	0	1
assemblage-212-820	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	30	0	0	11	0	0	0	0	12	0	0	363	0	0	0	0	16	0	0	0	0	6
assemblage-401-583	0	0	0	0	0	0	0	257	4	0	0	0	0	0	0	0	0	0	0	0	150	0	0	34	0	0	0	0	9	11	0	0	33	0	0	0	0	0	2
assemblage-605-799	0	0	0	0	0	39	15	152	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	49	0	0	0	0	0	6
assemblage-874-862	0	0	0	0	0	0	17	19	0	0	0	0	0	0	9	0	0	0	0	0	96	0	0	0	0	0	0	0	223	0	0	0	136	0	0	0	0	0	0
assemblage-755-317	0	0	0	0	0	0	100	11	0	0	0	0	10	0	0	0	0	12	19	0	36	0	0	0	0	0	0	0	253	0	0	0	59	0	0	0	0	0	0
assemblage-441-260	0	14	0	9	0	0	0	142	0	32	0	0	0	0	0	0	0	0	0	0	170	0	4	0	0	0	0	0	20	0	0	0	103	0	0	0	0	0	6
assemblage-666-310	0	0	0	0	36	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	291	0	0	0	13	0	0	0	0	0	7
assemblage-400-1003	0	0	0	0	0	0	84	26	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	234	0	0	0	141	0	0	0	0	0	4
assemblage-275-182	0	0	0	0	0	13	37	32	0	0	0	0	0	0	0	0	0	5	0	0	44	0	0	0	0	70	0	0	250	0	0	0	7	41	0	0	0	0	1
assemblage-823-94	0	0	0	0	0	0	8	91	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	389	0	0	0	0	0	0	0	0	0	5
assemblage-756-921	0	0	0	0	0	0	68	94	0	0	0	0	0	0	0	0	8	0	0	0	57	0	0	0	0	0	0	0	211	0	0	0	54	0	0	5	0	0	3
assemblage-466-841	0	0	0	0	0	0	0	109	6	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	8	0	0	0	127	0	0	0	51	0	0	0	0	0	17
assemblage-961-871	0	0	0	0	0	11	0	29	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	316	0	0	0	55	5	0	0	0	0	13
assemblage-109-487	0	0	0	0	0	0	130	14	0	0	0	0	0	0	0	0	0	12	16	0	27	0	0	0	0	0	0	0	230	0	0	0	69	0	0	0	0	0	2
assemblage-403-596	0	0	5	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	53	0	0	0	0	6	17	0	0	39	0	0	0	0	0	7
assemblage-367-419	0	12	0	5	0	0	0	158	0	36	0	0	0	0	0	0	0	0	0	0	163	0	1	0	0	0	0	0	19	0	0	0	105	0	0	0	0	0	1
assemblage-843-848	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	175	0	0	0	16	0	0	0	0	0	13
assemblage-442-845	0	0	0	0	0	0	8	217	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	9	0	0	0	0	149	0	0	0	42	0	0	0	0	0	9
assemblage-954-864	0	0	0	0	0	18	31	14	0	0	0	0	0	0	0	0	0	3	0	0	36	0	0	0	0	93	0	0	250	0	6	0	3	41	0	0	0	0	5
assemblage-355-450	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	6
assemblage-103-500	0	0	0	0	0	0	99	93	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	34	0	0	0	0	0	8
assemblage-762-377	0	0	0	0	0	0	26	34	0	0	0	0	0	0	13	0	0	0	0	0	67	0	0	0	0	0	0	0	245	0	0	0	114	0	0	0	0	0	1
assemblage-775-937	0	0	0	0	12	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	216	0	0	0	34	0	0	0	0	0	8
assemblage-641-859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	56	37	0	305	0	0	0	15	0	0	0	0	0	10
assemblage-918-230	0	0	0	0	0	0	42	128	0	0	0	0	0	0	14	0	0	0	0	0	50	0	0	0	0	0	0	0	225	0	0	0	41	0	0	0	0	0	0
assemblage-385-584	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	47	0	0	0	0	18	22	0	0	23	0	0	0	0	0	12
assemblage-514-309	0	0	0	0	0	0	140	15	0	0	0	0	6	0	0	0	0	8	17	0	37	0	0	0	0	0	0	0	210	0	0	0	62	0	0	0	0	0	5
assemblage-645-144	0	0	0	0	0	22	49	47	0	0	0	0	0	5	0	0	0	0	0	0	22	0	0	0	0	0	0	0	306	0	0	0	46	0	0	0	0	0	3
assemblage-220-285	0	0	0	0	0	10	34	206	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	15	0	0	0	0	0	5
assemblage-498-329	0	0	0	0	0	0	6	38	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	243	0	0	0	30	0	0	0	0	10	7
assemblage-867-863	0	0	0	0	0	0	40	99	0	0	0	0	0	0	3	0	0	0	0	0	44	0	0	0	0	0	0	0	259	0	0	0	52	0	0	0	0	0	3
assemblage-762-943	0	0	0	0	35	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	293	0	0	0	13	0	0	0	0	0	2
assemblage-647-322	0	0	0	0	12	0	0	194	0	0	0	0	0	0	7	0	0	0	0	0	52	0	0	0	0	0	0	0	202	0	0	0	32	0	0	0	0	0	1
assemblage-956-869	0	0	0	0	0	0	4	34	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	307	0	0	0	52	5	0	0	0	0	16
assemblage-348-821	0	0	0	0	0	0	69	71	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	339	0	0	0	8	0	0	0	0	0	6
assemblage-803-103	0	0	0	0	0	0	8	113	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	362	0	0	0	0	0	0	0	0	0	8
assemblage-367-826	0	0	0	0	0	0	65	79	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	338	0	0	0	10	0	0	0	0	0	1
assemblage-493-756	0	0	0	0	0	5	55	0	0	0	0	0	0	0	0	0	0	18	0	0	21	0	0	0	0	18	0	0	358	0	0	0	0	20	0	0	0	0	5
assemblage-735-364	0	0	0	0	1	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	149	0	0	0	19	0	0	0	0	0	7
assemblage-174-175	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	301	7	0	9	0	0	0	0	14	0	0	0	94	0	0	0	0	0	5
assemblage-945-370	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	12	0	0	0	0	75	58	0	0	282	0	0	0	0	0	8
assemblage-478-257	0	0	0	0	43	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	293	0	0	0	14	0	0	0	0	0	1
assemblage-505-311	0	0	0	0	0	0	4	50	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	220	0	0	0	33	0	0	0	0	6	10
assemblage-815-105	0	0	0	0	0	0	117	27	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	240	0	0	0	73	0	0	0	0	0	0
assemblage-984-355	4	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	17	0	0	0	0	76	47	0	0	298	0	0	0	0	0	1
assemblage-497-311	0	0	0	0	0	0	71	102	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	219	0	0	0	40	0	0	0	0	0	26
assemblage-994-556	0	0	0	0	31	0	22	93	0	0	0	0	0	0	0	0	0	0	0	0	151	0	13	0	0	0	0	0	160	0	0	0	22	0	0	0	0	0	8
assemblage-874-851	0	0	0	0	0	0	52	111	0	0	0	0	0	0	11	0	0	0	0	0	63	0	0	0	0	0	0	0	218	0	0	0	43	0	0	0	0	0	2
assemblage-559-595	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	326	0	0	9	0	0	0	0	8	0	0	0	63	0	0	0	0	0	19
assemblage-227-302	0	0	0	0	0	0	136	101	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	43	0	0	0	0	0	3
assemblage-644-334	0	0	0	0	0	0	62	85	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	263	0	0	0	36	0	0	0	0	0	7
assemblage-528-569	0	0	0	0	0	0	79	58	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	267	0	0	0	53	0	0	0	0	0	15
assemblage-988-792	0	0	0	0	0	12	52	51	0	0	0	0	0	11	0	0	0	0	0	0	20	0	0	0	0	0	0	0	282	0	0	0	69	0	0	0	0	0	3
