Assemblage_Name	4-7933630-2	1105105-4-4	5015375-1-3	0-9866274-4	8272527-4-4	4830501-4-7352052	1-5208493-4	8154698-1-1	2035170-4-4	0-4-6561844	0-2933389-4022701	0-4-9408630	1-5208493-5272230	7514042-4-4	4-1-4	0-4-4	3-4-5910275	4-1-4757136	3-9409814-7352052	3-6383582-9548794	3-6383582-651691	4-3023981-0	4685209-4-4	0-7583717-4022701	0-300824-4	0-3469753-4096624	3-1-3	2741979-1-4	3-4866642-7352052	3158319-300824-4	3-468589-7858293	7859483-4-7352052	0-3469753-4022701	2576273-4-7352052	2-8891753-1	0-300824-289454	3356213-1-3	1-3-3	3857240-4-4022701	0-4-3871846	0-4735548-4	3-4-7352052	0-5160078-4022701	0-125641-78122	4-6256216-0	0-8748760-4022701	3-4-8265614	3-4-7858293	3-6383582-7352052	3086906-300824-4	4-4-2	4-2-2	3767332-4-0	4854129-1-4757136	4-6256216-2451049	2-403869-1	0-4-4022701	0-4-78122	9431996-4-7352052	1-2-4	2-1-1	3-4-2	3-1734727-3	2088344-1-1
assemblage-581-474	0	11	0	5	0	0	0	0	0	0	0	0	0	0	0	123	0	71	0	0	9	0	0	0	42	0	41	0	0	0	0	0	0	0	0	0	0	0	0	4	0	80	0	0	0	4	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	19	6
assemblage-227-549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	66	0	0	0	0	0	0	10	0	53	0	0	0	0	0	7	0	0	0	0	0	0	0	5	84	0	0	0	0	0	0	0	0	8	0	0	0	0	0	95	0	0	0	13	0	26	20
assemblage-606-491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	38	0	0	0	0	0	0	5	0	55	0	0	0	0	0	4	0	0	0	0	0	0	0	5	82	0	0	0	0	0	0	5	0	0	0	0	0	0	0	120	0	0	0	23	0	17	32
assemblage-673-568	9	0	0	0	12	0	0	0	0	16	0	0	0	0	71	65	0	5	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	15	0	0	0	94	0	0	32	0	0	3	0	0	18	0	0	0	0	0	24	11	0	0	35	17	0	10
assemblage-702-358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	50	0	0	0	0	0	0	15	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	14	95	0	0	0	0	0	0	6	0	5	0	0	0	0	0	106	0	0	0	14	0	22	23
assemblage-494-372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	66	0	0	0	0	0	0	14	0	58	0	0	0	0	0	7	0	0	0	0	0	0	0	5	65	0	0	0	0	0	0	8	0	0	0	0	0	0	0	115	0	0	0	20	0	15	28
assemblage-558-310	46	0	0	0	0	0	0	0	0	0	0	0	0	0	50	97	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	24	0	0	0	66	0	0	33	0	0	2	0	0	6	0	0	0	0	0	22	3	0	5	51	20	0	19
assemblage-497-574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	108	0	37	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	5	0	0	0	0	0	29	0	0	0	45	40	0	29
assemblage-605-473	43	0	0	0	0	0	0	0	0	0	0	0	0	0	63	94	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	25	0	0	0	84	0	0	16	0	0	14	0	0	9	0	0	0	0	0	28	14	0	0	42	16	0	16
assemblage-348-355	0	0	0	0	9	0	10	0	0	11	0	0	0	0	53	81	0	11	0	0	0	9	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	7	74	0	0	0	0	0	0	0	0	10	0	0	0	0	0	16	15	0	0	59	35	0	18
