Assemblage_Name	6839176-6680135-2	3-2402964-2	2-601863-1028423	3-4890955-6958170	3-1-4	1111987-6680135-2	3-6680135-5362279	3-7627653-4	8337262-4-4	3-1609135-4	3-6680135-7482907	2367464-6680135-2	6158907-1-4	9288532-0-4	3-4890955-8287264	2-1-3	2-0-3707932	8718530-6012069-4	3-4890955-2	2-0-5059805	2-397491-4	4456295-3-0	3374931-0-4	5948769-5543283-4	7981359-1389829-3	7079698-2114244-1	2216890-0-8373073	9745833-4890955-2	9007317-1-4	7436128-0-4	3-7062538-4	3-1-3350165	2164784-0-4	2-0-4	2-0-1	3-924625-4	2-0-2177533	9656534-658301-1888283	3-4-2121463	2-0-9524508	9309278-6680135-2	2-7146973-4	4-3-0	2-1278642-1	2042848-1389829-3	8229939-4-4	3-3-7205921	3-658301-2722829	3419974-0-4	2277411-4-4	2-0-487763	7141118-0-5059805	4829772-0-4	3-1-8956802	3-658301-1888283	8853043-1-3	6667603-1-4	2-6138549-3	881168-1-4	3-582012-2	2-5543283-4	8853043-1-1948588	1-4-4	3-4-4	3-7465767-4	4-8631115-0	8853043-1-4059440	8853043-8505589-1948588	2355897-1-3	8853043-1-342520	3-4890955-7901784	1363947-1-4	2-0-8709020	2-7830382-4	1-8774390-4	3-6680135-2	3-6680135-1243043	7981359-1389829-345271	3-0-2	2-0-2576106	6100700-1-3	8718530-0-4	3-658301-4	2-4997399-4	1113919-0-4
assemblage-497-493	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	8	0	0	59	0	0	0	0	0	0	0	0	0	14	0	0	0	0	86	0	40	0	0	0	0	0	0	0	2	0	0	11	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	28	72	6	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	31
assemblage-409-524	0	0	0	0	70	0	0	0	7	0	0	0	0	0	0	8	0	0	24	40	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	11	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	25	0	0	0	0	0	16	7	0	24
assemblage-696-326	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	16	0	0	36	0	0	7	0	0	9	0	0	0	5	0	0	0	0	87	6	19	0	0	0	0	0	0	0	14	0	0	21	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	32	81	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	26
assemblage-404-579	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	13	0	0	38	18	0	0	0	0	6	0	0	0	22	0	0	0	0	140	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	15	0	0	0	0	0	0	34	17	0	0	0	0	0	12	0	0	0	0	0	74	0	9	0	0	0	0	23	0	9
assemblage-596-514	0	0	0	0	76	0	0	0	4	0	0	0	0	0	0	6	0	0	26	34	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	6	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	36	0	0	0	0	0	20	0	0	14
assemblage-387-549	0	0	0	0	70	0	0	0	0	5	0	0	0	0	0	19	0	0	22	54	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	24	0	0	0	0	0	0	0	0	7	0	0	0	0	0	30	0	0	0	0	0	28	0	0	38
assemblage-612-665	0	0	0	0	122	0	0	0	0	6	0	0	0	0	0	28	0	0	8	35	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	14	21	4	0	0	0	49	0	0	0	0	0	0	0	0	7	0	0	0	0	0	21	0	0	0	0	0	7	0	0	32
assemblage-432-615	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	21	0	0	34	19	0	0	0	0	4	0	0	0	10	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	37	15	0	0	0	0	0	11	0	0	0	0	0	97	0	10	0	0	0	0	17	0	24
assemblage-767-668	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	13	0	0	80	45	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	13	0	0	0	0	0	0	9	0	0	0	0	0	82	0	0	0	0	0	6	29	0	16
assemblage-525-510	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	12	0	0	96	42	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	10	0	0	0	0	0	0	20	0	0	0	0	0	79	0	0	0	0	0	10	22	0	16
assemblage-543-479	0	0	0	0	67	0	0	0	9	0	0	0	0	0	0	10	0	0	47	44	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	5	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	32	0	0	0	0	0	22	0	0	19
assemblage-275-306	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	13	0	0	45	42	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	15	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	48	0	0	0	0	0	7	0	0	21
assemblage-436-616	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	58	0	0	5	53	0	0	0	6	0	0	0	0	0	0	0	0	0	47	0	0	6	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	43	15	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	19	9	0	0	4	0	0	0	9	0	32	0	0	30
assemblage-535-590	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	7	0	0	77	33	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	10	0	0	0	0	0	0	22	0	0	0	0	0	73	0	0	0	0	0	20	16	0	20
assemblage-496-517	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	28	0	0	31	0	0	0	0	0	19	0	0	0	15	0	0	0	0	99	0	6	0	0	10	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	24	0	0	0	0	0	0	25	71	0	0	0	0	0	32	0	0	0	0	0	92	0	0	0	0	0	0	12	0	23
assemblage-511-550	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	23	0	0	42	0	0	0	0	0	14	0	0	0	12	0	0	0	0	93	0	19	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	28	0	0	0	0	0	0	34	78	0	0	0	0	0	16	0	0	0	0	0	85	0	0	0	0	0	0	11	0	22
assemblage-565-445	0	0	0	0	51	0	0	0	14	4	0	0	0	0	0	13	0	0	50	39	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	12	0	0	0	0	0	7	0	0	0	0	0	0	0	10	0	0	0	0	0	37	0	0	0	0	0	30	0	0	12
assemblage-392-520	0	0	0	0	131	0	0	0	0	12	0	0	0	0	0	53	0	0	11	50	0	0	0	15	0	0	0	0	0	0	0	0	0	42	0	0	3	1	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	45	11	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	13	6	0	0	10	0	0	0	11	0	23	0	0	19
assemblage-529-483	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	10	0	0	44	0	0	7	0	0	9	8	0	0	0	0	0	0	0	67	10	19	0	0	0	0	0	0	0	22	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	72	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	40
assemblage-530-503	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	6	0	0	42	0	0	9	0	0	24	0	0	0	11	0	0	0	0	74	7	19	0	0	0	0	0	0	0	7	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	98	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	59
assemblage-663-385	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	11	0	0	36	0	0	18	0	0	14	0	0	0	6	0	0	0	0	74	6	22	0	0	0	0	0	0	5	26	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	92	0	0	0	0	0	0	0	0	0	0	0	101	0	0	4	0	0	0	0	0	17
assemblage-548-384	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	17	0	0	38	0	0	0	0	0	0	0	0	0	12	0	0	0	0	95	0	16	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	43	75	0	0	0	0	0	0	6	0	0	0	0	127	0	0	0	0	0	0	0	0	48
assemblage-499-650	0	0	0	0	32	6	0	0	0	0	0	0	0	0	0	21	0	0	55	23	0	0	0	0	0	0	0	0	18	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0	29	0	0	0	0	0	0	6	0	0	0	0	0	80	0	0	0	0	0	0	6	0	35
assemblage-291-504	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	5	0	0	44	0	0	16	0	0	16	5	0	0	7	0	0	0	0	66	0	19	0	0	0	0	0	0	7	12	0	0	12	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	41	73	0	0	0	0	0	4	0	0	0	0	0	120	0	0	0	0	0	0	0	0	30
assemblage-436-466	0	0	0	14	94	0	0	0	0	7	0	0	0	0	0	23	0	0	18	51	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	16	0	0	0	0	18	0	0	0	0	0	0	0	0	11	0	0	0	0	0	23	0	0	0	0	0	39	0	0	16
assemblage-502-519	0	0	0	0	147	0	0	0	0	6	0	0	0	0	0	38	0	0	13	62	0	0	0	16	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	31	12	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	10	0	0	0	7	0	0	0	6	0	31	0	0	35
assemblage-529-551	0	0	0	0	144	0	0	0	0	7	0	0	0	0	0	45	0	0	6	50	0	0	0	9	0	0	6	0	0	0	0	0	0	49	0	0	7	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	35	16	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	16	8	0	0	0	0	0	0	12	0	23	0	0	32
assemblage-472-658	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	19	0	0	57	0	0	0	0	0	7	0	0	0	8	0	0	0	0	81	0	22	0	0	0	0	0	0	0	10	0	0	17	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	43	60	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	5	0	30
assemblage-521-552	0	0	0	0	100	0	0	0	0	5	0	0	0	0	0	28	0	0	11	40	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	19	28	5	0	0	0	47	0	0	0	0	0	0	0	0	19	0	0	0	0	0	16	0	0	0	9	0	10	0	0	19
assemblage-507-435	0	0	0	0	108	0	0	0	0	10	0	0	0	0	0	29	0	0	5	27	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	16	17	8	0	0	0	56	0	0	0	0	0	0	0	0	19	0	0	0	0	0	19	0	0	0	0	0	15	0	0	28
assemblage-521-555	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	32	0	0	63	0	0	0	0	0	3	0	0	0	15	0	0	0	0	75	0	22	0	0	0	0	0	0	0	5	0	0	10	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	38	67	0	0	0	0	0	0	6	0	0	0	0	98	0	0	0	0	0	0	11	0	24
assemblage-444-561	0	0	0	0	22	11	0	0	0	0	0	0	0	0	0	35	0	0	65	40	0	0	0	0	0	0	0	0	5	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	9	0	0	0	0	0	0	15	0	0	0	0	0	0	6	0	0	0	0	6	88	0	0	0	0	0	0	0	0	35
assemblage-463-336	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	25	0	0	36	0	0	0	0	0	0	0	0	0	14	0	0	0	0	81	0	27	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	39	64	0	0	0	0	0	0	12	0	0	0	0	130	0	0	0	0	0	0	6	0	33
assemblage-384-352	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	15	0	0	50	0	0	0	0	0	7	0	0	0	8	0	0	0	0	67	0	20	0	0	0	0	0	0	0	9	0	0	11	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	41	87	0	0	0	0	0	9	0	0	0	0	0	105	0	0	0	0	0	0	0	0	29
assemblage-527-523	0	0	8	0	27	0	0	0	0	0	0	0	0	0	0	20	0	0	77	46	0	0	0	0	0	0	0	0	9	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	0	21	0	0	0	0	0	0	4	0	0	0	0	0	87	0	0	0	0	0	0	8	0	31
assemblage-432-479	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	13	0	0	77	38	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	15	0	0	0	0	0	0	16	0	0	0	0	0	71	0	0	0	0	0	13	20	0	19
assemblage-544-611	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	45	0	0	16	71	0	0	0	12	0	0	5	0	0	0	0	0	0	34	0	0	0	7	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	23	21	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	14	0	0	0	11	0	0	0	0	0	25	0	0	36
assemblage-550-465	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	21	0	0	44	0	0	0	0	0	8	0	0	0	2	0	0	0	0	87	0	39	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	37	66	5	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	40
assemblage-478-546	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	12	0	0	29	13	0	0	0	0	0	0	0	0	17	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0	36	15	0	0	0	0	0	10	0	0	0	0	0	82	0	12	0	0	0	0	15	0	25
assemblage-557-394	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	23	0	0	40	39	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	5	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	35	0	0	0	0	0	28	0	0	23
assemblage-371-326	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	7	0	0	37	45	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	12	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	38	0	0	0	0	0	16	0	0	23
assemblage-377-570	0	0	3	0	16	0	0	0	0	0	0	0	0	0	0	18	0	0	73	27	0	0	0	0	0	0	0	0	7	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	17	0	0	0	0	0	0	22	0	0	0	0	0	0	14	0	0	0	0	0	101	0	0	0	0	0	0	5	0	26
assemblage-390-415	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	22	0	0	42	0	0	0	0	0	11	0	0	0	14	0	0	0	0	86	0	27	0	0	0	0	0	0	0	12	0	0	10	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	53	70	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	29
assemblage-394-439	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	6	0	0	95	34	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	8	0	0	0	0	0	0	12	0	0	0	0	0	85	0	0	0	0	0	14	17	0	25
assemblage-649-566	0	0	0	0	91	0	0	0	0	10	0	0	0	0	0	25	0	0	8	19	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	18	28	7	0	0	0	36	0	0	0	0	0	0	0	0	15	0	8	0	0	0	14	0	0	0	0	0	27	0	0	27
assemblage-603-296	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	20	0	0	35	0	0	0	10	0	8	0	0	0	15	0	0	0	0	90	0	20	0	0	0	0	0	0	0	5	0	0	15	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	29	89	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	38
