Assemblage_Name	0-4-1176888	1-1-0	1-1-2	2597970-4-9640881	2760152-1-0	3924539-0-0	3-3-3	2597970-4108344-6658736	3-9599116-0	2597970-4-1	3-4-1	0-4-2	0-4-181774	2-2-4	4-4925830-0	2597970-4-8635923	4-0-0	4-0-4	3-4-3823792	2-1-680699	0-9988645-1176888	2112414-0-4	1-2050405-0	7259670-4-1176888	3-4-3567654	3-4-0	3308252-1-0	1-1-7748515	1120511-1-0
assemblage-581-474	13	82	0	0	0	0	0	0	11	0	0	28	82	0	0	0	0	20	0	0	10	0	27	73	0	128	16	0	10
assemblage-227-549	177	16	0	0	0	0	0	0	0	0	54	55	9	0	0	0	0	64	0	0	8	0	0	0	0	116	0	0	1
assemblage-606-491	174	24	0	0	0	0	0	0	0	0	35	55	12	0	0	0	0	82	0	0	0	0	0	0	0	112	0	0	6
assemblage-673-568	20	40	6	12	0	36	0	0	0	0	89	136	0	16	0	0	0	45	0	0	0	0	0	0	6	84	0	0	10
assemblage-702-358	160	16	0	0	0	0	0	0	0	0	47	83	16	0	0	0	0	67	0	0	0	0	0	0	0	104	0	0	7
assemblage-494-372	161	19	0	0	0	0	0	0	0	0	71	63	11	0	0	0	0	61	0	0	6	0	0	0	0	105	0	0	3
assemblage-558-310	9	86	17	23	0	6	0	5	0	8	54	123	0	19	0	0	19	37	0	0	0	0	0	0	0	81	0	0	13
assemblage-497-574	111	59	0	0	0	26	0	0	0	0	49	72	0	0	0	8	0	81	0	0	0	0	0	0	0	84	0	0	10
assemblage-605-473	0	74	26	21	0	13	0	7	0	0	49	138	0	17	0	0	20	35	0	0	0	0	0	0	0	83	0	0	17
assemblage-348-355	47	51	9	0	0	30	0	0	0	0	81	128	0	0	0	15	0	60	0	0	0	0	0	0	0	73	0	0	6
assemblage-616-507	5	77	19	27	0	14	0	13	0	0	73	102	0	8	0	0	19	54	0	0	0	0	0	0	0	72	0	0	17
assemblage-532-354	87	67	0	0	0	19	0	0	0	0	34	103	0	0	0	2	0	72	0	0	0	9	0	0	0	94	0	0	13
assemblage-363-547	14	46	7	9	0	23	0	0	0	0	68	152	0	14	0	8	7	47	0	0	0	0	0	0	13	88	0	0	4
assemblage-529-629	11	87	0	0	0	0	0	0	0	0	0	32	83	0	0	0	0	30	0	0	15	0	26	87	0	113	7	0	9
assemblage-707-574	34	84	0	0	0	0	0	0	0	0	0	63	117	0	0	0	0	21	0	0	37	0	17	43	0	66	16	0	2
assemblage-363-465	19	43	8	22	0	26	0	0	0	0	76	169	0	18	0	10	0	25	0	0	0	0	0	0	8	75	0	0	1
assemblage-368-631	111	53	0	0	0	0	0	0	0	0	24	89	52	0	0	0	0	19	0	0	32	0	0	0	0	118	0	0	2
assemblage-411-672	48	51	11	0	0	35	0	0	0	0	61	159	0	0	0	18	0	68	0	0	0	0	0	0	0	44	0	0	5
assemblage-348-464	39	49	14	0	0	37	0	0	0	0	72	122	0	0	0	11	0	76	0	0	0	0	0	0	0	74	0	0	6
assemblage-698-498	102	62	0	0	0	19	0	0	0	0	27	82	0	0	0	11	0	75	0	0	0	0	0	0	0	103	0	0	19
assemblage-497-493	17	34	4	17	0	18	0	0	0	0	75	189	0	9	0	10	0	36	0	0	0	0	0	0	7	80	0	0	4
assemblage-409-524	122	77	0	0	0	0	0	0	0	0	23	90	52	0	0	0	0	30	0	0	16	0	0	0	0	89	0	0	1
assemblage-696-326	0	93	21	22	0	8	0	7	0	0	64	118	0	15	0	0	17	56	0	0	0	0	0	0	0	64	0	0	15
assemblage-404-579	104	67	0	0	3	14	0	0	0	0	31	95	0	0	0	0	0	77	0	0	0	0	0	0	0	91	0	0	18
assemblage-596-514	120	50	0	0	0	0	0	0	0	0	27	79	52	0	0	0	0	22	0	0	37	0	0	0	0	109	0	0	4
assemblage-387-549	87	74	0	0	0	0	0	0	0	0	0	79	111	0	0	0	0	24	0	0	51	0	0	10	0	54	0	0	10
