Assemblage_Name	8020814-8964765-2	1571602-6356874-2367646	667829-3094242-6716230	4-1516772-2367646	4-3030332-8629561	9109269-0-4297115	251060-5676019-2367646	4-7433406-2	9109269-0-9815832	9109269-7620275-0	7377128-3094242-0	4-3030332-1139066	9109269-5549616-0	9109269-6108410-1384332	4-4-1841504	4896932-3094242-0	4712802-4-2886910	4798436-5549616-1384332	4-4-737348	9109269-2729442-0	0-1-4	6485327-3-4470143	2210303-3094242-1973693	667829-9362222-3371690	667829-4-6300612	667829-5714708-6716230	667829-5408549-6716230	9109269-4445393-0	2-0-1	3-5138071-2886910	9109269-4445393-8796775	4-3-1	4-1-1615880	4-4279114-5883522	6954031-4-2	4-4-6291397	9109269-5549616-884757	9109269-7633401-0	4-4-2283843	4-4-5967377	5620971-4-2886910	5663179-3094242-6716230	521935-4-2	4-3-3844105	69091-5549616-0	3-6693351-4	1528813-6693351-4	4-55980-1139066	2925315-5676019-2367646	4-3068439-5883522	8570428-5549616-0	4-2-3	4-4-1468970	1656625-3094242-0	4-2783577-1139066	3-4-4	4-4-5883522	3-5138071-6003297	4-6766358-1249420	2555832-4-2886910	4-4-3691054	1-0-0	4-4-5105334	667829-3094242-7888251	4-4-5595280	4-3-2416534	1-9848628-0	4-1-3	4-4-1139066	4-5676019-2367646	4276794-3094242-0	667829-3094242-0	7936591-3094242-0	9109269-5549616-1565040	4-4-8504583	4-8964765-2	4-4-4608632	9109269-0-7686384	4-6346433-2367646	5620971-4-1967425	1571602-5676019-2367646	3-4-2886910	4-4-0	4-4-2	9109269-5549616-1384332	9109269-0-0	6582915-4-737348	4-4-1249420	667829-3094242-3371690	4-4-8359385	3-7317786-2886910	4-4-4651034
assemblage-291-504	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	32	0	0	17	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	16	0	0	39	9	0	0	0	0	52	0	0	0	0	0	26	0	0	0	42	0	0	0	0	0	0	0	0	0	9	47	34	0	101	0	0	0	0	0	31
assemblage-437-568	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	8	0	0	0	41	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	10	0	0	51	3	0	0	0	0	58	0	0	0	0	0	20	0	10	0	39	0	0	0	0	0	0	0	0	0	0	23	34	0	110	0	0	0	0	0	40
assemblage-438-651	0	0	0	0	0	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	32	0	0	26	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	16	0	0	46	11	0	0	0	0	71	0	0	0	0	0	13	0	10	0	36	0	0	0	0	0	0	0	0	0	0	33	32	0	83	0	0	0	0	0	40
assemblage-462-687	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	7	0	0	0	0	14	9	0	0	0	0	0	0	9	0	0	7	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	29	7	0	0	67	16	0	0	0	0	36	0	0	0	6	0	0	0	8	0	64	0	0	0	0	0	0	0	0	0	16	23	38	0	107	0	0	0	0	0	22
assemblage-348-489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	19	4	0	0	0	0	0	0	9	0	0	8	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	20	13	0	0	59	11	0	0	0	0	47	5	0	0	19	0	0	0	7	0	59	0	0	0	0	0	0	0	0	0	7	31	40	0	95	0	0	0	0	0	26
assemblage-522-470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	17	3	0	0	0	0	0	0	8	0	0	11	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	26	11	0	0	58	26	0	0	0	0	24	0	0	0	9	0	0	0	3	0	76	0	0	0	0	0	0	0	0	0	22	35	36	0	85	0	0	0	0	0	28
assemblage-591-436	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	8	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	65	19	0	0	0	0	21	10	0	0	15	0	0	0	14	0	72	0	0	0	0	0	0	0	0	0	7	20	50	0	56	0	0	9	0	0	58
assemblage-499-459	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	68	31	0	0	0	0	19	8	0	0	10	0	0	0	20	0	89	0	0	0	0	0	0	0	0	0	14	16	58	0	57	0	0	10	0	0	39
assemblage-582-490	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	13	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	84	23	0	0	0	0	16	11	0	0	15	0	0	0	6	0	82	0	0	0	0	0	0	0	0	0	16	12	54	0	45	0	0	11	0	0	60
assemblage-550-679	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	17	0	0	0	0	4	0	0	0	0	0	0	0	0	13	0	0	0	41	13	0	0	0	0	26	11	0	10	0	0	0	0	28	0	60	0	0	0	0	0	0	0	0	0	8	0	86	0	68	0	0	0	0	0	38
assemblage-698-498	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	18	0	0	0	0	18	0	6	0	0	0	0	0	0	10	0	0	0	41	15	0	0	0	0	32	11	0	0	0	0	0	0	24	0	72	0	0	0	0	0	0	0	0	0	5	0	73	0	46	0	0	0	0	0	57
assemblage-417-583	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	5	0	0	0	0	14	0	5	0	0	0	0	0	0	8	0	0	0	36	16	0	0	0	0	37	9	0	0	0	0	0	0	18	0	61	0	0	0	0	0	0	0	0	0	17	0	112	0	49	0	0	0	0	0	58
