Assemblage_Name	7331787-9437906-5618134	0-1-2728887	2625495-1-5601131	0-1-4222711	0-974069-3	3057912-4896230-4	6398650-4260671-5051009	0-1-4732635	6167436-1-5601131	3057912-4896230-8884434	6398650-1-3	7331787-9437906-5370902	9959780-1-7803064	3057912-8591311-4	8393462-1-5601131	602166-1-3	0-4818949-6972757	0-2696675-4	3057912-6255-4	3-4-9788332	975224-4-3	3-9459879-3	4-3597431-0	4230492-1-3	3761695-4-4	0-1391069-3	0-4-4	0-1259377-3	2616939-1-3	7207564-4973896-2	0-1-3	0-2007087-3	3057912-5365268-4	0-2696675-8850800	6398650-4260671-3	6074209-1-3	0-9437906-5618134	0-4896230-4	4-5404745-4	0-1-9341684	8284509-4-6972757	0-9999074-3	0-3628458-5583335	0-9437906-4659995	6398650-3977221-3	9646874-8591311-4	0-9437906-4	9959780-1-5601131	7168821-3-0	6074209-1-1847895	0-4-8626505	0-2-3	4395834-1-3	7331787-1193013-5370902	1951731-1-3	7128016-4-3	4598959-1045261-3	0-2529758-3	3057912-7987929-4	4598959-1045261-3294223	0-3628458-3	3792328-1-3	3-4-3	6398650-4003576-3	6074209-1782625-3	0-4-6972757	3-3-2	0-3351640-3	3-6639941-3	6074209-1-1716439	6074209-1-2361698	3057912-4240925-4	3548957-4-9788332	3057912-8650264-4	2873775-1-3	6074209-1-1418581	5972225-2696675-4	4598959-2-3	4-9985702-0	0-1-127957	0-3676126-3	567623-4896230-4	4-0-4	0-6181148-291638	0-1748336-3	3876158-4260671-3	3-4-3731139	4-3-0	7128016-4-953810	1506304-4-9788332	7207564-1-2	7510104-4896230-4	0-4896230-291638	6074209-1-8331502	3-4-2455108	6074209-9190029-3	0-4-6891185	6074209-1-9061556	7331787-9451240-5370902	3057912-9583627-4	9959780-3339320-5601131	9003621-1-3	6074209-5462196-3	0-5527126-6972757
assemblage-538-547	10	0	0	25	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	44	0	0	0	0	50	9	17	0	0	2	0	13	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	24	0	24	0	15	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	49	0	0	0	0	0	0	50
assemblage-387-535	5	0	0	12	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	62	0	0	0	0	34	10	18	0	0	0	0	5	0	0	0	0	0	0	0	0	12	0	0	0	0	0	6	0	0	28	0	29	0	10	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	16	0	0	0	6	0	0	0	41	0	0	0	0	0	0	39
assemblage-614-636	0	0	0	0	0	132	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	81	0	0	0	0	46	20	10	0	0	9	0	11	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	12	0	31	0	0	33	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	16	0	0	0	0	0	0	38
assemblage-448-485	0	0	0	8	0	138	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	82	0	0	0	0	47	10	16	0	0	13	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	20	0	26	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	10	9	0	0	0	0	0	38
assemblage-377-570	0	0	0	6	0	118	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	72	0	0	0	0	49	17	13	0	0	16	0	10	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	14	0	21	0	0	32	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	20	3	0	0	0	0	0	34
assemblage-388-516	0	0	0	0	0	136	0	0	0	5	16	9	0	0	0	0	0	0	0	11	0	5	0	0	0	0	14	0	0	0	116	0	0	0	0	25	3	0	0	0	0	0	0	0	0	0	0	0	6	0	5	0	0	11	0	0	0	0	0	0	0	0	44	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	46
assemblage-463-453	0	0	0	0	0	138	0	0	0	11	11	10	0	0	0	0	0	0	0	0	0	6	0	0	8	0	17	0	0	0	93	0	0	0	0	37	10	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	46	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	11	0	0	0	0	59
assemblage-505-312	0	0	0	0	0	126	0	0	0	3	13	20	0	0	0	0	0	0	0	4	0	7	0	0	0	0	27	0	0	0	105	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	12	0	0	0	0	58
assemblage-685-459	0	0	0	0	0	114	0	27	0	22	10	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	13	0	0	0	114	0	0	0	13	48	6	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	9	0	0	0	0	0	0	0	0	26	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	50
assemblage-563-581	0	0	0	0	0	112	0	21	6	25	12	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	14	0	0	0	124	0	0	0	10	43	8	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	15	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	44
assemblage-627-533	0	0	0	0	0	131	0	17	0	24	4	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	11	0	0	0	126	0	0	0	9	35	22	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	49
assemblage-486-416	0	0	8	0	0	81	0	13	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	12	0	0	52	0	0	0	135	0	0	0	10	25	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	14	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58
assemblage-392-579	0	0	4	0	0	85	0	6	0	10	0	0	0	0	0	0	0	0	1	14	0	0	0	22	0	0	46	0	0	0	129	0	0	0	17	18	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	16	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45
assemblage-573-436	0	0	0	0	0	65	0	11	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	21	0	0	62	0	0	0	149	0	0	0	26	16	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	10	0	0	0	18	0	0	0	34	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51
assemblage-556-407	0	0	0	0	0	31	0	27	0	0	0	0	0	12	0	6	0	0	0	18	0	0	0	18	0	11	41	0	0	0	146	0	0	0	32	51	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	15	0	0	0	7	0	0	0	14	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
assemblage-684-458	0	8	0	0	0	43	0	26	0	0	0	0	0	13	0	4	0	0	0	17	0	0	0	32	0	10	30	0	0	0	142	0	0	0	45	24	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	22	0	0	0	10	0	0	0	12	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
assemblage-521-552	0	0	0	0	0	38	0	32	0	0	0	0	0	7	0	7	0	0	0	24	0	0	0	27	0	7	32	0	0	0	166	0	0	0	48	21	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	5	7	0	0	0	12	0	0	0	8	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
assemblage-532-375	0	14	0	0	0	7	0	38	0	0	0	0	0	12	0	8	0	0	0	50	0	0	0	16	0	0	23	5	0	0	130	0	0	0	62	16	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	15	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	46
assemblage-562-542	0	7	0	0	0	10	0	65	0	0	0	0	8	14	0	8	0	0	0	45	0	0	0	12	0	0	19	12	0	0	108	0	0	0	74	16	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	10	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	34
assemblage-382-587	0	11	0	0	0	3	0	52	0	0	0	0	0	6	0	10	0	0	0	48	0	0	0	19	0	10	10	17	0	0	138	0	0	0	58	11	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	11	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	43
