Assemblage_Name	2-2-2339578	2680599-9224535-4	5751641-3474753-0	7377441-876991-8115155	7377441-2-3541119	2-4-9745043	4-4-7742467	2-3802962-2	2-749421-300236	2-8784596-2	2-2025318-2339578	5643631-3798369-4	2-4-9866512	7377441-2-2	4383392-2-7987644	6454859-4-4	1-4-7594692	7377441-2-8129483	2-2-3261148	1183282-2-0	2-8261423-4	3-3-4	3372665-4-9783571	7377441-2-348121	9255270-2-8137741	1-5140048-4	4853735-1753474-0	5368296-4-4	8218091-2-6829144	4667595-7366617-4	100408-5071159-0	2-9579775-2	4-5163137-7742467	7377441-876991-6415318	100408-2-1180741	5255370-2-3054432	978140-2-8137741	43105-2-8137741	3030472-4-9783571	9201684-3798369-4	4-9931946-9950249	6315688-4-6536543	1-4-352663	1-7890912-4	1622121-4-6536543	7377441-2-6829144	9398781-2-8398774	7377441-8553107-6829144	2-1214309-4119311	2-2-8093144	3021901-4-4	1-1404158-4	594812-2-8137741	7841180-2-2	2680599-5895176-4	818129-2-1180741	9255270-2-2	1-8975449-4	2-2-2	2680599-4-4	7377441-2-7459198	7377441-2134763-6632784	9938018-2-0	6237680-2134763-6829144	2-1144022-4	7377441-2134763-6829144	3-3-8906225	5368296-4-1642857	7301137-2-6829144	100408-1170551-0	4619320-4-9783571	9201684-3798369-6606320	2-9341275-2339578	7377441-2134763-566703	100408-691131-0	7980315-4-4	4667595-1404158-4	3-4-9783571	5255370-2-3541119	1-1223505-4	100408-2-0	4-4-9988596	7377441-42571-6829144	4-8950572-7742467	1958813-2-0	9201684-4-4	1699786-2-6934159	4-3083782-9950249	100408-8635429-0	1-4-4	6454859-4-1942552	2-4-2714565	2-4-8458306	7377441-876991-7459198	4-4-9950249	2071026-2-8137741	2-2-8128516	4-4-5018499	3-6013071-9783571	4488977-4-4	8625923-8261423-4	7377441-2351789-6829144	1907460-2-8137741	2-2-6934159	2-1214309-4	7377441-2-6608773	2167577-2-2	7770864-4-7742467	2-4-4	9398781-2-2	4-4-6536543	3-0-3	8873807-4-7742467	4-4-5472307	100408-2-3489626	7377441-2134763-6358326	4-4-8467493	4383392-2-2	7377441-3450899-7459198	7634463-4-7742467	7377441-8471345-6829144	5751641-3474753-9033924
assemblage-331-488	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	36	0	0	9	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	8	26	0	0	28	0	0	17	0	0	0	0	6	0	0	0	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	35	0	0	91	0	0	0	6	8	0	0	0	33	0	4	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	42	0	17	0	0	0	17	0	0	0	0	0	0	52
assemblage-504-681	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	26	0	0	12	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	19	0	0	16	0	0	26	0	0	0	0	7	0	0	0	6	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	3	44	0	0	110	0	1	0	0	18	0	9	0	33	0	7	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	42	0	13	0	0	0	8	0	0	0	0	0	0	46
assemblage-334-574	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	34	0	0	7	0	11	0	0	0	0	0	0	0	19	0	0	0	0	0	9	5	37	0	0	9	0	0	0	0	0	0	0	32	0	0	7	0	0	5	0	0	29	0	0	0	0	0	0	0	0	0	0	0	17	0	0	54	0	0	0	0	8	0	0	0	13	0	0	0	32	0	0	0	0	0	0	30	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	79
assemblage-381-447	0	0	0	0	20	0	0	0	0	0	0	0	10	0	0	0	33	0	0	0	0	0	0	0	27	0	0	11	0	8	0	0	0	0	0	0	0	14	0	0	0	0	0	0	4	41	0	0	16	0	0	0	0	0	0	0	17	0	0	17	0	0	5	0	0	24	0	0	0	0	0	0	0	0	0	0	0	22	8	0	52	0	0	0	8	4	0	0	0	14	0	0	0	17	0	0	0	0	0	0	39	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	72
assemblage-424-529	0	0	0	0	17	0	0	0	0	0	0	0	7	0	0	0	26	0	0	0	0	0	0	0	21	0	0	7	0	4	0	0	0	0	0	0	0	14	0	0	0	3	0	8	12	30	0	0	19	0	0	8	0	0	0	0	26	0	0	10	0	0	8	0	0	14	0	0	0	5	0	0	0	0	0	0	0	22	3	0	81	0	10	0	5	6	0	0	0	17	0	0	0	23	0	3	0	4	0	0	29	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	42
assemblage-415-593	0	0	11	0	21	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	15	0	4	0	0	0	0	0	0	0	19	0	0	0	0	0	7	0	77	0	0	9	0	0	0	0	0	0	0	0	0	0	26	0	0	6	0	0	23	0	0	0	0	0	7	0	0	0	0	0	0	0	0	98	0	9	0	0	0	0	0	0	6	0	0	0	33	0	2	0	10	0	0	7	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	72
assemblage-410-494	0	4	16	0	11	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	12	0	14	0	0	0	0	0	0	0	16	0	13	0	0	0	13	0	76	0	4	7	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	18	0	0	0	0	0	5	0	0	0	0	0	0	0	0	76	0	8	0	0	0	0	0	0	0	0	0	0	48	0	10	0	9	0	0	13	0	7	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	70
assemblage-612-665	0	0	20	0	16	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	5	0	0	17	0	14	0	0	0	0	0	0	5	17	0	6	0	0	0	12	0	85	0	0	6	0	0	0	0	0	0	0	0	0	0	13	0	0	6	0	0	22	0	0	0	0	0	7	0	0	0	0	0	0	0	0	91	0	7	0	0	0	0	0	0	4	0	0	0	34	0	9	0	4	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56
assemblage-433-587	0	0	19	15	9	0	0	0	0	0	0	0	0	0	0	0	35	5	0	0	0	0	0	0	0	0	0	21	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	79	0	0	10	0	0	0	18	0	11	0	0	0	0	23	0	21	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	35	0	18	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	55
assemblage-529-629	0	0	24	16	10	0	0	0	0	0	0	6	0	0	0	0	32	4	0	0	0	0	0	0	0	0	0	15	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	89	0	0	0	0	0	0	9	0	11	0	0	0	0	20	0	23	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	44	0	18	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	61
assemblage-326-635	0	0	15	22	9	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	15	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	95	0	0	0	0	0	0	4	0	6	0	0	0	0	24	0	15	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	40	0	19	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	67
