Assemblage_Name	4-9341609-1603506	4-4-5098066	744980-1-4404794	9123698-3217927-3401419	4-1433075-4	5110216-1-8203755	3-1-2	3-1-1581086	5519439-0-3200726	8261016-1-8203755	744980-1-6748898	5519439-0-1	4-7855541-1193784	5461596-1-4	744980-1-1	7569541-3-0	4-3-0	4-8626638-0	2210370-3-3401419	4-3217927-3401419	5110216-1-2	3-0-5085226	6844233-2174153-4	5110216-1-2344719	3-1-3334216	3-1-8468412	744980-5105010-1	310269-4-4	679934-0-1	4-8253305-4	4-4-9920425	7017058-1-2	0-1-1	4-9225309-4707903	4-7609809-0	4-2264083-4	7017058-1-193398	4-6338347-0	4-8626638-2731849	6816379-1-1290604	5519439-4584530-1	5519439-9444447-6232222	0-0-1	1-2-7190323	4-3-234590	1815099-6593214-8690317	5519439-0-4286832	8633420-1-1	3-0-4805973	4-469361-0	3-0-5994893	1815099-94714-8690317	1-2-2	4-8616408-0	4-3330236-0	1-206093-2	7335779-0-3200726	3-1-4183610	4-9385915-0	3120157-1-4	4-3-1483752	6526674-1-4	4-2174153-4	3625092-1-8203755	2864756-1-2	0-1-1705097	7051187-3-3401419	0-680779-5492773	7544156-1-1	2571331-1-2	8849947-0-4805973	5519439-0-64052	8965373-9167021-4	4-9225309-8690317	7727282-1-193398	4830524-1-2	3199656-9225309-8690317	7727282-9351737-193398	0-3304823-877520	4-3-3401419	1-614485-2	4-9189257-1193784	8479372-0-3200726	7409253-1-1	4768411-4-4	3-4782524-4805973	7017058-1-7170717	5519439-0-6232222	4-3-5347251	3-8397547-2	5251911-1-1	4-1-4	744980-910668-1	5110216-1016606-2	666985-1-2	1428228-0-3234271	5519439-0-6406378	5519439-0-6931050	1815099-9225309-8690317	764347-3-3401419	4-9167021-1193784	5110216-1016606-6502725	2342318-1-1	5519439-0-5439998	4-3-9160963	4-9225309-4	4-210461-4	3-1-1613950	0-7602622-1	4-8616408-1007091	0-2390572-1	4-4-4	4-9167021-4	4129616-0-3200726	7017058-6946270-193398	744980-114172-1	0-1-1290604	5519439-0-8026760	8565870-1-1
assemblage-581-474	0	0	0	0	0	28	0	0	0	0	0	0	0	0	39	0	12	0	0	0	0	0	14	0	0	0	15	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	15	0	0	0	22	41	0	0	0	0	0	0	17	0	46	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	36	0	0	18	0	0	0	0	0	0	0	0	57	0	0	0	7	0	0	39
assemblage-227-549	0	0	0	0	0	20	36	0	29	0	0	0	0	0	49	0	59	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	53	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	62	0	0	0	0	0	12	0	0	0	0	15	0	0	0	0	0	5	0	0	0	0	0	0	14	0	0	0	0	0	0	58
assemblage-606-491	0	0	0	0	0	45	16	0	40	0	0	0	0	0	48	0	53	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	14	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	55	0	0	0	0	0	14	0	0	0	0	12	0	0	0	0	0	6	0	0	0	0	0	0	14	0	0	0	0	0	0	62
assemblage-673-568	0	0	0	0	0	0	78	0	0	0	0	0	0	5	42	0	15	0	0	0	0	0	0	0	0	0	0	0	39	0	0	7	32	17	10	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	19	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	11	0	0	7	0	0	0	28	0	0	0	9	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	51	26	0	0	0	0	0	50
assemblage-702-358	0	0	0	0	0	25	40	0	23	0	0	0	0	0	51	0	36	0	0	4	0	0	0	0	0	0	0	0	0	6	0	0	50	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	52	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	48	0	0	0	0	0	12	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	49
assemblage-494-372	0	0	0	0	0	31	14	0	37	0	0	0	0	0	65	0	43	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	61	0	0	0	12	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	47	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	46	0	0	0	0	0	4	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	61
assemblage-558-310	0	0	0	0	0	0	29	0	0	0	0	0	0	12	34	0	34	0	0	0	0	0	0	0	0	0	0	0	28	0	0	17	8	11	8	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	35	0	11	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	9	0	0	0	0	0	0	14	0	0	0	0	36	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	32	0	0	0	0	0	60
assemblage-497-574	0	0	0	0	0	0	59	0	31	0	0	0	0	0	28	0	15	0	0	0	32	0	0	0	0	0	0	0	0	0	0	10	41	17	0	0	7	0	0	0	0	3	0	31	0	0	0	0	7	6	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	17	0	0	0	26	0	0	0	5	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	15	0	0	0	0	0	50
assemblage-605-473	0	0	0	0	0	0	39	0	0	0	0	0	0	6	19	0	43	0	0	0	0	0	0	0	0	0	0	0	16	0	0	11	26	14	7	0	0	0	7	0	0	0	4	17	0	0	0	0	0	0	34	0	9	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	17	0	0	0	0	29	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	40	0	0	0	0	0	51
assemblage-348-355	0	0	0	0	0	0	50	0	0	0	6	0	0	0	50	0	12	0	0	0	0	0	0	0	0	0	0	0	24	22	0	0	34	20	9	0	8	0	0	0	0	0	0	27	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6	0	9	0	0	8	0	0	23	0	0	0	18	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	16	0	0	0	0	0	62
assemblage-616-507	0	0	0	0	0	0	33	0	0	0	0	0	0	14	20	0	51	0	0	0	0	0	0	0	0	0	0	0	17	0	0	21	24	25	7	0	0	0	1	0	0	0	0	13	0	0	0	0	0	0	35	0	9	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	8	0	0	0	0	0	0	5	0	0	0	0	37	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	38	0	0	0	0	0	45
assemblage-532-354	0	0	0	0	0	0	52	0	22	0	0	0	0	0	41	0	15	0	0	0	15	0	0	0	0	0	0	0	0	0	0	10	38	16	0	0	8	0	0	0	0	0	0	22	0	0	0	0	14	6	13	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	10	0	0	0	38	0	0	0	12	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	11	0	0	0	0	0	62
assemblage-363-547	0	0	0	0	0	0	52	0	0	0	0	0	0	9	53	0	27	0	0	0	0	0	0	0	0	0	0	0	21	0	0	12	38	17	11	0	0	0	0	0	6	0	0	23	0	0	0	0	0	0	38	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	4	0	0	3	0	0	0	17	0	0	0	16	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	39	31	0	0	0	0	0	51
assemblage-529-629	0	0	0	0	0	19	0	0	0	0	0	0	0	0	41	0	14	0	0	0	0	0	13	0	0	0	12	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	5	0	0	0	35	38	0	0	0	0	0	0	26	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	49	0	0	22	0	0	0	0	0	0	0	0	65	0	0	0	9	0	0	30
assemblage-707-574	0	0	0	0	0	32	0	0	0	0	0	0	0	0	81	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	15	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	46	0	0	0	0	0	0	15	0	11	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	18	0	0	18	0	0	0	0	0	0	4	0	50	0	0	0	0	0	0	54
assemblage-363-465	0	0	0	0	0	0	43	0	0	0	0	0	3	10	42	0	13	0	0	0	0	0	0	0	0	0	0	0	43	7	0	16	40	35	8	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	37	0	3	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	6	0	0	0	0	0	0	27	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	43	27	0	0	0	0	0	51
assemblage-368-631	0	0	0	0	0	31	41	0	19	0	0	0	0	0	61	10	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	6	0	0	10	0	0	0	0	0	9	0	38	0	0	0	0	0	14	0	0	0	0	0	0	37	0	0	0	0	10	0	35
assemblage-411-672	0	0	0	0	0	0	66	0	0	0	8	0	0	0	39	0	10	0	0	0	0	0	0	0	0	0	0	0	15	6	0	0	21	16	10	0	9	0	0	0	0	0	0	25	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	9	0	9	0	0	0	0	0	36	0	0	0	30	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	18	0	0	0	0	0	64
assemblage-348-464	0	0	0	0	0	0	83	0	0	0	4	0	0	0	32	0	16	0	0	0	0	0	0	0	0	0	0	0	20	20	0	0	29	22	13	0	14	0	0	0	0	0	0	6	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	20	0	0	0	26	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	41	19	0	0	0	0	0	61
