Assemblage_Name	8020814-8964765-2	1571602-6356874-2367646	667829-3094242-6716230	4-1516772-2367646	4-3030332-8629561	9109269-0-4297115	251060-5676019-2367646	4-7433406-2	9109269-0-9815832	9109269-7620275-0	7377128-3094242-0	4-3030332-1139066	9109269-5549616-0	9109269-6108410-1384332	4-4-1841504	4896932-3094242-0	4712802-4-2886910	4798436-5549616-1384332	4-4-737348	9109269-2729442-0	0-1-4	6485327-3-4470143	2210303-3094242-1973693	667829-9362222-3371690	667829-4-6300612	667829-5714708-6716230	667829-5408549-6716230	9109269-4445393-0	2-0-1	3-5138071-2886910	9109269-4445393-8796775	4-3-1	4-1-1615880	4-4279114-5883522	6954031-4-2	4-4-6291397	9109269-5549616-884757	9109269-7633401-0	4-4-2283843	4-4-5967377	5620971-4-2886910	5663179-3094242-6716230	521935-4-2	4-3-3844105	69091-5549616-0	3-6693351-4	1528813-6693351-4	4-55980-1139066	2925315-5676019-2367646	4-3068439-5883522	8570428-5549616-0	4-2-3	4-4-1468970	1656625-3094242-0	4-2783577-1139066	3-4-4	4-4-5883522	3-5138071-6003297	4-6766358-1249420	2555832-4-2886910	4-4-3691054	1-0-0	4-4-5105334	667829-3094242-7888251	4-4-5595280	4-3-2416534	1-9848628-0	4-1-3	4-4-1139066	4-5676019-2367646	4276794-3094242-0	667829-3094242-0	7936591-3094242-0	9109269-5549616-1565040	4-4-8504583	4-8964765-2	4-4-4608632	9109269-0-7686384	4-6346433-2367646	5620971-4-1967425	1571602-5676019-2367646	3-4-2886910	4-4-0	4-4-2	9109269-5549616-1384332	9109269-0-0	6582915-4-737348	4-4-1249420	667829-3094242-3371690	4-4-8359385	3-7317786-2886910	4-4-4651034
assemblage-616-507	0	0	0	0	0	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	53	0	0	18	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	9	0	0	48	2	0	0	0	0	66	0	0	0	0	0	15	0	10	0	46	0	0	0	0	0	0	0	0	0	0	27	35	0	107	0	0	0	0	0	24
assemblage-532-354	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	9	0	0	0	0	14	0	0	0	0	0	0	0	0	16	0	0	0	37	7	0	0	0	0	32	22	0	0	0	0	0	0	13	0	60	0	0	0	0	0	0	0	0	0	10	0	107	0	56	0	0	0	0	0	46
assemblage-363-547	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	8	0	0	0	0	15	5	0	0	0	0	0	0	10	0	0	8	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	26	38	0	0	71	16	0	0	0	0	33	0	0	0	9	0	0	0	7	0	54	0	0	0	0	0	0	0	0	0	13	24	40	0	81	0	0	0	0	0	19
assemblage-529-629	12	16	51	0	0	0	0	0	0	9	13	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	94	9	0	14	0	10	10	0	0	0	0	0	0	17	0	24	27	0	0	15	0	36	0	50
assemblage-707-574	0	7	45	0	0	0	0	0	0	9	0	13	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	7	0	12	0	0	0	0	24	0	0	0	0	6	0	0	0	0	0	17	0	0	0	0	0	34	0	0	0	0	0	76	28	0	25	0	0	0	6	0	0	0	0	11	20	0	41	15	0	0	18	0	26	0	39
assemblage-363-465	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	9	0	0	0	0	7	5	0	0	0	0	0	0	6	0	0	10	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	20	6	0	0	62	34	0	0	0	0	23	0	0	0	9	0	0	0	5	0	68	0	0	0	0	0	0	0	0	0	20	37	48	0	84	0	0	0	0	0	30
assemblage-368-631	0	0	13	0	0	0	0	0	0	10	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	7	0	9	0	0	0	0	0	14	0	0	18	0	0	9	0	0	0	29	11	0	0	0	0	0	39	0	0	0	4	0	15	0	0	39	0	0	0	0	0	0	8	0	15	65	0	52	25	0	0	0	0	0	0	53
assemblage-411-672	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	76	22	0	0	0	0	20	6	0	0	12	0	0	0	18	0	87	0	0	0	0	0	0	0	0	0	17	27	39	0	39	0	0	11	0	0	61
assemblage-348-464	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	6	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	0	72	20	0	0	0	0	38	10	0	0	14	0	0	0	10	0	80	0	0	0	0	0	0	0	0	0	11	18	42	0	53	0	0	10	0	0	47
assemblage-698-498	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	18	0	0	0	0	18	0	6	0	0	0	0	0	0	10	0	0	0	41	15	0	0	0	0	32	11	0	0	0	0	0	0	24	0	72	0	0	0	0	0	0	0	0	0	5	0	73	0	46	0	0	0	0	0	57
assemblage-497-493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	19	5	0	0	0	0	0	0	16	0	0	6	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	21	9	0	0	57	17	0	0	0	0	33	0	0	0	9	0	0	0	7	0	53	0	0	0	0	0	0	0	0	0	19	36	41	0	99	0	0	0	0	0	26
assemblage-409-524	0	0	10	0	0	0	0	0	0	27	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	7	0	5	0	0	0	0	0	5	0	0	9	0	0	7	0	0	0	46	12	0	0	0	0	0	45	0	0	0	0	0	27	10	0	36	0	0	0	0	0	0	0	0	15	53	0	33	23	0	10	0	0	0	0	58
assemblage-696-326	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	15	0	0	43	6	0	0	0	0	71	0	0	0	0	0	13	0	0	0	64	0	0	0	0	0	0	0	0	0	0	34	29	0	96	0	0	0	0	0	53
assemblage-404-579	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	16	0	0	0	0	11	0	0	0	0	0	0	0	0	10	0	0	0	45	12	6	0	0	0	40	15	0	0	0	0	0	0	23	0	54	0	0	0	0	0	0	0	0	0	7	0	98	0	58	0	0	0	0	0	38
assemblage-596-514	0	0	14	0	0	0	0	0	0	18	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	8	0	8	0	0	0	0	0	15	0	0	13	0	0	8	0	0	0	35	13	0	0	0	0	0	38	0	0	0	4	0	18	6	0	30	0	0	0	0	0	0	9	0	30	47	0	48	12	0	12	0	0	0	0	45
assemblage-387-549	0	0	28	0	0	0	0	0	0	9	0	0	15	0	0	0	0	7	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	12	0	0	20	0	0	0	0	35	0	0	3	0	10	0	0	0	0	0	16	0	0	0	0	0	39	0	0	0	0	0	40	5	0	53	0	0	0	0	0	0	0	0	21	56	0	32	18	0	0	0	0	8	0	45
assemblage-612-665	0	6	55	0	0	0	0	0	0	12	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	6	0	11	0	0	0	0	33	0	0	0	0	12	0	0	0	0	0	26	0	0	0	0	0	28	0	0	0	0	0	69	20	5	21	0	0	0	3	0	0	0	0	10	29	0	48	13	0	0	21	0	19	0	39
assemblage-432-615	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	9	0	0	0	0	0	0	0	11	0	0	0	0	7	0	0	0	0	0	0	0	0	11	0	0	0	30	21	0	0	0	0	33	16	0	0	0	0	0	0	25	0	71	0	0	0	0	0	0	0	0	0	9	0	106	0	39	0	0	0	0	0	45
assemblage-767-668	0	0	28	0	0	0	0	0	7	15	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	14	0	14	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	32	21	0	0	0	0	5	22	0	0	0	0	0	6	11	0	35	0	0	0	0	0	0	12	0	4	14	0	75	11	13	0	0	0	0	0	46
assemblage-525-510	0	0	26	0	0	0	0	0	0	16	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	21	0	9	0	0	0	0	0	7	0	0	10	0	0	0	0	0	0	46	13	0	0	0	0	7	12	0	0	0	0	0	7	13	0	29	0	0	0	0	0	0	9	0	0	25	0	72	9	24	0	0	0	0	0	58
assemblage-543-479	0	0	13	0	0	0	0	0	0	19	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	8	0	4	0	0	0	0	0	15	0	0	16	0	0	8	0	0	0	45	7	0	0	0	0	0	33	0	0	0	0	0	28	7	0	33	0	0	0	0	0	0	7	0	17	57	0	49	19	0	5	0	0	0	0	47
assemblage-275-306	0	0	12	0	0	0	0	0	0	18	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	18	0	0	17	0	0	10	0	0	0	46	12	0	0	0	0	0	39	0	0	0	0	0	24	0	0	32	0	0	0	0	0	0	0	0	11	63	0	38	23	0	8	0	0	4	0	58
assemblage-436-616	15	20	40	8	0	0	0	0	0	5	17	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	75	6	0	5	0	5	9	5	0	0	0	0	0	15	0	41	29	0	0	22	0	35	0	43
assemblage-535-590	0	0	31	0	0	0	0	0	0	22	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	18	0	8	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	45	22	0	0	0	0	9	8	0	0	0	0	0	12	8	0	33	0	0	0	0	0	0	7	0	5	14	0	75	15	28	0	0	0	0	0	57
assemblage-496-517	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	63	47	0	0	0	0	29	11	0	0	18	0	0	0	16	0	82	0	0	0	0	0	0	0	0	0	8	27	51	0	50	0	0	8	0	0	38
assemblage-511-550	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	79	22	0	0	0	0	34	16	0	0	19	0	0	0	14	0	91	0	0	0	0	0	0	0	0	0	13	14	42	0	47	0	0	7	0	0	48
assemblage-565-445	0	0	9	0	0	0	0	0	0	15	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	17	0	0	18	0	0	11	0	0	0	34	16	0	0	0	8	0	30	0	0	0	0	0	17	8	0	41	0	0	0	0	0	0	4	0	20	49	0	43	24	12	8	0	0	0	0	43
assemblage-392-520	4	10	47	7	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	8	0	0	0	0	0	4	0	0	0	0	0	46	0	0	0	0	0	79	7	0	7	0	7	9	7	0	0	0	0	0	17	0	50	41	0	0	14	0	38	0	41
assemblage-529-483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	36	0	0	22	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	11	0	0	39	9	0	0	0	0	65	0	0	0	0	0	9	0	0	0	49	0	0	0	0	0	0	0	0	0	0	33	48	0	95	0	0	0	0	0	51
assemblage-530-503	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	43	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	14	0	0	28	0	0	0	0	0	64	0	0	0	0	0	9	0	5	0	59	0	0	0	0	0	0	0	0	0	0	36	41	0	120	0	0	0	0	0	47
assemblage-663-385	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	7	0	0	0	40	0	0	25	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	10	0	0	40	4	0	0	0	0	56	0	0	0	0	0	16	0	6	0	54	0	0	0	0	0	0	0	0	0	5	28	32	0	104	0	0	0	0	0	32
assemblage-548-384	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	4	0	0	0	0	5	17	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	15	9	0	0	54	22	0	0	0	0	35	0	0	0	17	0	0	0	6	0	60	0	0	0	0	0	0	0	0	0	15	30	53	0	91	0	0	0	0	0	35
assemblage-499-650	0	0	6	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	5	0	0	0	0	0	0	0	17	0	5	0	0	11	0	0	0	0	0	0	0	0	10	0	4	0	20	0	0	0	0	0	26	11	0	0	0	0	0	0	19	0	73	0	0	0	0	0	0	0	0	0	31	0	88	7	62	0	0	0	0	0	27
assemblage-291-504	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	32	0	0	17	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	16	0	0	39	9	0	0	0	0	52	0	0	0	0	0	26	0	0	0	42	0	0	0	0	0	0	0	0	0	9	47	34	0	101	0	0	0	0	0	31
assemblage-436-466	0	0	22	0	0	0	0	0	0	13	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	13	0	0	19	0	0	0	0	30	0	0	4	0	16	0	0	0	0	0	16	0	0	0	0	0	37	0	0	0	0	0	29	1	0	58	0	0	0	0	0	0	0	6	16	55	0	47	18	0	0	0	0	4	0	38
assemblage-502-519	10	12	48	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	13	0	0	0	0	0	3	0	0	0	0	0	40	0	0	0	0	0	79	8	0	7	0	10	6	0	0	0	0	0	0	7	0	39	31	0	0	31	0	55	0	45
assemblage-529-551	7	12	48	0	0	0	0	0	0	9	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	7	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	65	6	0	14	0	8	3	0	0	0	0	0	0	10	0	56	24	0	0	14	0	52	0	55
assemblage-472-658	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	11	7	0	0	0	0	0	0	5	0	0	12	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	21	11	0	0	53	17	0	0	0	0	29	0	0	0	8	0	0	0	12	0	61	0	0	0	0	0	0	0	0	0	18	29	58	0	95	0	0	0	0	0	36
assemblage-521-552	0	10	44	0	0	0	0	0	0	3	0	4	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	28	0	0	0	0	11	0	0	0	0	0	25	0	0	0	0	0	42	0	0	0	0	0	82	11	0	24	0	0	0	0	0	0	0	0	14	27	0	53	10	0	0	22	0	19	0	42
assemblage-507-435	0	8	34	0	0	0	0	0	0	6	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	25	0	0	0	0	15	0	0	0	0	0	29	0	0	0	0	0	32	0	0	0	0	0	78	16	0	33	0	0	0	11	0	0	0	0	6	33	0	29	15	0	0	28	0	12	0	55
assemblage-521-555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	12	6	0	0	0	0	0	0	3	0	0	17	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	17	11	0	0	58	19	0	0	0	0	36	0	0	0	15	0	0	0	11	0	51	0	0	0	0	0	0	0	0	0	15	34	44	0	92	0	0	0	0	0	35
assemblage-444-561	0	0	0	0	0	0	9	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	4	0	0	0	0	0	0	0	19	0	0	0	0	8	0	0	0	0	0	0	7	0	9	0	0	0	25	0	5	0	0	0	38	17	0	0	0	0	0	0	15	0	64	0	0	0	0	0	0	0	0	0	36	0	82	2	43	0	0	0	0	0	43
assemblage-463-336	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	8	0	0	0	0	10	7	0	0	0	0	0	0	7	0	0	12	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	19	15	0	0	63	29	0	0	0	0	35	0	0	0	10	0	0	0	8	0	55	0	0	0	0	0	0	0	0	0	9	35	51	0	90	0	0	0	0	0	18
assemblage-384-352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	11	4	0	0	0	0	0	0	9	0	0	8	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	27	7	0	0	64	26	0	0	0	0	36	0	0	0	9	0	0	0	6	0	62	0	0	0	0	0	0	0	0	0	19	28	38	0	103	0	0	0	0	0	22
assemblage-527-523	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	24	0	5	0	0	8	0	0	0	0	0	0	0	0	13	0	6	0	25	0	0	0	0	0	28	10	0	0	0	0	0	0	18	0	81	0	0	0	0	0	0	0	0	0	48	0	52	5	54	0	0	0	0	0	42
assemblage-432-479	0	0	18	0	0	0	0	0	0	10	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	31	0	17	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	27	16	0	0	0	0	10	14	0	0	0	12	0	21	8	0	34	0	0	0	0	0	0	21	0	6	23	0	58	2	23	0	0	0	0	0	52
assemblage-544-611	11	30	41	0	0	0	0	0	0	12	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	97	12	0	11	0	4	9	0	0	0	0	0	0	8	0	32	32	0	0	17	0	51	0	41
assemblage-550-465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	21	7	0	0	0	0	0	0	6	0	0	10	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	17	13	0	0	49	16	0	0	0	0	36	0	0	0	14	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	18	31	39	0	97	0	0	0	0	0	34
assemblage-478-546	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	16	0	0	0	0	18	0	6	0	0	0	0	0	0	11	0	0	0	38	17	4	0	0	0	24	11	0	0	0	0	0	0	30	0	70	0	0	0	0	0	0	0	0	0	13	0	88	0	54	0	0	0	0	0	39
assemblage-557-394	0	0	18	0	0	0	0	0	0	12	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	12	0	4	0	0	0	0	0	21	0	0	20	0	0	11	0	0	0	38	12	0	0	0	0	0	23	0	0	0	3	0	21	0	0	30	0	0	0	0	0	0	0	0	22	62	0	51	21	0	7	0	0	7	0	42
assemblage-371-326	0	0	13	0	0	0	0	0	0	19	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	14	0	0	19	0	0	11	0	0	0	54	10	0	0	0	0	0	27	0	0	0	7	0	15	4	0	51	0	0	0	0	0	0	0	0	15	56	0	43	20	0	6	0	0	0	0	50
assemblage-377-570	0	0	8	0	0	0	6	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	8	0	0	0	0	7	0	0	0	0	0	0	0	0	16	0	2	0	17	5	0	0	0	0	32	10	0	0	0	0	0	0	17	0	76	0	0	0	0	0	0	0	0	0	26	0	80	9	50	0	0	0	0	0	54
assemblage-390-415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	16	0	0	0	0	0	0	0	16	0	0	19	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	23	11	0	0	50	11	0	0	0	0	28	0	0	0	16	0	0	0	16	0	58	0	0	0	0	0	0	0	0	0	16	28	41	0	100	0	0	0	0	0	28
