Assemblage_Name	0-4-3972186	1-1-0	4-1-1486100	2-2-6552320	1-0-0	0-810408-1	1-1342725-0	2-2-3499443	0-4079489-3972186	4-1-0	0-1803087-1	2-8147110-3	0-4-2	2-3138974-3	2-4951358-3	1-1-1885430	4415569-0-0	2-2-0	2-2-3	1-6756491-0	0-0-6636927	2-2-7137478	0-0-1	1-3843899-0	1-3-4	4-1-1939212	1-4034-0	1-3-4864240	0-3385283-1	2-6584450-3	2-4619487-3	5274398-2-0	237003-0-1	2-2-7977755
assemblage-581-474	0	0	20	11	131	0	0	0	0	19	0	0	0	0	0	0	0	58	68	0	0	0	57	0	110	0	0	6	0	0	6	0	0	14
assemblage-227-549	19	26	0	0	47	0	0	0	0	28	0	0	28	0	0	0	0	33	129	0	0	0	94	0	87	0	0	0	0	0	0	0	0	9
assemblage-606-491	20	14	0	0	50	0	0	0	0	21	0	0	24	0	0	0	0	59	135	0	0	0	74	0	97	0	0	0	0	0	0	0	0	6
assemblage-673-568	31	29	0	0	71	0	12	0	0	4	0	0	34	0	0	0	0	37	138	0	0	0	55	0	71	0	0	0	0	0	0	0	8	10
assemblage-702-358	26	11	0	0	27	0	0	0	0	34	0	0	27	0	0	0	0	50	136	0	0	0	91	0	83	0	0	0	0	0	0	0	0	15
assemblage-494-372	21	17	0	0	25	0	0	0	0	38	0	0	28	0	0	0	0	49	147	0	0	0	74	0	89	0	0	0	0	0	0	0	0	12
assemblage-558-310	27	29	0	0	59	0	0	0	0	40	0	0	29	0	0	0	0	70	144	0	0	0	35	0	39	0	0	0	0	0	0	0	0	28
assemblage-497-574	16	17	0	0	67	0	7	0	0	35	0	0	35	0	0	9	0	39	145	0	0	0	47	0	58	6	0	0	0	0	0	0	0	19
assemblage-605-473	23	40	0	0	58	0	0	0	0	23	0	0	44	0	0	0	0	73	133	0	0	0	38	0	47	0	0	0	0	0	0	0	0	21
assemblage-348-355	34	26	0	0	87	0	15	0	0	17	0	0	22	0	0	0	0	22	139	0	0	0	72	0	32	0	0	0	0	0	0	0	0	34
assemblage-616-507	29	27	0	0	52	0	0	0	0	23	0	0	30	0	0	0	0	73	153	0	0	0	29	0	54	0	0	0	0	0	0	0	0	30
assemblage-532-354	10	18	0	0	72	0	5	0	0	25	0	0	36	0	0	2	0	41	155	0	0	0	65	0	45	9	0	0	0	0	0	0	0	17
assemblage-363-547	35	39	0	0	70	0	9	0	0	13	0	0	26	0	0	0	0	28	130	0	0	0	67	0	71	3	0	0	0	0	0	0	0	9
assemblage-529-629	0	0	13	11	124	0	0	0	0	18	0	0	0	0	0	0	0	51	54	0	0	0	99	4	93	0	0	10	0	0	7	0	0	16
assemblage-707-574	0	0	0	8	104	0	0	0	0	38	0	0	0	0	0	0	0	59	122	0	0	0	49	0	84	0	0	6	0	0	14	0	0	16
assemblage-363-465	29	31	0	0	47	0	9	0	0	14	0	0	26	0	0	0	0	40	133	0	0	0	70	0	79	5	0	0	0	0	0	0	8	9
assemblage-368-631	0	9	0	11	58	0	0	0	0	25	0	0	0	0	0	0	0	76	133	0	0	0	73	0	89	0	0	0	0	0	0	0	0	26
assemblage-411-672	40	30	0	0	89	0	23	0	0	19	0	0	29	0	0	0	0	19	155	0	0	0	36	0	33	4	0	0	0	0	0	0	0	23
assemblage-348-464	45	22	0	0	64	0	17	0	0	24	0	0	19	0	0	0	0	24	149	6	0	0	58	0	50	12	0	0	0	0	0	0	0	10
assemblage-698-498	12	16	0	0	57	0	15	0	8	28	0	0	22	0	0	15	0	51	150	0	0	0	62	0	45	0	0	0	0	0	0	0	0	19
assemblage-497-493	34	36	0	0	64	0	15	0	0	18	0	0	21	0	0	0	0	31	129	0	0	0	53	0	73	10	0	0	0	0	0	0	7	9
assemblage-409-524	6	4	0	8	68	0	0	0	0	19	0	5	0	0	0	0	0	79	138	0	0	0	58	0	105	0	0	0	0	0	0	0	0	10
assemblage-696-326	29	19	0	0	55	0	0	0	0	28	0	0	24	0	0	0	0	71	161	0	0	0	39	0	51	2	0	0	0	0	0	3	0	18
assemblage-404-579	17	18	0	0	59	0	6	0	0	26	0	0	23	0	0	2	0	48	184	0	0	0	60	0	42	0	0	0	0	0	0	0	0	15
assemblage-596-514	0	11	0	9	46	0	0	0	0	24	0	5	6	0	0	0	0	82	150	0	0	0	68	0	95	0	0	0	0	0	0	0	0	4
