Assemblage_Name	3-2-5807499	3-3064259-3	7878337-0-0	8211736-7870072-4	9707162-8981255-3	1507139-2-1	3-0-727221	3-8981255-9859648	3-0-2989900	3-8981255-3	3-3-3100641	2-308863-4	4-1-4197110	5768019-3-0	3-4-1769875	3-2-1	3-2-4	2-7870072-7941624	5089585-1-3078518	4751709-489104-2	3-3-9108452	3-3-0	3344525-2-9793808	3-7303647-1	7318533-8981255-3	2596974-2-1	5089585-1-1	3-2-6033213	4833492-3-0	4751709-0-5598895	3014721-2-5807499	2-0-1	4751709-664296-2	1209330-8981255-3	3-3923698-7043162	3-7879053-1	3-3295454-0	9191560-3-1670904	4-4387687-1	3-8981255-8712337	3-2-6675216	9501272-2-9793808	4751709-0-2	2-8589660-4	3-9840885-1	3-8121999-0	3-8121820-1	1274904-0-0	4-6569687-1	4751709-0-3033840	3-4-3	3371800-8981255-3	4-2259497-1	4-1295860-1	1-0-0	3-3295454-7043162	4-1-1	2-7588976-7941624	2-7870072-4	2527189-0-2	4-0-3	3885284-1-1	3-0-2	3-0-0	6812501-2-1	2-0-4785001	4833492-7047038-0	4751709-6076253-2	4882500-7870072-4	4-1-9116763
assemblage-581-474	0	0	0	0	0	0	0	0	20	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	17	0	0	0	0	10	0	0	0	0	0	0	22	16	0	0	0	0	0	35	0	0	29	0	17	0	0	107	0	63	0	0	0	0	88	0	0	11	0	0	11
assemblage-227-549	1	0	9	0	0	0	0	0	0	54	0	0	0	0	0	56	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	127	19	31	0	0	0	0	72	0	0	0	0	0	22
assemblage-606-491	12	0	0	0	0	0	0	0	0	54	0	0	0	0	0	42	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	10	46	0	0	0	0	0	0	0	6	0	0	0	0	0	133	9	28	0	0	0	0	78	0	0	0	0	0	22
assemblage-673-568	15	4	0	0	0	0	0	0	0	0	0	23	0	0	0	53	0	29	0	0	0	37	0	0	0	0	0	0	0	0	0	26	0	0	0	15	0	0	0	0	0	34	42	0	5	7	0	0	0	0	44	0	0	0	0	0	54	12	28	0	11	0	6	18	0	0	0	0	0	37
assemblage-702-358	6	0	0	0	0	0	0	0	0	55	0	0	0	0	0	49	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	7	51	0	0	0	0	0	0	0	0	0	0	0	0	0	139	12	27	0	0	0	0	63	0	0	0	0	0	25
assemblage-494-372	11	0	0	0	0	0	0	0	0	59	0	0	0	0	0	61	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	4	56	0	0	0	0	0	0	0	0	0	0	0	0	0	119	16	28	0	0	0	0	65	0	0	0	0	0	25
assemblage-558-310	16	0	0	9	0	0	0	0	0	30	0	21	0	9	0	62	11	32	0	0	0	37	0	0	0	8	0	0	0	0	0	21	0	0	0	9	0	0	0	0	0	12	12	0	8	0	0	0	0	0	47	0	0	0	3	0	46	0	27	0	27	0	9	24	0	0	0	0	0	20
assemblage-497-574	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	25	0	0	0	41	0	0	0	0	10	0	0	0	5	10	6	0	0	0	0	0	0	0	0	21	58	0	18	0	0	0	0	0	25	0	0	0	0	0	78	34	28	0	0	0	0	42	0	0	0	5	0	26
assemblage-605-473	16	0	0	0	0	0	0	0	0	15	0	22	0	7	0	78	12	37	0	0	0	31	0	0	0	4	0	0	0	0	0	20	0	0	0	9	0	0	0	0	0	9	11	0	0	0	0	0	0	0	51	0	0	0	13	0	41	0	31	0	14	0	15	20	0	0	0	0	0	44
assemblage-348-355	17	6	0	0	0	0	0	5	0	7	0	0	0	0	0	34	0	25	0	0	0	25	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	21	0	3	40	56	0	14	0	0	0	0	0	38	0	0	0	0	0	75	11	44	0	0	0	0	32	0	0	0	0	0	33
