Assemblage_Name	4-4563535-1	2-2680466-0	3037240-9034083-1	4-1885747-1	2-0-3779902	3037240-5865135-1	4552378-5515373-1	2994375-5515373-1	6808320-5515373-1	7707212-6806106-6461617	4143210-5515373-6494348	3229175-2-1	1740420-0-1239109	2-8109923-1239109	6099412-2-1	1-4844369-2	3718014-7597781-0	499111-5515373-1	4-6806106-6677925	5010975-5515373-1	6099412-5515373-5875201	7881755-9311818-1	6099412-92576-1	2-0-8430225	4641881-6806106-1	7881755-6902352-3937569	6099412-2-5544878	6099412-7267028-1	2-3-8522456	6099412-5515373-8712572	7497767-5515373-6494348	288058-5357767-1	2-0-5134026	1-1-2	2-0-2876955	4-2-5104120	2-0-980056	1599949-7595352-3521603	1396354-0-3521603	2-7769458-1450577	1649207-392384-1	1-3234706-3563220	3718014-0-0	7881755-5515373-2467601	4963386-3076882-1	6099412-2-9839819	4-7336362-1	4-4812584-1	6099412-8642462-1	4-9103438-1	2-0-0	3359263-7597781-0	3037240-3976699-1	2-8502954-3521603	4-6806106-1	6099412-8660361-1	2195455-5515373-1	7881755-8187639-3937569	9260691-8814454-1	7881755-5515373-1	4-3-2	4-6806106-7145078	4-5494957-1	2-1968290-3521603	6099412-7928910-9677841	2-3-0	2-3-2	2-8112156-0	6099412-4572036-1	6099412-5515373-4916366	6099412-5515373-1	2-0-1239109	6042394-0-3521603	3359263-5669128-0	7881755-6902352-2347217	4-2166817-9639845	3037240-6806106-1	288058-4780678-1	1833805-6902352-3937569	2-0-3521603	2-0-5393290	9375066-2880506-1	4-6806106-307342	9375066-6806106-1	4-984596-1	2-0-6480645	4-2-1	2-4971647-0	6099412-5515373-4528733	7522381-3-2	9133104-5515373-1	1-3206775-3563220	5721792-5515373-1	4-3076882-1	7497767-5515373-1	2-6062031-2	4-1889127-3	6658491-0-3521603	4-3076882-9289057	7096949-8814454-1	6708100-3076882-1	1-0-0	223931-3076882-1	6099412-5515373-1140353	1-3-3563220	7096949-6806106-1	818700-0-3521603	2-0-3810459	5292897-2-1	2-0-8567060	7881755-4780678-1	4811131-0-0	7881755-4780678-3937569	1649207-5515373-504794	6099412-1466744-1	4-2166817-1	1649207-5515373-1919723	2-1557814-3521603	3037240-6806106-2469844	6099412-6953095-1	1649207-5515373-1	8089800-1968290-3521603	6245535-7303766-3521603	6414377-5515373-1	2-1350369-0	2-3-2534141	7096949-8814454-7239219	9375066-2479886-1	4805592-7595352-3521603	2-0-2794799	2132175-5515373-1	2-7595352-3521603	3832977-0-3521603	7497767-5515373-6834716	9089993-8814454-1	7096949-7227799-1	4-3076882-538509	6099412-8641326-5544878
assemblage-450-482	0	0	0	8	0	0	0	0	0	0	0	0	0	0	71	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	17	13	0	0	35	0	0	0	0	0	0	0	37	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	21	0	0	0	0	0	0	0	41	0	0	0	18	0	0	0	0	0	0	3	0	0	0	8	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	11	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	45
assemblage-519-486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	16	5	0	0	17	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	10	0	0	0	0	0	0	0	113	0	9	0	16	0	0	0	0	0	0	0	0	0	0	12	0	8	0	0	17	0	0	0	0	0	6	0	0	0	0	22	0	11	0	0	9	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	38
assemblage-330-439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	23	0	0	0	0	0	0	14	0	0	0	0	0	0	5	0	0	0	0	0	0	0	13	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	147	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	11	0	13	0	0	28	0	0	0	0	10	12	0	0	15	0	0	0	0	0	0	0	13	0	0	0	0	63
assemblage-687-461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	9	0	0	0	34	0	0	0	2	11	0	0	47	0	0	0	0	30	0	0	0	0	0	0	13	8	0	0	90	16	0	0	0	0	0	0	0	17	0	0	0	19	0	0	0	0	0	0	0	0	0	0	13	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	49
assemblage-478-510	0	0	0	0	14	0	0	0	0	0	0	0	0	0	12	0	4	0	0	0	0	0	0	16	0	16	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	58	34	0	0	16	0	5	0	0	8	0	0	0	34	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	53	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	4	0	6	0	0	0	0	14	0	27	0	0	0	0	0	84
assemblage-410-427	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	14	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	50	0	0	50	0	34	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	40	17	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	12	0	0	0	0	0	0	0	0	24	0	0	0	0	0	64
assemblage-372-614	5	0	0	0	21	0	0	0	0	0	0	0	0	0	10	0	12	0	0	0	0	0	0	24	0	18	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	39	22	0	0	17	0	10	0	0	4	0	0	0	34	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	67	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	8	0	14	0	0	0	0	17	0	20	0	0	0	0	0	54
assemblage-330-618	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	32	50	0	0	33	0	86	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	18	10	0	35	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	24	0	0	0	0	0	0	0	0	0	0	0	0	5	0	57
assemblage-611-453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	16	9	0	0	25	0	0	0	0	15	0	0	69	0	0	0	0	23	0	0	0	0	0	0	5	0	0	0	81	19	0	0	0	0	0	0	0	15	0	0	0	24	0	0	0	0	0	0	4	0	0	0	19	0	14	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	38
assemblage-455-462	0	0	0	0	11	0	0	0	0	0	0	0	0	0	15	0	24	0	0	0	0	0	0	28	8	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	9	0	0	0	0	0	0	0	78	0	0	0	11	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	80	5	0	0	0	0	0	6	0	0	0	0	0	11	0	5	17	0	0	0	0	9	0	0	0	28	0	0	0	0	0	0	6	14	0	0	0	5	58
assemblage-470-542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	10	0	0	0	3	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	108	11	0	0	0	0	0	0	0	116	0	0	0	6	0	0	0	0	0	0	0	0	0	0	7	0	5	0	0	7	0	0	0	0	0	0	0	0	0	0	23	0	8	0	0	22	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	51
assemblage-494-612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	18	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	133	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	24	0	12	0	0	28	0	0	0	0	8	11	0	0	16	0	0	0	0	0	0	0	9	0	0	0	0	77
assemblage-558-490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	17	0	0	0	0	0	0	14	0	0	0	0	0	0	7	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	170	0	0	0	10	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	13	0	14	0	0	38	0	0	0	0	13	0	0	0	6	0	0	0	0	0	0	0	10	0	0	0	0	77
assemblage-513-431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	34	0	6	0	0	0	0	0	0	0	0	0	0	16	0	0	0	41	0	0	0	53	0	0	0	0	0	14	0	0	0	0	22	34	18	0	0	65	0	0	0	0	0	0	0	0	10	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	31	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	71
assemblage-607-536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	30	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	42	0	0	0	0	0	27	0	0	0	0	19	32	10	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	28	0	0	9	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	70
assemblage-627-483	0	0	0	0	16	0	0	0	0	0	0	0	0	0	10	0	14	0	0	0	0	0	0	31	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	27	0	0	0	0	0	0	0	71	0	0	0	8	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	56	9	0	0	0	0	0	0	0	0	0	0	0	18	0	13	15	0	0	0	0	13	5	0	0	24	0	0	0	0	0	0	13	9	0	0	0	0	67
assemblage-339-595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	24	0	0	0	11	0	0	0	8	0	0	0	61	0	0	0	0	12	8	0	0	0	0	0	27	0	0	0	99	18	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	71
assemblage-326-635	0	0	0	0	21	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	33	76	0	0	23	0	69	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	14	20	0	27	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2	0	57
assemblage-417-583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	18	0	0	0	0	0	0	0	0	0	6	0	0	3	0	0	0	23	0	0	0	0	0	0	0	0	9	12	0	0	47	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	16	0	0	0	0	0	0	0	41	0	0	0	13	0	0	0	0	0	0	0	0	0	0	14	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	42
assemblage-581-624	0	0	0	0	0	0	0	0	7	0	0	0	0	0	43	0	26	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	14	0	0	0	25	0	0	0	0	17	0	0	47	0	0	0	0	33	0	0	0	0	0	0	9	0	0	0	99	21	0	0	0	0	0	0	0	29	0	0	0	17	0	0	0	0	0	0	0	0	0	0	15	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	41
assemblage-641-508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	18	0	0	0	8	0	0	0	17	0	0	0	48	0	0	0	0	21	8	0	0	0	0	9	16	0	0	0	78	15	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	67
assemblage-451-444	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	65	0	0	33	0	38	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	40	31	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	1	0	0	0	0	0	0	0	0	30	0	0	0	0	0	52
assemblage-598-648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	24	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	139	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	14	0	20	8	0	27	0	0	0	0	6	4	0	0	11	0	0	0	0	0	0	0	14	0	0	0	0	55
assemblage-433-652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	29	0	0	0	12	0	0	0	13	0	0	0	67	0	0	0	0	29	8	0	0	0	0	8	21	0	0	0	101	24	0	0	0	0	0	0	0	1	0	0	0	11	0	0	0	0	0	0	4	0	0	0	0	0	24	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	34
assemblage-635-480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	17	10	0	0	28	0	0	0	4	7	0	0	43	0	0	0	0	24	0	0	0	0	0	0	9	0	0	0	95	21	0	0	0	0	0	0	0	28	0	0	0	14	0	0	0	0	0	0	0	0	0	0	18	0	13	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	47
assemblage-534-385	0	0	0	0	24	0	0	0	0	0	0	0	0	0	14	0	24	0	0	0	0	0	0	37	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	6	0	0	0	0	5	0	0	80	0	0	0	11	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	56	11	0	0	0	0	0	0	0	0	0	0	0	7	0	10	11	0	0	0	0	11	0	0	0	33	0	0	0	0	0	0	15	11	0	0	0	0	58
assemblage-514-397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	18	0	0	0	8	0	0	0	21	0	0	0	60	0	0	0	0	24	7	0	0	0	0	12	29	0	0	0	104	13	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	60
assemblage-491-522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	14	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	10	0	0	0	12	0	0	0	78	0	0	0	17	0	0	0	0	0	0	0	0	0	0	12	0	13	0	0	16	0	0	0	0	0	7	0	0	0	0	20	0	11	0	0	22	0	0	0	0	0	0	0	0	20	0	0	0	0	0	4	0	0	0	0	0	0	58
assemblage-596-549	0	0	0	0	11	0	0	0	0	0	0	0	0	0	7	0	8	0	0	0	0	0	0	35	0	12	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	54	45	0	0	13	0	11	0	0	12	0	0	0	32	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	62	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	8	0	7	0	0	0	0	7	0	28	0	0	0	0	0	62
assemblage-477-268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	9	5	0	0	29	0	0	0	0	16	0	0	42	0	0	0	0	38	0	0	0	0	0	0	8	0	0	0	99	14	0	0	0	0	0	0	0	22	0	0	0	22	0	0	0	0	0	0	0	0	0	0	11	0	14	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	41
assemblage-294-555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	11	0	0	0	0	0	0	9	0	0	0	0	0	0	7	0	0	9	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	157	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	13	0	21	0	0	43	0	0	0	0	9	3	0	0	4	0	0	0	0	0	0	0	6	0	0	0	0	75
assemblage-422-456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	7	5	0	0	56	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	22	0	0	0	0	0	0	0	36	0	0	0	19	0	0	0	0	0	0	7	0	0	0	12	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	9	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	53
assemblage-545-414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	13	0	0	0	0	0	0	10	0	0	0	0	0	0	2	0	0	7	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	50	10	0	0	0	0	0	0	0	168	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	16	0	13	0	0	31	0	0	0	0	10	4	0	0	23	0	0	0	0	0	0	0	17	0	0	0	0	62
assemblage-541-414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	30	0	0	0	0	0	0	5	0	0	0	0	0	0	6	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	150	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	18	0	9	0	0	13	0	0	0	0	8	7	0	0	25	0	0	0	0	0	0	0	8	0	0	0	0	61
assemblage-488-656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	17	0	0	0	0	0	0	11	0	0	0	0	0	0	7	8	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	148	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	15	0	11	0	0	42	0	0	0	0	2	0	0	0	12	0	0	0	0	0	0	0	10	0	0	0	0	82
assemblage-389-410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	10	0	0	0	8	0	0	0	22	0	0	0	60	0	0	0	0	17	7	0	0	0	0	5	26	0	0	0	90	29	0	0	0	0	0	0	0	7	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	53
assemblage-345-403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	6	0	0	0	28	0	0	0	0	7	0	0	54	0	0	0	0	25	0	0	0	0	0	0	4	0	0	0	125	20	0	0	0	0	0	0	0	13	0	0	0	11	0	0	0	0	0	0	5	0	0	0	17	0	7	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	43
assemblage-483-276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	12	6	0	0	43	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	20	0	0	0	0	0	0	0	27	0	0	0	25	0	0	0	0	0	0	0	0	0	0	18	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	7	0	0	0	0	0	0	55
assemblage-598-540	0	0	0	0	20	0	0	0	0	0	0	0	0	0	9	0	22	0	0	0	0	0	0	22	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	18	0	0	0	0	4	0	0	106	0	0	0	8	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	61	7	0	0	0	0	0	0	0	0	0	0	0	15	0	0	17	0	0	0	0	8	6	0	0	31	0	0	0	0	0	0	12	11	0	0	0	0	56
assemblage-508-408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	18	5	0	0	14	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	108	14	0	0	0	0	0	0	0	92	0	0	0	12	0	0	0	0	0	0	0	0	0	0	15	0	6	0	0	27	0	0	0	0	0	0	0	0	0	0	26	0	13	0	0	10	0	0	0	0	0	0	0	0	10	0	0	0	0	0	6	0	0	0	0	0	0	47
assemblage-443-448	0	0	0	0	21	10	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	40	57	0	0	21	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	16	25	0	33	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	14	0	0	0	0	0	0	0	0	0	0	0	0	8	0	53
assemblage-441-558	0	0	0	0	28	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	29	64	0	0	23	0	62	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	11	13	0	37	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	21	0	0	0	0	0	0	0	0	0	0	0	0	8	0	58
assemblage-598-466	0	0	0	0	24	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	9	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6	8	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	27	51	0	0	35	0	35	0	0	5	0	0	0	21	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	39	20	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	8	0	0	0	0	0	0	0	0	38	0	0	0	0	0	52
assemblage-413-336	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	51	0	0	33	0	31	0	0	9	0	0	0	27	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	35	21	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	6	0	0	0	0	0	0	0	0	29	0	0	0	0	0	41
