Assemblage_Name	8879535-4911755-3923841	639407-1-3964699	6877844-1-3	0-2-713457	639407-9117553-4813269	0-4672728-2	0-8837637-751432	5328149-1-3	4967745-348979-0	1-9619738-1	639407-1-3	4117610-3473083-751432	1168004-6669505-6626610	731982-6669505-3314351	4-7605833-3	5112188-2-2	0-3631743-2	0-4114787-2	639407-9290925-4436760	0-4672728-2115	5860422-6623486-2	0-7138593-2	639407-1-4648154	4-8775368-4173414	2782044-1-3	8958926-4289430-2	7406986-1-3	9220994-1-3	0-4289430-2	0-1-3	4-4864526-4925860	3782439-1-3	0-2721796-2	8096795-1-3	7120868-2-2	5331091-1-3	1-7699758-1	7488465-6669505-1	0-8837637-4147935	0-4822548-2	8879535-6623486-2	4-1-6112768	0-4672728-7447153	4117610-8837637-751432	1168004-6669505-1	6914584-1-3	4191592-8837637-2	0-6590342-2	2799067-1-3	0-6623486-2	4-1-4925860	4-1670202-3	6676441-4672728-2	639407-9117553-4436760	3064773-6623486-2	2612970-6623486-2	0-3443119-2	6409487-2-2	0-2-1968540	0-8837637-5178882	0-6516839-2	4-8775368-3	4-5692710-3	0-2-2	8798213-2-2	4-1-6397865	4117610-7999867-751432	639407-9290925-9733024	639407-1-8336891	0-7654881-2	0-8837637-2	9151194-6623486-2	6035535-2-2	1168004-6669505-3314351	9578651-1-3	0-2-4404629	4-1-2969818	0-2-8953239	3468238-1-3	4-1-3	7125768-1-3	4-2894322-4925860	7468179-2-2	6595499-1-3	4444656-1-3	4069184-2-2	8879535-6623486-3923841	0-6623486-9935892	0-9919114-2	0-752782-2	1-7699758-2155404	4971282-2-2	0-496486-2	8812740-8837637-2	9906180-1-3	4971282-6660375-2	0-8787193-2	0-5430882-2	4067512-1-3	2437958-8837637-2	4-1-5957016
assemblage-207-392	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-729-265	0	0	0	0	11	0	0	0	0	0	108	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	35	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	27
assemblage-203-402	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	24	0	0	0	0	0	0	20	0	0	11	0	0	0	0	0	1
assemblage-993-720	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	20	0	0	0	0	126	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
assemblage-714-272	0	0	0	0	18	0	0	0	0	0	104	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	5	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	14
assemblage-400-899	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	22
assemblage-520-365	0	0	0	0	39	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	9	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-244-910	0	0	0	0	0	0	0	9	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	21	0	0	0	0	34	0	13	0	0	0	0	15	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	16
assemblage-433-120	0	0	0	0	0	0	0	0	0	0	155	0	0	0	11	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	98	0	0	0	4	0	0	42	0	0	0	0	0	0	0	9	42	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	60	0	0	0	0	14
assemblage-664-667	0	0	0	0	0	119	0	0	0	0	15	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	32	20	10	0	0	0	0	0	0	0	0	0	0	129	0	0	7	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-264-747	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	22
assemblage-797-749	0	0	0	0	0	132	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	6	0	0	0	0	0	81	68	0	0	0	0	20	0	0	0	0	0	0	0	15	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	87	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
