Assemblage_Name	3-0-8256312	3-5470763-1	3-1525810-0	2129051-0-0	0-2-8236153	0-4-7596209	3-3250524-1	0-8344312-1181333	7965409-8344312-8381867	0-4-0	3-0-4510338	5674205-0-1	2-2-3	3-3250524-4796093	0-8492037-8381867	1600026-0-1524697	3-0-2337429	7048577-0-0	3-8259214-6758666	3-6989956-1524697	1144314-5470763-1	0-2-8381867	3-0-829696	0-7472181-8381867	3-0-4828182	3-0-2806185	3-5470763-7486665	2-0-2	394241-8344312-8381867	3-0-0	3-0-1	234727-2-3	9478208-4-7596209	0-8344312-8591635	0-3181071-8381867	3-0-8057948	3137585-0-0	3-0-7305552	0-8344312-9258184	3-0-5086418	1-2-3	0-8344312-8381867	0-2-8946994	3-4471767-0	3722429-8344312-8381867	479062-8344312-8381867	3-5348971-0	3-5470763-4915702	3-0-1524697	3-0-6758666	0-7270281-0	1-2-5412581	8277704-0-1
assemblage-106-951	0	0	0	0	14	0	0	0	0	81	0	0	12	0	0	0	0	0	14	0	0	45	0	0	0	0	0	38	0	163	60	0	0	0	0	0	0	0	0	0	35	7	0	0	0	0	0	0	0	25	0	0	6
assemblage-105-958	0	0	0	0	0	0	0	0	0	196	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	8
assemblage-261-263	0	0	0	0	0	0	0	0	0	8	0	0	5	0	0	0	0	0	0	0	0	12	0	0	0	0	0	22	0	348	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	3	0	0	0	0	7	7
assemblage-527-662	0	0	0	0	25	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	117	257	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	20	0	0	17
assemblage-715-242	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	9
assemblage-863-789	0	37	0	0	39	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	263	58	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	47	0	0	13
assemblage-380-183	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	109	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	13	0	0	0	7
assemblage-149-384	0	16	0	0	70	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-147-401	0	150	0	0	0	0	0	0	0	41	36	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	153	39	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	7
assemblage-903-174	0	33	0	0	17	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	61	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	6
assemblage-413-864	0	150	0	0	8	0	0	0	0	71	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	17	0	0	162	57	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	1
assemblage-667-580	0	23	0	0	27	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	60	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	10
assemblage-261-874	0	131	0	0	0	38	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	14	0	0	118	23	0	0	0	0	0	0	0	39	0	0	108	0	0	0	0	0	0	0	0	0	0	2
assemblage-420-124	0	136	0	0	0	42	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	105	26	0	0	0	0	0	0	0	18	0	0	138	0	0	0	0	0	0	0	0	0	0	1
assemblage-876-300	0	125	0	0	0	33	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	18	0	0	134	26	0	0	0	0	0	0	0	10	0	0	126	0	0	0	0	0	0	0	0	0	0	1
assemblage-429-781	0	89	0	0	0	8	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	7	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	123	0	0	0	3
assemblage-517-700	0	101	0	0	0	6	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	6	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	74	0	0	0	7
assemblage-427-762	0	117	0	0	0	3	0	0	0	46	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	43	0	0	0	0	0	0	0	0	0	0	125	0	1	0	0	0	7	0	0	0	0	8
assemblage-272-732	0	56	0	0	0	0	0	0	0	38	0	0	0	4	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	58	0	0	0	0	0	0	0	0	0	0	166	0	32	0	0	0	0	26	0	0	0	10
assemblage-794-401	0	42	0	0	0	0	0	0	0	8	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	145	0	0	0	1
assemblage-264-747	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	23	60	0	0	0	10
assemblage-379-824	0	21	0	0	0	18	0	0	0	0	0	0	0	0	23	0	0	0	0	10	0	0	0	0	0	0	0	0	103	31	0	0	0	0	0	0	0	0	0	0	0	211	0	36	0	7	0	16	22	0	0	0	2
assemblage-375-849	0	29	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	60	0	0	0	16
assemblage-166-517	0	19	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	0	265	0	0	0	0	0	0	76	0	0	0	14
assemblage-673-671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	67	76	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	13	0	0	0	11
assemblage-788-470	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	0	0	23	10	0	0	0	19
assemblage-670-680	0	0	0	0	0	26	0	0	0	0	0	0	0	0	7	0	0	0	0	37	0	0	0	0	0	0	0	0	31	86	0	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	10
assemblage-770-637	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	7	83	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	8
assemblage-908-785	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	10	72	0	0	0	0	0	0	0	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	17
assemblage-430-681	0	62	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	13
