Assemblage_Name	4-4-3278956	2605653-4-1	4148543-4-1	1-7811814-508717	4082221-4-732433	1-7504845-1174846	1-8019150-4	4-1715230-6102760	7677505-4-9543364	4082221-6799467-1	4082221-7854233-1	7677505-4-6572116	4082221-4-8222645	7677505-8396815-2	3-0-4013421	4-1278599-3278956	1-7504845-2	7677505-4-3451559	4082221-7168563-1	4082221-2456851-1	4082221-4-5154391	4563075-4-2	4-4833706-1	1-1-4	4082221-4-1368582	7677505-4754113-2	3-3293099-0	9569494-4-5570889	4-4-7036398	7368078-4-1	1-4236469-508717	4082221-6835955-1	2128091-4-3278956	6651108-4-8644363	7677505-2463371-2	4082221-4-5041126	1-6359119-508717	8668244-4-3278956	8668244-4509068-3278956	4-4-1195816	3-4364612-0	4-4-3294527	4-4-8748863	9279140-4-1	4082221-4571248-1	878546-1654260-2	4-4-9741863	4-4-1	6651108-4-1	4082221-4154453-8747826	878546-6125323-2	9671556-4-6926359	3315944-4-1	4082221-4124362-1	4-6671539-6102760	4-1278599-4822349	3-0-76065	7677505-4-2	878546-4-2	7677505-4-2768760	3-0-8935121	7677505-4-4429688	5489203-4-1	4563075-4-5799222	4082221-3749490-1	6366785-0-0	4082221-6410980-1	4082221-4-6290207	4082221-670130-1	4082221-4-9992551	9531791-4-1	4082221-4-1930474	2747278-4-1	878546-944504-2	7677505-9594109-2	4082221-4154453-1	1-7504845-508717	6515935-4-1	5894166-4-1	1417312-7854233-1	4082221-4-933747	4082221-3794792-1	6432792-4-1	3-0-2765517	878546-4-6926359	5360350-4-1	1-3-2	4082221-4-3503400	2816084-4-2	4082221-4-3065874	1488765-4-1	1-1-1412722	3-0-0	4082221-4-1	4-4-2	9531791-2766030-1	4082221-836892-1	4082221-2371548-1	6478380-1278599-3278956	635715-4754113-2	8238265-0-0
assemblage-959-327	18	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	43	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	109	0	0	0	0	0	0	0	33	7	33	0	0	0	0	0	15
assemblage-825-948	194	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
assemblage-956-316	20	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	44	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	117	0	0	0	0	0	0	0	17	5	41	0	0	0	0	0	17
assemblage-701-261	112	0	0	0	0	0	0	11	0	0	0	0	0	0	0	22	28	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	20	0	0	0	0	0	173	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	4	0	0	0	0	0	0	0	35	11	0	0	0	0	0	0	9
assemblage-527-667	116	0	0	0	0	0	0	15	0	0	0	0	0	0	0	26	26	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	11	0	0	0	0	9	0	0	0	15	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	49	10	3	0	0	0	0	0	15
assemblage-520-365	28	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	31	0	0	0	0	0	0	0	53	39	13	0	0	0	0	0	22
assemblage-490-497	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	5	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	78	0	0	0	0	0	0	33
assemblage-147-401	12	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	9	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	79	24	0	0	0	0	0	0	23
assemblage-376-184	17	0	0	0	0	0	0	80	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	5	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	111	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	102	0	0	0	0	0	0	0	30
assemblage-224-414	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	25	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	131	0	0	0	6	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	117	0	0	0	0	0	0	26
