Assemblage_Name	4-2348299-5204905	2-9687476-1	8762718-4-0	2-1-5916413	4-2348299-3	7897221-6104420-1	2-8286859-1	2-3-2	7897221-6259629-1	7717635-2348299-9900986	7705257-4-1	9109888-4-1	0-4-0	2-8177209-1	7081660-2693813-8707330	7897221-4-1	2-3-2323937	2-3-510429	2-6364314-1	8306433-1-4676275	0-4-5405467	8762718-5140645-0	2-3274797-1	6464140-4-1	4-1593331-3	8762718-4-5892737	4098953-4-0	8035301-4-1	2-8954120-1	2-1-3289697	2-5195785-4676275	2-4-7717504	2045731-89540-1	8762718-4-4335460	2-1-4146984	2-4-6308771	2-6899468-1	2-1-4676275	5647186-4-1	2-576810-5916413	2-5139000-1	2-4-6223180	5090419-6940874-4676275	2-4-1	8762718-4-8889123	2723742-1-3	1815862-4-2217097	7081660-4-8707330	4-2348299-9227105	4-2-4	2-7297772-2	2-1-716780	6586525-1-3	2-6940874-4676275	2-89540-1	2-4-2217097	2-1-3	2-4-1025064	9682190-1-3	8762718-4-8120911	2-4-2252046	2-6024411-2
assemblage-160-948	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	0	0	0	0	0	0	0	0	0	0	40	78	0	0	0	0	0	9
assemblage-357-334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0	13	111	0	0	0	0	0	18
assemblage-679-391	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	0	0	0	0	0	0	0	0	0	0	5	96	0	0	0	0	0	24
assemblage-610-223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	9	0	369	0	0	0	0	0	0	0	0	0	0	10	58	0	0	20	0	0	17
assemblage-688-487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	154	132	0	0	2	0	0	14
assemblage-349-339	0	0	0	0	0	0	0	12	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	9	0	0	0	7	0	0	0	0	0	0	0	270	0	17	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	13
assemblage-803-461	0	0	0	0	50	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	8	0	0	0	0	0	189	0	0	0	0	0	0	14	0	0	0	0	0	0	0	55	0	0	8
assemblage-260-232	0	0	95	0	34	0	0	68	0	0	0	0	13	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	145	0	0	0	0	0	0	0	5	0	35	0	0	27	0	0	0	0	23
assemblage-977-352	0	0	22	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	120	0	0	0	17	0	0	14
assemblage-614-667	0	0	13	0	204	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	125	39	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	8
assemblage-198-177	0	0	0	0	0	0	0	7	0	0	0	0	40	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-898-542	0	0	0	0	0	0	0	304	0	0	0	0	13	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-942-233	0	0	13	0	67	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	2
assemblage-894-247	0	0	8	111	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	13	0	0	0	0	0	214	0	0	0	0	0	0	0	0	11	0	0	0	0	0	27	16	0	14
assemblage-894-530	0	0	0	0	0	0	0	312	0	0	0	0	17	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-930-240	0	0	31	0	19	0	0	49	0	0	0	0	0	11	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	9
assemblage-411-344	0	0	0	0	0	0	0	12	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	6	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	14
assemblage-673-417	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	0	0	0	0	0	0	0	0	0	0	22	15	0	0	0	0	0	22
assemblage-254-333	0	0	5	12	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0	0	0	0	107	0	0	0	15	0	0	11
assemblage-260-332	0	0	0	62	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	59	0	0	0	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	11	0	0	23	0	0	16
assemblage-681-262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411	0	0	0	0	0	0	0	0	0	0	3	76	0	0	0	0	0	10
assemblage-925-280	0	0	0	0	81	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	22	0	108	0	0	0	16	10	0	12
assemblage-371-813	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	11
assemblage-172-952	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	25	0	0	0	0	0	0	0	13	30	0	0	0	0	0	15
assemblage-887-413	0	0	0	0	66	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	184	0	0	0	0	0	0	16	0	0	0	0	0	0	0	58	0	0	13
assemblage-333-235	0	0	0	60	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	54	0	0	8	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	15	0	0	19	0	0	14
assemblage-296-570	0	0	0	0	0	0	0	7	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	11	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	13
assemblage-292-563	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	347	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	26
assemblage-357-256	0	0	80	0	81	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	146	0	0	6	0	0	0	0	15
assemblage-897-536	0	0	0	0	0	0	0	311	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-957-688	0	0	0	0	47	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	200	0	0	0	0	0	0	14	0	0	0	0	0	0	0	51	0	0	11
assemblage-344-340	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	351	0	0	0	0	0	0	0	0	0	0	20	92	0	0	9	0	0	16
assemblage-340-239	0	0	0	80	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	46	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	11	0	0	13	0	0	10
assemblage-928-253	0	0	0	0	47	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	1	0	0	0	0	0	192	0	0	0	0	0	0	25	0	0	0	0	0	0	0	61	0	0	9
assemblage-449-332	0	0	96	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	40	0	0	115	0	0	0	0	9
assemblage-261-238	0	0	244	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	10	0	0	0	0	2
assemblage-363-786	0	0	0	0	0	38	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	0	0	21	0	0	0	0	0	0	0	20	26	0	0	0	0	0	1
assemblage-279-115	0	0	25	0	36	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	26	0	0	0	0	0	235	32	0	0	0	0	0	0	0	0	18	0	0	0	0	63	0	0	11
assemblage-543-930	0	0	30	0	104	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	137	73	0	0	0	0	0	0	0	0	32	0	0	0	0	44	0	0	4
assemblage-629-460	0	0	0	0	6	0	0	47	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	295	32	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	10
assemblage-815-972	0	0	23	0	18	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	22	0	0	0	0	0	290	0	0	0	0	0	0	0	0	37	0	0	0	0	0	23	20	0	9
assemblage-597-662	0	0	15	0	183	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	124	39	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	13
assemblage-292-549	0	0	15	0	17	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	23	0	0	0	0	0	295	0	0	0	0	0	0	0	0	34	0	0	0	0	0	36	10	0	2
assemblage-631-459	0	0	0	0	17	0	0	45	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	239	55	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	8
assemblage-353-336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	359	0	0	0	0	0	0	0	0	0	0	12	95	0	0	0	0	0	23
assemblage-293-129	0	0	73	0	119	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	37	83	0	0	0	0	0	0	0	0	25	0	0	0	0	8	0	0	8
assemblage-370-312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	19	101	0	0	0	0	0	30
assemblage-929-253	0	0	23	0	17	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	14
assemblage-295-545	0	0	8	76	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	13	0	0	0	0	0	233	0	0	0	0	0	0	0	0	11	0	0	0	0	0	30	20	0	7
assemblage-646-853	0	0	6	96	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	14	0	0	0	0	0	237	0	0	0	0	0	0	0	0	14	0	0	0	0	0	33	19	0	1
assemblage-280-126	0	0	29	0	101	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	100	96	0	0	0	0	0	0	0	0	30	0	0	0	0	74	0	0	4
assemblage-925-992	0	0	14	0	50	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	72	0	0	0	0	0	67	47	0	0	0	0	0	0	0	0	12	0	0	0	0	86	0	0	6
assemblage-196-186	0	0	0	0	0	0	0	3	0	0	0	0	38	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-941-247	0	0	0	0	70	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	209	0	0	0	0	0	0	14	0	0	0	0	0	0	0	49	0	0	11
assemblage-882-392	0	0	0	0	45	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	217	0	0	0	0	0	0	15	0	0	0	0	0	0	0	57	0	0	5
assemblage-623-454	0	0	4	0	8	0	0	52	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	57	0	0	0	0	0	265	53	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	6
assemblage-621-440	0	0	11	0	26	0	0	44	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	10	0	42	0	0	0	0	0	0	0	115	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	4
assemblage-898-394	0	0	21	0	62	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	8
assemblage-720-910	0	0	0	58	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	58	0	0	0	0	0	0	316	0	0	0	0	0	0	0	0	0	0	0	8	0	0	13	0	0	9
assemblage-237-258	0	0	248	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	14	0	0	0	0	4
assemblage-687-249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	0	0	0	0	0	0	0	0	0	0	13	95	0	0	0	0	0	7
assemblage-642-861	0	0	14	0	13	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	27	0	0	0	0	0	314	0	0	0	0	0	0	0	0	21	0	0	0	0	0	24	10	0	6
assemblage-246-246	0	0	250	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	7	0	0	0	0	5
assemblage-759-877	0	0	37	0	70	0	0	78	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	17	0	0	0	0	12	38	0	0	0	0	0	0	0	0	0	105	0	0	40	0	70	0	0	5
assemblage-759-874	0	0	30	0	85	0	0	83	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	32	0	0	0	0	4	40	0	0	0	0	0	0	0	0	0	81	0	0	44	0	66	0	0	12
assemblage-923-236	0	0	12	0	73	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	2
assemblage-280-565	0	0	10	22	23	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	16	0	0	0	0	0	262	0	0	0	0	0	0	0	0	35	0	22	0	0	0	30	6	0	10
assemblage-628-854	0	0	34	0	18	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	22	0	0	0	0	0	304	0	0	0	0	0	0	0	0	34	0	0	0	0	0	20	12	0	3
assemblage-710-473	0	0	0	0	0	6	0	10	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	323	0	0	0	0	0	0	0	0	0	0	46	82	0	0	9	0	0	15
assemblage-277-528	0	0	21	0	6	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	52	0	0	0	0	0	47	0	0	18
assemblage-328-328	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	339	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	33
assemblage-630-846	0	0	14	0	6	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	312	0	0	0	0	0	0	0	0	63	0	0	0	0	0	58	0	0	12
assemblage-190-596	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	0	0	0	0	0	0	0	0	0	0	12	96	0	0	0	0	0	13
assemblage-359-271	0	0	33	0	88	0	0	61	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	19	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	110	0	0	24	0	82	0	0	13
assemblage-985-351	0	0	0	20	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	412	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	11
