Assemblage_Name	6155949-1-4	8493019-7467897-2	1-1-7673596	1-1-4	1037482-4-4	1-1-7011225	1-0-3	8868148-0-3	2-3687340-4	9510885-1-4	9527757-1-4	8412301-1-4	6155949-1920728-4	6155949-1-8435439	1-1-7322900	1-0-3761543	1-1-6650665	2-7467897-2	9694807-4-4	6155949-9568695-4	2-2-2	1599305-0-3	2-9546178-4	2-202816-4	8412301-1-131786	6155949-9238561-4	2-4-2763704	2-9546178-1775986	1-0-6914195	8186835-1-4	6155949-8555577-4	1-0-2141126	9513698-0-3	2-4-4	1-1-8014087	2955452-1-4	6155949-3679318-4	9527757-1-1825542	3786020-1-4	3508532-1-4	1-2816465-3	7791519-1-4	5630621-4-2763704	2-3294307-2763704	9320299-1-4	6155949-7002998-4
assemblage-922-687	186	0	0	25	0	0	153	0	0	0	0	0	0	0	0	0	6	75	0	0	0	0	0	0	0	0	37	0	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-910-1006	99	0	0	118	0	0	151	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-774-471	76	0	0	70	0	0	277	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-239-868	196	0	0	8	7	0	158	0	41	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-543-757	179	0	0	8	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-615-216	213	12	17	138	0	0	53	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8
assemblage-352-230	227	0	2	147	0	0	63	0	0	0	0	0	21	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-614-458	145	0	0	16	55	0	71	0	37	0	0	35	0	0	0	0	0	59	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-614-459	34	0	0	68	11	0	56	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-598-655	60	0	0	71	0	0	182	0	0	6	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	52	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-336-223	277	0	0	115	0	0	76	0	0	0	0	0	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-787-982	105	0	0	74	0	0	177	0	0	0	0	0	7	0	0	0	0	53	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-637-842	176	7	0	100	0	0	168	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-912-277	190	0	0	134	0	0	104	0	0	0	0	0	54	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-167-585	159	29	0	74	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	14
assemblage-605-243	164	0	107	204	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-498-521	217	0	0	9	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-594-235	186	0	93	193	0	0	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-694-256	164	15	0	75	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	16	0	7
assemblage-160-161	125	0	0	14	68	0	61	0	30	0	0	32	0	0	0	0	0	76	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-904-260	179	0	0	149	0	0	86	0	0	0	0	0	58	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-206-182	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-396-352	329	0	0	108	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	10
assemblage-178-601	147	16	56	152	0	0	85	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	4
assemblage-165-927	183	0	0	76	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	10
assemblage-712-891	162	32	0	171	0	0	9	17	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-635-856	167	0	0	183	0	0	87	0	0	0	0	0	50	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-412-358	173	0	83	228	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-319-550	115	0	0	174	0	0	165	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-259-333	261	0	0	126	0	0	57	0	0	0	0	0	29	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-520-558	86	0	0	171	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-160-196	116	0	0	22	6	0	225	0	0	0	0	13	0	0	0	23	0	0	0	0	0	0	12	0	0	18	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-359-264	114	0	0	27	19	0	236	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-520-549	107	0	7	113	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	13
assemblage-242-242	93	0	0	218	0	0	0	0	0	0	0	35	0	68	0	0	0	58	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-929-680	153	0	0	147	0	17	152	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-943-691	167	0	0	34	0	0	160	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	37	0	0	5	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-305-132	101	0	0	99	0	0	126	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-526-916	107	0	0	97	0	0	155	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-358-789	174	0	0	63	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	14
assemblage-611-217	172	9	57	144	0	0	78	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	1
assemblage-670-392	201	19	18	119	0	0	54	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	13
assemblage-907-527	0	0	0	0	138	0	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-358-786	26	0	37	180	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-742-872	97	0	0	33	25	0	236	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-627-458	105	0	0	17	9	0	226	0	0	0	0	13	0	0	0	21	0	0	0	0	0	0	5	0	0	16	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-545-737	120	0	0	143	0	0	176	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	5	0	0	0	0	0	0	0	0	5
assemblage-606-238	228	59	0	89	0	0	25	17	0	0	5	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-195-187	0	0	0	0	4	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-171-608	147	20	28	127	0	0	82	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-466-351	188	0	0	75	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-687-910	224	0	6	143	0	0	70	0	0	0	0	0	20	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-209-176	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-281-541	120	0	0	81	0	0	159	0	0	0	0	0	5	0	0	0	0	32	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-762-878	36	0	0	74	6	0	45	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	285	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-181-190	110	0	0	36	19	0	234	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-168-953	145	20	0	89	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	24	0	3
assemblage-990-345	170	30	0	184	0	0	13	10	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-549-750	128	0	0	70	0	0	235	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-480-335	190	0	0	78	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-535-559	26	0	26	200	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-183-166	99	0	0	32	16	0	226	0	0	0	0	17	0	0	0	24	0	0	0	0	0	0	6	0	0	14	0	11	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-176-599	198	8	11	140	0	0	54	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7
assemblage-924-289	78	0	0	192	0	0	168	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-235-847	178	0	0	11	7	0	175	0	51	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-298-582	342	11	11	66	0	0	6	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-172-188	144	0	0	17	76	0	66	0	34	0	0	46	0	5	0	0	0	64	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-299-556	93	0	0	165	0	0	186	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-809-471	209	0	0	77	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-183-592	143	11	48	197	0	0	65	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3
assemblage-870-401	137	0	0	126	0	2	179	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-299-553	325	0	0	79	0	0	18	4	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-267-236	85	0	0	227	0	0	0	0	0	0	0	39	0	49	0	0	0	68	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-690-252	179	0	0	94	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	10
assemblage-889-395	70	0	0	78	0	0	243	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-619-459	103	0	0	40	13	0	218	0	0	0	0	12	0	0	0	28	0	0	0	0	0	0	8	0	0	16	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-296-136	62	0	0	116	0	0	145	0	11	16	0	0	0	0	0	0	0	5	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-609-214	227	11	16	107	0	0	43	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	8
assemblage-526-929	49	0	0	147	0	0	143	0	0	0	0	0	0	0	0	9	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-950-251	196	0	0	31	0	0	151	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	23	0	0	5	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-663-393	139	15	46	155	0	0	94	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12
assemblage-1000-339	250	0	0	128	0	0	70	0	0	0	0	0	29	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-154-592	172	17	46	142	0	0	75	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	8	5
assemblage-181-932	39	0	32	212	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	3
assemblage-343-236	169	0	33	116	0	0	73	0	0	0	0	0	18	0	0	0	0	57	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-152-958	124	14	0	102	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	13	0	1
assemblage-503-944	52	0	0	146	0	0	146	0	0	0	0	0	0	0	0	7	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-150-176	93	0	0	22	9	0	228	0	0	0	0	17	0	0	0	28	0	0	0	0	0	0	12	0	0	13	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-537-763	113	0	0	128	0	0	198	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	6	0	0	0	0	0	0	0	0	11
assemblage-911-277	172	4	0	135	0	0	145	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-500-534	118	0	0	68	0	0	207	0	0	0	0	0	0	0	0	0	0	14	8	0	0	0	0	0	5	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-594-237	334	0	4	64	0	0	13	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-790-466	152	0	0	131	0	12	165	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-235-826	72	0	0	111	0	0	151	0	7	23	0	10	0	0	0	0	0	3	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-585-209	194	13	13	142	0	0	42	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	12
assemblage-285-119	178	0	0	10	0	0	149	0	53	0	0	5	0	0	0	0	0	8	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-936-250	155	0	0	130	0	11	149	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-988-353	196	20	0	161	0	0	13	20	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-692-481	151	10	71	169	0	0	63	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10
assemblage-497-531	198	0	0	11	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-604-675	112	0	0	133	0	0	207	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	15
