Assemblage_Name	1-2984231-2	323028-1-2	7404198-5291427-3	1-6252810-1188805	0-5210520-0	3-3-722173	1-3431311-1	0-5896897-0	4593194-3-6605973	1-2639154-1	9803787-6198326-5944075	4048754-166999-3	4512545-166999-3	3538351-5210520-0	8194135-1-1	3196567-1-1	3-4043599-4	0-8871193-0	0-1210269-5944075	1-9154343-1	2-1-2	4-7194804-9374518	5699815-166999-3	0-5210520-3554197	6674383-6658485-2	3-3-8473540	7404198-6121318-3	3-3-4	3-3-3	3-166999-3	7389112-6658485-2	9139939-5291427-9328907	4-9087312-1	3-4025098-4	956215-4341217-1	2037907-6658485-2	0-0-0	1-4665963-1	7404198-2437149-3	8365067-8028359-1	920499-1-2	5950451-3-4	9175544-3-1	2-6658485-2	0-4206451-0	3539550-3-1	4-6547619-1	2-6658485-3839607	5512335-6252810-1	1-4341217-8481971	4-3-1	0-4731531-0	2-6658485-3216958	774834-0-0	3-6960472-3	7310596-6252810-1	2037907-9653846-2	1-4341217-7998913	7404198-4201652-3	0-6198326-8603772	1-3431311-2937185	0-5210520-5944075	2-802161-2	2165840-3-4	1-6897828-1	3724586-6252810-1	0-9812711-0	8333479-6252810-1	3-166999-9881262	3746876-4201652-3	1267771-0-0	4777299-1-2	185231-3-4	7404198-5291427-8089552	1-6942724-1	6225168-3-4	0-2227156-0	4874541-4341217-1	7404198-5291427-9328907	4593194-3-3	2069915-3-8473540	2-1-5480859	3-164789-3	8365067-4341217-1	3668749-1-1	8371108-3-4	2505190-3-3	0-6198326-5944075	1-4341217-1	1-4263231-1	4-8230208-1	2-4575710-2	0-32767-5944075	0-4842051-0	3-3-5077395	1-4279007-4081614	8036404-4341217-1	2819201-3-4	1-1526336-3609473	1-4341217-4081614	3-1398336-4	5295343-0-0	6858133-6252810-1	0-7134623-5944075	1-9142332-1	2-4017107-2	954302-4341217-1	0-5012590-0	4-1826588-1	7404198-166999-7859767	7139075-6252810-1	1-6252810-2296334	7404198-166999-3	4-8230208-9374518	9198043-166999-3	1-6252810-1	4436015-4341217-1
assemblage-160-948	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	70	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	51	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-357-334	0	0	0	0	238	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	9	0	0	0	0	0	0	20	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	16	25
assemblage-679-391	0	0	14	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	85	0	0	0	36	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	6
assemblage-610-223	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	21
assemblage-688-487	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	141	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	26
assemblage-349-339	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	9	17
assemblage-803-461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	8	45	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	4	17
assemblage-260-232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	53	0	0	0	0	12	0	52	56	47	0	0	0	0	0	0	20	0	0	0	0	0	0	81	0	7	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	11	37
assemblage-977-352	0	0	0	0	222	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	11	15
assemblage-614-667	0	0	0	0	61	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	65	0	0	0	0	0	0	4	34	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	65	14
