Assemblage_Name	4311313-1-1	560582-2-3	4-2-1217201	4-4928965-389183	4-1855044-3	9933742-8293178-3	604331-4015794-3	9558298-4-1673008	8459744-4945363-3	5120561-4-9771747	604331-2-4068279	4-4928965-3	7643040-4130618-3	1-2716992-1	1-2797013-1	1-6741294-564269	1-1-5230112	604331-4337064-3	1-6741294-1	604331-7453782-3	604331-6717853-3	1-1-4094781	6676073-1-1	604331-2794522-3	5214153-4928965-3	604331-2-5745822	6163847-2-6150230	5105107-2-3	5757494-2-8887870	1-1-1	532629-1-2355527	8481438-6741294-1	3-6759064-9771747	389748-2-3	182399-2-3	9217412-2-3	3-4-9771747	2156946-2-3	4-1540072-3	1-9962896-5008345	9558298-4-4002004	6283426-1-1	4-2-4330278	7643040-2-3	1-1-504634	4-7922319-3	2358253-4223831-3	3-4-1835135	8112250-4223831-3	1693906-4223831-3	604331-3808188-3	4-2-5330859	4-2-8513002	9613616-6741294-1	1-1-5962191	4-8293178-3	604331-2-3313453	8112250-4223831-4250540	4-3-1	6163847-316571-6150230	604331-2-3	8459744-2-3	3284351-8293178-3	604331-2-4453874	604331-2-6150230	604331-4223831-3	604331-2-33272	9945068-2-1217201	1-9962896-1	4-8612548-3	4-2-8887870	5214153-3782495-3	1112316-6741294-1	4-2-3	4-2713390-3	101660-4-1	87394-2713390-3	3-4-1	4-2-5965832	4-8221299-3	604331-1892215-3	7532055-1-1	5974225-2-3	4-7157048-8887870	4-6608459-3	206039-2-4453874	4-3259795-3	4-4879630-3	2508702-2-3	5152703-2-4453874	8112250-9631308-3	4846036-1-1	4-3174934-3	4-3735627-3	1712632-8293178-3	1834093-6741294-1	6884934-2-3	6598386-4223831-3	2867109-2-4453874	532629-1-1	2204482-2-3	5180417-2-1217201	4-4359587-3	3-4-7842079	6055825-2-3	4-8913684-3	1-1-5131273	4-2-7155029	4433770-4-9771747
assemblage-198-177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-898-542	0	3	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	419	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	7
assemblage-942-233	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	13	0	0	0	0	0	0	130	0	0	0	0	0	6	0	0	0	40	0	0	0	8	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	29	0	0	0	0	20	0	0	0	0	0	0	0	0	16
assemblage-894-247	0	0	0	0	0	0	0	9	0	0	0	59	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	10	0	13	0	0	42	45	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-894-530	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	422	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	11
assemblage-930-240	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	95	0	0	0	0	0	0	0	63	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	44	0	0	0	0	36	0	0	0	27
assemblage-411-344	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	25
assemblage-673-417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	40	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	123	34	0	28	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-254-333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	12	0	6	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	19	7	0	52	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-260-332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	82	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	41	0	0	0	0	106	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-681-262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	22	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	52	0	50	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	14	26	0	0	0	7	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	12
assemblage-925-280	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	75	0	0	46	78	0	0	0	0	0	0	44	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-371-813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	49	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	13	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-172-952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	6	0	0	0	67	0	0	16	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	26	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
assemblage-887-413	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	35
assemblage-333-235	0	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	76	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	28	0	0	0	0	119	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-296-570	0	0	0	0	0	0	11	0	0	0	12	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
assemblage-292-563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	56	28	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
assemblage-357-256	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-897-536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	405	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	21
assemblage-957-688	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	84	0	0	0	0	0	0	0	6	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	5	0	0	0	0	0	0	0	0	0	0	0	24
assemblage-344-340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	34	0	0	146	5	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-340-239	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	94	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	26	0	0	0	0	97	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-928-253	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	5	0	0	0	0	0	0	0	0	21
assemblage-449-332	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-261-238	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	20
assemblage-363-786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	9	0	0	89	0	0	20	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	7	0	31	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-279-115	0	0	33	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	22	0	0	0	0	0	0	18
assemblage-543-930	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	63	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-629-460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	13	0	0	0	5	0	0	0	0	0	0	0	0	0	0	25	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
assemblage-815-972	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	96	0	0	0	3	0	7	0	0	0	0	21	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	97	14	0	0	0	0	0	0	9	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	17
assemblage-597-662	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	29	0	77	0	0	156	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	7	0	0	0	0	0	0	19
assemblage-292-549	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	78	0	0	0	13	0	10	0	0	0	0	24	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	79	7	0	0	0	0	0	0	11	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	22
assemblage-631-459	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-353-336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	41	0	0	149	5	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-293-129	0	0	50	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	84	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-370-312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	33	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
assemblage-929-253	0	0	0	0	0	0	0	54	0	0	0	0	0	5	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	6	0	55	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	38	0	0	0	0	39	0	0	0	28
assemblage-295-545	0	0	0	0	0	0	0	15	0	0	0	64	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	17	0	5	0	0	37	39	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-646-853	0	0	0	0	0	0	0	7	0	0	0	64	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	14	0	0	0	0	44	40	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-280-126	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	46	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-925-992	0	0	9	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	140	0	0	0	0	0	2	0	0	0	0	0	0	54	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-196-186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
