Assemblage_Name	3-0-975773	7362257-3-3	4662509-1-5261921	3194767-7931-2850204	4662509-6679128-0	245326-3-2850204	0-3769641-1	4662509-1-5029562	3-1-3	4662509-1-7819876	0-3-4204721	2-8585978-3	3906422-4571637-6040392	1351735-4-2	2243416-0-1	2-3-8442068	7980362-1-5029562	8500082-3-3	1-4-2	2-3-3098279	7487009-3-3	3-4189934-3	1351735-4-2031615	6921569-3-2	6057287-0-1	3906422-3-3	9998630-3-3	1-7232755-2	1351735-9853965-2031615	4858877-3-3	7488960-4571637-3	2-2698625-3	1196882-1-0	0-3-8674667	0-3-1	1-4-8767125	2-3-2533080	4662509-1-0	1-3-113041	8790410-0-1	0-3-5062752	2677740-3-2	0-3-8036060	8846291-3-3	2-3-3	2985374-3-1	3906422-3-1341497	4662509-3357224-0	3-0-1193167	3906422-4571637-3	2-77650-3	3-0-9722248	1-3-2	3-0-8975590	3194767-3-3	2-3-1155833	4662509-9152435-0	2510722-2-1	9589978-3-3822089	9184178-3-1	2-9431767-9702611	3711243-2-1	2-2060915-3	0-3-8025838	3-0-7195328	3-0-2664964	2677740-3055912-2	2-4431335-3	0-3-141230	0-3-2252213	2677740-3-3997020	2-9990343-1155833	3194767-3-2850204	9655308-0-1	3194767-3-8996176	1-4-50688	3-0-1	2677740-9092391-2	3711243-2-1858589	0-3-3822089	2-3-2743991	5464998-3-3	2-3-5659401	3-6951872-1	2976572-3-1
assemblage-863-503	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	11
assemblage-956-899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	59	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	15
assemblage-963-933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	8	0	0	0	0	10	0	0	0	0	0	65	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	10
assemblage-962-848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	86	0	0	75	0	0	0	16	0	0	62	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	18
assemblage-373-790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	23	0	0	137	0	0	0	39	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-172-461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	24	0	0	164	0	0	0	32	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-283-928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	150	0	0	64	0	0	0	54	0	0	38	13	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	13
assemblage-857-558	0	0	0	0	0	0	0	0	0	0	0	0	8	0	20	0	0	0	26	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	81	0	0	80	0	0	0	25	0	0	50	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	8	0	0	0	0	23
assemblage-874-653	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	37	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	9	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	19
assemblage-177-111	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	13	0	0	0	5	0	0	24	0	0	0	0	0	0	0	0	17	0	0	36	0	0	0	66	0	0	91	0	0	0	0	21	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	4
