Assemblage_Name	6779302-4-1529671	3460844-8907253-4	3460844-2-4	1-8833337-4	2907576-9932706-4	2-8432134-2	3906234-4-4	4-2-7467183	3460844-2-6652303	2-9266801-703543	4-1571280-1	1-9932706-4	6779302-5210111-4	3-1423135-4	1-851899-4	1-9932706-6362676	1-9932706-2369939	2-4-4259022	5166944-2-4	4-2-4330192	566605-9932706-4	1-5786127-4	6779302-4-5644916	4-8937439-3	2-4-5093656	1-7821445-4	4-760152-3	1-2019397-4	6068412-4-4	4-2-9501159	2-4-2	2-1400741-2	7644183-9932706-4	2-4-703543	6779302-1707425-4	4-2-3	4-2-1	2-9307250-2	6779302-4-918683	5044815-4-703543	6779302-4-3619123	1-4-4	1-9932706-8482261	3-2-6673817	3460844-7163423-4	8994230-2-4	1-1731124-4	7017116-4-4	6779302-4-4	3-2-4	7123588-2-4	899072-2-4	6779302-5372325-4
assemblage-844-496	0	0	13	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	14
assemblage-493-666	0	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	8	0	0	0	0	59	14	0	11
assemblage-843-512	0	0	21	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	4
assemblage-958-854	0	0	172	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	83	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	5
assemblage-373-790	0	0	174	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	76	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	7
assemblage-931-759	0	0	89	0	0	93	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	11	88	0	0	0	0	0	0	0	0	0	0	0	72	59	0	8	10
assemblage-104-483	0	0	117	0	0	0	0	0	0	0	0	71	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	17
assemblage-283-928	0	0	65	0	0	4	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	44	0	134	0	0	0	0	0	0	0	0	0	0	0	0	4	95	0	0	10
assemblage-269-930	0	0	70	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	60	0	0	103	0	39	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	4
assemblage-156-102	0	0	68	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	42	0	0	97	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	10
assemblage-987-763	0	0	70	0	7	0	0	11	0	0	0	56	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	21	0	0	125	0	40	9	0	0	0	0	0	0	0	0	0	0	0	56	74	0	0	7
assemblage-1000-776	0	0	0	0	0	0	0	62	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	21	0	0	121	0	0	38	0	0	0	0	0	0	0	0	3	0	0	39	93	0	0	17
assemblage-908-840	0	0	61	0	0	0	0	34	0	0	0	107	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	8	0	0	0	0	0	0	0	0	0	0	0	0	106	77	0	0	4
assemblage-243-235	0	0	75	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	147	0	0	0	0	0	0	0	0	0	0	0	0	29	45	0	0	7
assemblage-829-151	0	0	123	0	25	0	0	28	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	10
assemblage-699-763	0	6	97	0	0	0	0	0	5	0	0	113	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	5
assemblage-116-151	0	0	7	0	0	0	0	68	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	132	0	0	0	0	0	0	0	0	0	0	0	0	51	77	0	0	4
assemblage-125-165	0	0	3	0	0	0	0	70	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	145	0	0	0	0	0	0	0	0	0	0	0	0	40	74	0	0	4
assemblage-627-775	0	0	12	0	0	0	0	0	0	6	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	96	0	0	6	0	0	0	0	0	0	0	0	0	106	0	0	0	7
assemblage-777-970	0	0	10	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	84	0	0	4	0	0	0	0	0	0	0	0	0	93	0	0	0	9
assemblage-595-777	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	73	0	69	0	0	0	14	0	0	0	0	0	0	0	0	175	22	0	0	21
assemblage-502-373	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	90	0	42	0	0	19	0	0	0	0	0	0	0	0	0	230	0	0	0	4
assemblage-515-363	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	31	0	13	0	4	0	0	0	8	69	0	159	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	4
assemblage-765-587	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	25	0	8	0	0	0	0	0	5	89	0	162	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	11
assemblage-961-129	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	2
assemblage-969-101	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	1
