Assemblage_Name	2559871-8952806-1	2-2010276-1	5592634-4-1	2-1890704-1	2-1-5458090	0-9769267-2	3-3179916-821237	5875042-2-226164	3-3179916-0	3-2-226164	7481502-1-1	0-6653765-2	5970712-3179916-0	8180774-2-2	4-4-4	2-1-3285072	0-3-2	0-2-6626474	1358952-4-1	2559871-1-1	3-2-6544721	1256996-2-2	3-5235514-1	2-1-1	3-4-1	9989389-1-1	0-2-2	0-2-138251	3-3179916-9616508
assemblage-848-504	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	4
assemblage-974-919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	19	449	0	0	0	1
assemblage-428-409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	389	28	0	0	0	11
assemblage-393-805	0	0	0	0	0	0	12	0	267	0	0	0	0	0	0	0	15	0	0	0	0	0	98	89	15	0	0	0	4
assemblage-928-765	0	0	0	0	0	0	0	0	9	18	0	0	0	0	0	0	0	0	0	0	0	0	35	262	71	0	99	0	6
assemblage-373-790	0	0	0	0	0	0	11	0	310	0	0	0	0	0	0	0	10	0	0	0	0	0	103	61	5	0	0	0	0
assemblage-248-931	0	0	0	0	0	0	9	9	17	5	0	0	43	0	0	14	0	0	0	0	0	0	7	180	53	0	163	0	0
assemblage-99-491	0	0	25	0	0	0	25	0	68	80	0	0	0	0	0	0	0	0	0	0	0	0	9	239	37	0	17	0	0
assemblage-122-489	0	0	23	0	0	0	21	0	53	86	0	0	0	0	0	0	0	0	0	0	0	0	7	265	23	0	22	0	0
assemblage-661-956	0	0	0	0	0	0	0	0	11	7	0	0	0	0	0	0	0	0	0	0	0	0	10	239	0	0	229	0	4
assemblage-672-954	0	0	0	5	0	0	0	0	5	106	0	0	0	0	0	0	0	0	0	0	0	0	0	334	0	0	37	0	13
assemblage-990-752	0	0	0	0	0	0	0	0	28	54	0	0	0	0	0	0	0	0	0	0	0	0	37	215	20	0	141	0	5
assemblage-885-841	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	145	0	1
assemblage-831-161	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	0	0	143	0	11
assemblage-262-234	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	138	0	7
assemblage-902-934	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	176	0	6
assemblage-703-781	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	10	0	0	0	0	0	193	0	0	178	0	1
assemblage-503-216	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	7	0	0	0	0	0	193	0	0	179	0	5
assemblage-874-113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	133	0	0	354	0	7
assemblage-859-100	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	13	0	0	0	163	0	0	267	0	3
assemblage-768-990	0	0	0	0	0	11	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	238	0	1
assemblage-946-393	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	11	0	0	0	65	0	0	378	0	3
assemblage-746-583	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	341	0	12
assemblage-928-796	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	364	0	5
assemblage-572-227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	243	0	5
assemblage-727-310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	420	0	3
assemblage-567-217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	390	0	2
assemblage-541-768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	0	0	147	0	4
assemblage-618-424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	139	0	5
assemblage-617-440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	242	0	0	221	0	4
