Assemblage_Name	9705059-3182493-9583226	0-3-1222915	1-7985853-3	2-2161011-3	0-3-266288	2-2195893-2150761	8860931-3-266288	1-2391957-7897268	1-4417302-7897268	1-3-7897268	191472-3-4	3-2-5695130	5804975-3-3	0-3-6733991	6772853-3-3	5042396-3-9630333	1-3182493-6226936	1-4368482-8025433	2679990-3298772-3	1-3-8754942	2679990-2248787-3369476	1-1-0	1-3-7597805	4410576-2195893-3	3-8562565-0	3-3-0	3-3-3	0-8271676-225523	5576363-3-225523	2-914440-4	2679990-2248787-9167123	2-6578657-4	2679990-9497906-3	3-2-0	2909802-3-8025433	3-6014416-5436802	2-7591565-5414765	1-3-6498562	0-3-4	3-2-8177489	1-3182493-3333329	7596281-3-3	2679990-592175-3	1-3-6283811	2-2-3642377	1-6474487-7897268	8695182-3-225523	8187994-2-0	0-3-5611314	1-3-8584778	2-8099407-4	2977780-8562565-0	2679990-2248787-3	2-3-4	2-3-3	4339807-3-225523	6238166-1676692-1	2679990-3-3	2-7054401-5414765	3-8562565-6013739	2-2-4	2-2195893-3	1-3-8025433	1-3-3	5260754-1-0	3043437-2285035-4	3-8562565-3207838	2679990-7281488-3	3-4522764-5436802	1-3845524-7897268	3-4522764-5913815	4762443-2-0	3067207-2-0	1-3182493-9583226	9600307-8562565-0	9278683-3-225523	461910-2285035-4	4459080-3298772-3	3-5019756-5436802	1-9899949-7897268	1-3182493-8754942	5862823-2-0	0-3-225523	3-1905800-0	7793045-2161011-3	3746395-1676692-1	5683313-2248787-3	8659397-3-4	3746395-1676692-6247975	3-7730484-0	278169-3838511-225523	2-9376804-3
assemblage-509-612	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	22	0	19	0	11	40	0	0	0	0	0	0	13	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	12	0	16	0	0	0	71	23	0	71	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	29
assemblage-519-455	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	15	0	8	0	10	44	0	0	0	0	0	0	4	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	18	0	20	0	0	0	84	15	0	54	4	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	23
assemblage-523-494	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	7	0	15	0	0	53	0	0	0	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	9	0	24	0	0	0	81	27	0	80	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	30
assemblage-514-397	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	62	0	14	0	21	0	0	45	0	0	0	0	13	0	36	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	18	4	0	0	82	23	7	25	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	7	0	0	0	28
assemblage-375-541	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	55	0	16	0	13	0	0	27	0	0	0	0	12	0	24	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	21	15	0	0	90	23	0	45	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	8	0	0	0	39
assemblage-484-442	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	59	0	18	0	18	0	0	36	0	0	0	0	19	0	32	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	19	4	0	0	82	23	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	7	0	0	0	41
assemblage-496-480	0	0	0	0	0	0	9	0	0	18	0	0	0	0	0	0	0	0	0	44	0	16	0	10	0	0	0	0	0	0	0	0	0	64	21	0	6	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	3	27	0	0	3	0	0	0	89	18	7	23	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	28	0	37	0	0	0	0	0	0	0	0	35
assemblage-435-407	0	0	0	0	0	0	16	0	0	22	0	0	0	0	0	0	0	0	0	30	0	10	0	2	0	0	0	0	0	0	0	0	0	66	14	0	10	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	10	0	0	0	74	19	5	23	0	0	0	0	12	0	9	0	0	0	0	0	0	0	0	0	29	0	35	0	0	4	0	0	0	0	0	40
assemblage-490-423	0	0	0	0	0	0	8	0	0	17	0	0	0	0	0	0	0	0	0	39	0	20	0	5	0	0	0	0	0	0	0	0	0	79	0	0	11	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	9	0	0	0	73	17	7	26	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	38	0	34	0	0	5	0	0	0	0	0	39
assemblage-309-501	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	58	18	13	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	33	28	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	35	0	0	12	0	0	0	0	0	54
