Assemblage_Name	7673777-4021856-2	4-2-7401087	1-0-4	8502505-2-3	4320245-0-0	1-0-6561132	2684690-2-4	2565316-4963108-4	0-1-0	3-3887878-3	1-0-5852589	3624827-9580629-0	4-3476299-4	3-2-8319713	4-4-8159207	1-9856059-4	3624827-1-0	0-0-0	4-1148212-4914743	4764921-2-4	1878953-0-4	1-0-132707	4-4-2	4-1148212-4	4-2-4	7673777-4-2	4-4-4360279	3433807-0-4	6198638-0-0	3-2-5050435	3-2-4317779	4-4-3659533	2990727-0-4	4-4-1617159	3-2-3	1-0-3958758	2587085-1148212-4914743
assemblage-438-651	0	0	54	0	0	0	0	0	46	0	0	0	10	0	0	0	30	69	0	0	0	0	73	0	148	0	0	0	0	0	0	0	0	0	52	0	18
assemblage-581-500	0	0	59	0	0	0	0	0	48	0	5	0	20	0	0	0	30	50	0	6	0	0	86	0	134	0	0	0	0	0	0	0	0	0	51	0	11
assemblage-366-456	0	0	62	0	0	0	0	0	42	0	4	0	11	0	0	0	30	81	0	10	0	0	51	0	152	0	0	0	0	0	0	0	0	0	47	0	10
assemblage-645-556	0	0	103	0	0	0	0	0	18	0	0	0	0	0	0	0	42	94	0	0	0	0	50	0	123	0	0	0	0	0	0	0	0	0	46	0	24
assemblage-673-568	0	0	103	0	0	0	0	0	15	0	0	0	0	0	0	0	44	71	0	0	0	0	54	0	137	0	0	0	0	0	0	0	0	0	37	0	39
assemblage-548-384	0	0	122	0	0	0	0	0	9	0	0	0	0	0	0	0	35	74	0	0	0	0	49	0	153	0	0	0	0	0	0	0	0	0	39	0	19
assemblage-490-423	0	0	78	0	12	0	0	0	16	0	0	0	0	0	0	8	50	57	0	0	0	0	39	22	137	0	0	0	0	0	0	0	0	0	73	0	8
assemblage-591-436	0	0	92	0	15	0	0	0	18	0	0	0	0	0	0	12	41	45	0	0	0	0	32	18	154	0	0	0	0	0	0	8	0	0	57	0	8
assemblage-582-490	0	0	86	0	12	0	0	0	10	0	0	0	0	0	0	14	51	34	0	0	0	0	43	18	138	0	0	0	0	0	0	0	0	0	80	0	14
assemblage-483-276	0	0	88	0	24	0	11	0	15	0	0	0	0	0	0	8	43	33	7	0	10	0	47	27	105	0	0	0	0	0	9	0	0	0	66	0	7
assemblage-548-431	0	0	96	0	20	0	7	0	17	0	0	0	0	0	0	0	38	27	9	0	15	0	46	30	107	0	0	0	0	0	6	0	0	0	73	0	9
assemblage-537-564	0	0	98	0	30	0	6	0	25	0	0	0	0	0	0	0	28	47	8	0	8	0	41	40	100	0	0	0	0	0	0	0	0	0	61	0	8
assemblage-413-510	0	0	122	0	23	0	0	0	10	0	0	0	0	0	0	0	60	9	0	0	0	0	110	4	58	0	0	0	0	0	0	0	4	0	84	0	16
assemblage-457-537	0	0	121	0	26	0	0	0	5	0	0	0	0	0	0	0	59	7	0	0	0	0	114	4	66	0	0	0	0	0	0	0	9	0	83	0	6
assemblage-586-500	0	0	109	0	19	0	0	0	11	0	0	0	0	0	0	0	50	5	0	0	0	0	129	12	52	0	0	0	0	0	0	0	4	0	99	0	10
assemblage-581-468	0	0	185	0	0	0	0	0	0	0	0	0	0	3	0	0	66	13	0	0	0	0	98	0	45	0	0	0	0	0	0	0	0	0	72	0	18
assemblage-535-590	0	13	176	0	0	0	0	0	0	0	0	0	0	7	0	0	70	16	0	0	0	0	87	0	65	0	0	0	0	0	0	0	0	0	57	0	9
assemblage-593-334	0	5	177	0	0	0	0	0	0	0	0	0	0	4	0	0	61	20	0	0	0	0	85	0	50	0	0	0	0	0	0	0	0	0	84	0	14
assemblage-619-342	0	48	159	0	0	0	0	0	0	0	0	0	0	11	0	0	38	15	0	0	0	0	120	0	11	17	0	0	0	0	0	0	0	0	60	0	21
assemblage-435-567	0	61	160	0	0	0	0	0	0	0	0	0	0	3	0	0	44	26	0	0	0	0	106	0	14	7	0	0	0	0	0	0	0	0	69	0	10
assemblage-389-481	0	62	144	0	0	0	0	0	0	0	0	0	0	0	0	0	36	38	0	0	0	0	111	0	16	8	0	0	0	0	0	0	0	0	67	0	18
assemblage-531-500	0	14	213	0	0	0	0	0	0	0	0	0	0	6	0	0	33	14	0	0	0	0	121	10	0	42	0	0	0	0	0	0	0	0	30	0	17
assemblage-491-505	0	11	200	0	0	0	0	0	0	0	0	8	0	0	0	0	21	28	0	0	0	0	117	6	0	37	0	0	0	9	0	0	0	0	37	0	26
assemblage-528-554	0	18	199	0	0	0	0	0	0	0	0	0	0	0	0	0	23	14	0	0	0	0	150	9	0	27	0	0	0	3	0	0	0	0	30	0	27
assemblage-535-477	19	0	169	0	0	0	0	16	0	0	0	0	0	0	0	0	12	28	0	0	0	0	148	7	0	28	0	0	0	0	0	0	0	0	44	0	29
assemblage-459-495	12	0	181	0	0	0	0	5	0	0	0	0	0	0	0	0	15	37	0	0	0	0	141	10	0	40	0	0	0	4	0	0	0	0	40	0	15
assemblage-521-552	13	0	173	0	0	0	0	11	0	0	0	0	0	0	0	0	9	31	0	0	0	0	144	13	0	23	0	0	0	6	0	0	0	0	61	0	16
assemblage-382-587	18	0	134	0	0	0	0	17	0	0	0	0	0	0	13	0	0	43	0	0	0	0	174	0	0	45	0	0	0	8	0	0	0	0	35	0	13
assemblage-368-468	12	0	145	0	0	0	0	0	0	0	0	0	0	0	13	0	8	47	0	0	0	0	172	0	0	46	0	0	0	5	0	0	0	0	36	0	16
assemblage-473-589	23	0	147	0	0	0	0	8	0	0	0	0	0	0	17	0	0	45	0	0	0	0	151	0	0	68	0	0	0	0	0	0	0	0	25	0	16
