Assemblage_Name	4-7933630-2	1105105-4-4	5015375-1-3	0-9866274-4	8272527-4-4	4830501-4-7352052	1-5208493-4	8154698-1-1	2035170-4-4	0-4-6561844	0-2933389-4022701	0-4-9408630	1-5208493-5272230	7514042-4-4	4-1-4	0-4-4	3-4-5910275	4-1-4757136	3-9409814-7352052	3-6383582-9548794	3-6383582-651691	4-3023981-0	4685209-4-4	0-7583717-4022701	0-300824-4	0-3469753-4096624	3-1-3	2741979-1-4	3-4866642-7352052	3158319-300824-4	3-468589-7858293	7859483-4-7352052	0-3469753-4022701	2576273-4-7352052	2-8891753-1	0-300824-289454	3356213-1-3	1-3-3	3857240-4-4022701	0-4-3871846	0-4735548-4	3-4-7352052	0-5160078-4022701	0-125641-78122	4-6256216-0	0-8748760-4022701	3-4-8265614	3-4-7858293	3-6383582-7352052	3086906-300824-4	4-4-2	4-2-2	3767332-4-0	4854129-1-4757136	4-6256216-2451049	2-403869-1	0-4-4022701	0-4-78122	9431996-4-7352052	1-2-4	2-1-1	3-4-2	3-1734727-3	2088344-1-1
assemblage-586-332	38	0	0	0	0	0	0	0	0	0	0	0	0	0	49	108	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	13	0	0	0	74	0	0	24	0	0	4	0	0	17	2	0	0	0	0	23	0	0	3	46	31	0	25
assemblage-523-494	38	0	0	0	0	0	0	0	0	0	0	0	0	0	53	85	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	20	0	0	0	67	0	0	31	0	0	0	0	0	9	8	0	0	0	0	17	6	0	8	57	27	0	19
assemblage-401-599	35	0	0	0	0	0	0	0	0	0	0	0	0	0	61	104	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	22	0	0	0	67	0	0	26	0	0	5	0	0	9	0	6	0	0	0	19	11	0	5	48	17	0	13
assemblage-641-508	9	0	0	0	9	0	0	0	0	15	0	0	0	0	53	60	0	7	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	10	0	0	0	70	0	0	28	0	0	8	0	0	15	0	0	0	0	0	25	16	0	6	71	14	0	6
assemblage-463-336	12	0	0	0	15	0	0	0	0	8	0	0	0	0	58	78	0	4	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	11	0	0	0	64	0	0	37	0	0	6	0	0	14	0	0	0	0	0	25	17	0	0	62	11	0	11
assemblage-363-547	12	0	0	0	13	0	0	0	0	20	0	0	0	0	50	79	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	7	0	0	0	84	0	0	38	0	0	9	0	0	15	0	0	0	0	0	27	11	0	0	59	17	0	16
assemblage-362-460	0	0	0	0	10	0	5	0	0	7	0	0	0	0	48	68	0	20	0	0	0	7	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	12	0	0	0	0	0	10	0	0	0	0	0	35	10	0	0	57	32	0	13
assemblage-496-480	0	0	0	0	13	0	9	0	0	3	0	0	0	0	51	82	0	14	0	0	0	7	0	0	0	0	71	0	0	0	0	0	0	6	0	0	0	0	0	0	0	69	0	0	15	0	0	0	0	0	9	0	0	0	0	0	35	10	0	0	56	27	0	23
assemblage-419-619	0	0	0	0	6	0	5	0	0	15	0	0	0	0	42	56	0	28	0	0	0	9	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	8	95	0	0	11	0	0	0	0	0	11	0	0	0	0	0	29	9	0	0	58	32	0	12
assemblage-337-459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	90	0	34	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	25	43	0	51
assemblage-634-469	0	0	0	0	7	0	14	0	0	3	0	0	8	0	17	113	0	45	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	13	0	0	0	0	0	32	0	0	0	43	40	0	13
assemblage-516-671	0	0	0	0	6	0	5	0	0	0	0	0	0	0	10	95	0	26	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	3	0	0	0	6	66	0	0	0	0	0	0	0	0	11	0	0	0	0	0	42	0	0	0	39	56	0	21
assemblage-364-572	0	0	0	0	16	0	8	0	0	0	0	0	0	0	0	65	0	52	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	4	0	0	0	0	0	6	121	0	0	0	0	0	0	0	0	10	0	0	0	0	0	88	0	0	0	44	12	0	17
assemblage-527-523	0	0	0	0	3	0	0	0	0	0	0	0	8	0	0	72	0	46	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	9	118	0	0	0	0	5	0	0	0	12	0	0	0	0	0	105	0	0	0	35	11	0	25
assemblage-580-466	0	0	0	0	8	0	7	0	0	0	0	0	0	0	0	79	0	50	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	4	0	0	0	0	0	0	122	0	0	0	0	6	0	0	0	3	0	0	0	0	0	102	0	0	0	37	8	0	10
assemblage-559-518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	52	0	0	0	0	0	0	14	0	40	0	0	0	0	0	7	0	0	0	0	0	0	0	6	73	0	0	0	0	0	0	8	0	0	0	0	0	0	0	134	0	0	0	21	0	17	16
assemblage-607-312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	62	0	0	0	0	0	0	9	0	56	0	0	0	0	0	12	0	0	0	0	0	0	0	6	79	0	0	0	0	0	0	0	0	11	0	0	0	0	0	122	0	0	0	11	0	14	20
