Assemblage_Name	516202-8942039-1	2-293313-1	7961769-3-4	0-6436678-1538345	1687362-2240248-0	4763870-1-3427368	5920263-2-3	516202-2551213-1	0-4415029-1	0-6436678-3	4-1067180-6181430	4-1-6181430	4-3-9452302	7507111-4-1	516202-2-1	0-4-9762168	4-598969-4	2808920-4225134-0	4-1135236-777778	1509570-1-0	8052895-1-3427368	2-2962071-1	4-1-2986985	3-2-5206121	8718266-4-1	0-2-3521180	3-2-1068866	9529512-4-1	8014252-2-3	5396666-2240248-4159281	286822-2240248-0	4-9095303-3427368	3-174920-5206121	5396666-2240248-0	0-2-9150258	4-598969-6841501	4-1-3427368	0-3-1	2-2274767-1	4-1-6876427	4470705-6436678-3	3666484-3-4	901656-3-4	1281690-1-3427368	4-3-4	598220-2996029-6181430	4-3-9202351	2-1674589-1	4-45088-1	4690879-2996029-6181430	7507111-4-5562197	7724736-4-1	2808920-2240248-0	2841744-2-3	9403402-3-4	4593319-5405421-1	7067111-2962071-1	2-4-338462	0-2-3	0-2-1	6621488-4-1	4-6821710-0	9626923-1377649-1	46444-2-3521180	0-4961816-4545445	0-2-5158822	4607668-3-4	0-6436678-1499252	2-1377649-1	4-1135236-4	6633818-2-4826536	4-1-0	4-1-1	2453066-1377649-1	0-4961816-1	3-2-7288747	4470705-1521331-3	598220-1882926-6181430	5800838-1-6181430	3-2-4826536	4-278996-4	4-8986156-6181430	2-4-1	2808920-2240248-3237019	4426437-1-6181430	4836055-1-0	4-2996029-6181430	7017829-9557273-7288747	4-2240248-0	4-1248179-4	9272458-1-0	2750899-3-4	5396666-2240248-1313132
assemblage-447-549	0	0	0	0	0	0	0	0	0	0	0	0	0	15	5	8	22	0	0	0	0	0	0	27	0	0	19	0	6	0	0	0	0	0	0	0	7	28	0	15	0	0	0	0	40	0	0	0	10	0	0	0	0	0	0	0	0	0	41	77	0	0	0	0	0	0	0	0	15	0	0	43	4	0	21	31	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	44
assemblage-401-599	0	0	0	0	0	0	0	0	8	0	0	0	0	14	7	14	16	0	0	0	0	0	0	29	0	4	19	0	7	0	0	0	0	0	0	0	8	17	0	11	0	0	0	0	20	0	0	0	7	0	0	0	0	0	0	0	0	0	44	61	0	0	10	0	3	0	0	0	28	7	0	50	0	0	27	24	0	0	0	0	0	0	25	0	0	0	0	0	7	0	0	0	33
assemblage-313-642	0	0	0	0	0	0	0	0	0	0	0	0	0	15	9	7	30	0	0	0	0	0	0	27	0	0	16	0	0	0	0	0	0	0	0	0	17	12	0	5	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	34	64	0	0	0	0	0	0	0	0	23	0	0	66	5	0	35	27	0	0	0	0	0	0	15	0	0	0	0	0	6	0	0	0	68
assemblage-648-678	0	0	0	0	0	0	0	0	3	0	0	0	0	16	30	14	0	0	0	21	0	0	0	5	0	6	17	0	0	0	0	0	0	0	0	6	25	7	0	0	0	0	0	0	36	0	0	0	0	0	0	0	16	0	0	0	0	0	19	26	0	0	0	0	0	4	0	0	38	8	0	34	0	0	14	32	0	0	0	5	0	0	40	0	0	0	0	0	21	0	0	0	57
assemblage-348-489	0	0	0	0	0	0	0	0	0	0	0	0	0	21	39	11	8	0	0	8	7	0	0	15	0	9	10	0	0	0	0	0	0	0	0	11	27	4	0	0	0	0	0	0	33	0	0	0	0	0	0	0	8	0	0	0	0	0	25	22	0	0	0	0	0	9	0	0	47	9	0	21	0	0	21	28	0	0	0	9	0	0	42	0	0	0	0	0	15	0	0	0	41
assemblage-708-415	0	0	0	0	0	0	0	0	0	0	0	0	0	27	11	18	4	0	0	15	0	0	0	10	0	8	8	0	0	0	0	0	0	0	0	6	35	5	0	0	0	0	0	0	47	0	0	0	0	0	0	0	5	0	0	0	0	0	23	23	0	0	0	0	0	4	0	0	35	17	0	37	0	0	19	35	0	0	0	9	0	0	45	0	0	0	0	0	14	0	0	0	40
assemblage-483-393	0	0	0	0	0	0	0	0	0	0	0	5	0	29	24	16	0	0	0	0	0	0	0	7	0	11	0	0	0	0	0	0	0	0	0	0	29	4	0	0	0	0	0	0	10	0	0	7	0	0	0	0	30	0	0	0	0	0	10	5	0	0	0	0	0	0	0	0	89	24	0	24	0	0	0	34	0	0	0	34	0	0	54	0	0	0	0	0	15	0	0	0	39
assemblage-424-443	0	0	0	0	0	0	0	0	0	0	0	17	0	25	13	14	0	0	0	0	0	0	0	13	0	14	0	0	0	0	0	0	0	0	0	0	36	6	0	0	0	0	0	0	17	0	0	0	0	0	0	0	20	0	0	0	0	0	16	4	0	0	0	0	0	0	0	0	77	33	0	18	0	0	0	39	0	0	0	18	0	0	57	0	0	7	0	0	9	0	0	0	47
assemblage-648-407	0	0	0	0	0	0	0	0	0	0	0	6	0	23	24	15	0	0	0	0	0	0	0	7	0	11	0	0	0	0	0	0	0	0	0	0	27	8	0	0	0	0	0	0	17	0	0	0	0	0	0	0	32	0	0	0	0	0	17	8	0	0	0	0	0	0	0	0	48	41	0	30	0	0	0	52	0	0	0	16	0	0	59	0	0	8	0	0	7	0	0	0	44
assemblage-483-276	0	0	0	0	0	6	0	0	0	0	0	11	0	25	6	0	0	0	0	0	0	0	0	47	7	10	0	0	0	0	0	11	0	4	0	0	29	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	26	0	0	0	0	0	52	5	0	0	0	7	0	0	0	0	30	25	0	27	0	0	0	27	0	0	0	21	0	0	67	0	0	0	0	0	0	0	0	0	40
