Assemblage_Name	1593558-3-0	3292217-3-1	3-8150231-0	3-3-9561872	5056896-3-1	9921590-3-1	1-4478383-1	3-3-3071360	1-3-3464020	3826600-1-0	2556203-760097-0	3-3-0	1-5647229-1	4-1-4	794906-1-0	2-1-370805	0-1-0	8426079-1-0	3-760097-0	1-6117556-1	1-3770073-1	6049152-1-6734204	1-2033217-1	0-0-4714178	1-3010852-1	4483996-3-0	1001125-3-1	0-9534669-4	619996-3-0	0-0-4	1270863-3-1	1-3-7587352	1-3-4370097	1063581-3-1	7881043-3-0	1-3-1	9454775-1-4	1-3812738-1	8242817-1-0	2-4-0	1-9534421-1	0-0-8675573	9260922-3-1	1-7883503-1	5317647-3-0	3-5012700-0	3-3-8389135	2-1-0	2-556275-0	1-3-6807610	3-5005702-0	4451047-3-1	0-1-5892551	0-1-6734204	0-1-4956290	3-5424800-0	673031-3-0
assemblage-821-643	0	136	0	0	0	0	0	0	0	0	0	0	0	12	0	15	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	3	0	0	19
assemblage-818-645	0	143	0	0	0	0	0	0	0	0	0	0	0	5	0	14	0	0	0	0	0	0	13	0	0	0	0	0	0	5	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	21
assemblage-486-668	0	0	0	0	0	0	0	0	0	20	0	0	0	133	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	9
assemblage-599-945	0	3	0	0	0	0	0	0	0	0	0	36	0	88	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	16	9	0	13
assemblage-377-697	0	32	0	0	0	0	0	0	0	0	0	27	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	67	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	89	3	0	9
assemblage-700-275	0	11	0	0	0	0	0	0	0	0	0	4	0	45	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	113	9	0	0	0	0	13	11	0	16
assemblage-909-972	0	0	0	0	0	0	0	0	0	0	0	6	0	41	19	0	6	0	0	0	0	0	0	6	0	0	0	0	0	85	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	190	0	0	6
assemblage-728-992	0	0	0	0	0	0	0	0	0	0	0	36	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	50	0	0	7
assemblage-597-731	0	0	0	0	0	0	0	0	0	0	0	19	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	38	0	0	4
assemblage-754-638	0	0	0	0	0	0	0	0	12	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	360	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	19	0	0	9
assemblage-437-378	0	0	0	0	0	0	8	0	0	0	0	58	0	12	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	106	0	0	6
assemblage-815-115	0	0	0	0	0	0	0	0	0	0	0	75	0	20	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	109	0	0	4
assemblage-503-748	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	33	0	0	13
assemblage-497-751	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	41	0	0	14
assemblage-501-749	0	0	0	0	0	0	1	0	0	0	0	28	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	8
assemblage-109-340	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	39	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	45	0	12	7
assemblage-236-458	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	31	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	37	0	4	4
assemblage-218-462	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	365	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	2
assemblage-519-125	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	11
