Assemblage_Name	8649918-7973211-1	4-7325524-0	2-2-4	8951172-2-2	4819667-4-2	3-3-3	9414749-4-1	1-830448-7226934	0-4-8471057	0-4-1	0-4-3	1-2-7226934	0-4-5359231	6853142-2-2	4819667-4-7341159	0-9069405-1	9328518-2-2	2664210-4-1	2973415-2-2	3333002-4-1	7074420-4-640348	2201292-4-4646843	0-2-2	8649918-4-1	5505025-2-7226934	8860952-4-2	1-147155-7226934	1-5877863-7226934	4-4-2	0-4-4646843	0-4-1409507	1-2-5768722	0-4-640348	0-4-7563454	7287758-4-338456	667318-4-2	0-1230116-3	0-5638181-1	0-4-5347707	3-3-9040880	0-4-9612300
assemblage-596-281	0	54	0	0	68	46	0	0	0	109	0	15	0	0	0	0	0	0	0	0	0	0	36	115	0	0	0	0	0	0	0	0	27	0	0	0	0	0	21	0	9
assemblage-731-474	0	25	0	0	6	23	0	0	0	257	8	40	0	0	0	0	0	0	0	0	0	0	35	0	86	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-601-501	0	12	0	0	0	69	0	0	0	56	77	109	0	0	0	0	0	0	0	0	0	0	64	0	4	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-421-842	0	0	0	0	159	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	72	0	0	0	0	0	0	45	0	0	21	0	25	0	0	0	13	20
assemblage-249-737	0	198	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-810-118	0	0	0	0	87	0	0	0	0	133	0	174	0	0	0	0	0	0	0	0	0	0	32	41	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-676-292	0	16	0	0	0	76	0	0	0	54	94	104	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-367-320	0	0	0	0	58	15	0	0	0	44	0	0	0	0	16	0	0	0	0	0	152	0	86	51	0	0	0	0	0	70	0	0	0	0	5	0	0	0	0	0	3
assemblage-362-487	0	0	0	0	86	31	0	0	0	64	0	0	0	0	0	0	0	0	0	0	69	63	35	48	0	0	0	0	0	85	0	0	0	0	0	15	0	0	0	0	4
assemblage-347-470	0	0	0	0	104	127	0	0	0	37	0	0	0	0	0	0	0	0	0	0	13	17	35	63	0	35	0	0	0	8	0	0	0	0	48	0	0	0	0	0	13
assemblage-223-654	0	0	0	0	83	97	0	0	0	22	0	0	0	0	4	0	0	0	0	0	32	14	35	9	0	0	0	0	0	0	0	0	0	14	172	7	0	0	0	0	11
assemblage-734-991	0	21	0	0	0	49	0	0	0	249	6	40	0	0	0	0	0	0	0	0	0	0	22	0	80	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-340-180	0	0	0	0	41	73	0	0	0	58	0	0	0	0	0	0	8	0	0	0	61	46	70	82	0	0	0	0	0	24	18	0	0	15	0	3	0	0	0	0	1
assemblage-251-956	0	137	0	0	39	107	0	0	0	32	0	6	0	0	0	0	0	0	0	0	0	0	80	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-632-931	0	17	0	0	0	65	0	0	0	45	89	116	0	0	0	0	0	0	0	0	0	0	62	0	7	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-757-602	0	140	0	0	32	98	0	0	0	37	0	12	0	0	0	0	0	0	0	0	0	0	81	83	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	6
assemblage-610-770	0	0	0	0	102	91	0	0	0	19	0	0	0	0	8	0	0	0	0	0	36	15	19	16	0	0	0	0	0	0	0	0	0	20	167	4	0	0	0	0	3
assemblage-239-733	0	216	0	0	0	0	0	0	0	0	11	60	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-226-489	0	70	0	0	98	46	0	0	0	84	0	5	0	0	0	0	0	0	0	0	0	0	92	83	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	3
assemblage-618-925	0	51	0	0	30	54	0	0	0	102	77	11	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-103-910	0	7	12	0	0	19	0	0	0	142	0	91	0	0	0	0	0	0	0	0	0	0	69	0	14	0	0	0	129	0	0	13	0	0	0	0	0	0	0	0	4
assemblage-365-492	0	0	0	0	35	35	0	0	0	92	0	0	0	0	0	0	0	13	0	0	9	82	127	50	0	0	0	0	0	9	0	0	0	14	0	31	0	0	0	0	3
assemblage-516-766	0	59	0	0	0	0	0	0	0	125	0	32	0	0	0	0	0	0	0	0	0	0	100	62	0	0	0	0	0	0	0	0	111	0	0	0	0	0	9	0	2
assemblage-606-504	0	36	0	0	29	68	0	0	0	94	95	4	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-943-355	0	26	0	0	37	80	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	17	113	0	0	0	0	0	11	0	0	46	0	0	0	0	0	0	0	17
assemblage-110-907	0	9	25	0	0	21	0	0	0	129	10	82	0	0	0	0	0	0	0	0	0	0	59	0	26	0	0	0	123	0	0	13	0	0	0	0	0	0	0	0	3
assemblage-612-728	0	40	0	0	14	11	0	0	0	122	12	34	0	0	0	0	0	0	0	0	0	0	84	0	147	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-222-939	0	145	0	0	35	102	0	0	0	28	0	10	0	0	0	0	0	0	0	0	0	0	77	91	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6
assemblage-223-771	0	0	0	0	97	107	0	0	0	19	0	0	0	0	3	0	0	0	0	0	52	13	21	15	0	0	0	0	0	0	0	0	0	12	143	4	0	0	0	0	14
assemblage-230-174	0	0	0	0	48	9	0	0	0	44	0	0	0	0	15	0	0	0	0	0	139	0	97	56	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	9
assemblage-825-627	0	44	0	0	0	85	0	0	0	119	13	207	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-815-115	0	64	0	0	0	82	0	0	0	190	6	46	0	0	0	0	0	0	0	0	0	0	12	19	5	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-866-914	0	0	0	0	84	0	0	0	0	126	0	163	0	0	0	0	0	0	0	0	0	0	40	52	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-943-359	0	63	0	0	5	45	0	0	0	111	0	29	0	0	0	0	0	0	0	0	0	0	10	123	0	0	0	0	0	0	0	0	19	0	0	0	0	0	95	0	0
assemblage-731-490	0	5	0	0	9	45	0	0	0	206	34	51	0	0	0	0	0	0	0	0	0	0	0	65	21	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-218-462	0	61	0	0	10	42	0	0	0	114	0	37	0	0	0	0	0	0	0	0	0	0	3	123	0	0	0	0	0	0	0	0	20	0	0	0	0	0	90	0	0
assemblage-236-458	0	68	0	0	74	42	0	0	0	134	0	10	0	0	0	0	0	0	0	0	0	0	51	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3
assemblage-358-487	0	0	0	0	31	33	0	0	0	102	0	0	0	0	0	0	0	11	0	0	0	78	93	49	0	0	0	0	0	15	0	0	0	14	0	65	0	0	0	0	9
assemblage-370-248	0	66	0	0	0	195	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	27	57	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-212-161	0	0	0	0	35	27	0	0	0	0	0	0	0	0	12	0	0	0	18	0	169	0	71	59	0	0	0	0	0	41	0	0	0	0	7	38	0	13	0	0	10
assemblage-359-472	0	0	0	0	110	145	0	0	0	29	0	0	0	0	0	0	0	0	0	0	14	23	33	49	0	28	0	0	0	6	0	0	0	0	54	0	0	0	0	0	9
assemblage-352-687	0	0	0	0	112	161	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	20	84	0	0	0	0	0	45	0	0	12	0	0	0	0	0	0	0	1
assemblage-896-872	0	0	0	0	125	154	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	21	81	0	0	0	0	0	49	0	0	10	0	0	0	0	0	0	0	0
assemblage-818-651	0	40	0	0	0	70	0	0	0	119	7	222	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-817-130	0	76	0	0	0	81	0	0	0	184	8	21	0	0	0	0	0	0	0	0	0	0	9	22	12	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-228-644	0	0	0	0	55	72	0	0	0	76	0	0	0	0	0	0	10	0	0	0	39	43	72	64	0	0	0	0	0	23	25	0	0	13	0	0	0	0	0	0	8
assemblage-262-660	0	0	0	0	93	75	0	0	0	53	0	0	0	0	0	0	0	0	0	0	123	0	28	54	0	0	0	0	0	22	0	0	0	0	0	0	0	39	0	0	13
assemblage-261-342	0	0	0	8	94	20	0	0	0	71	0	0	0	0	0	0	0	0	0	0	85	48	30	35	0	0	0	0	0	92	0	0	0	0	0	16	0	0	0	0	1
assemblage-224-659	0	0	0	0	50	68	0	0	0	68	0	0	0	0	0	0	0	0	0	0	58	47	80	75	0	0	0	0	0	13	13	0	0	13	0	4	0	0	0	0	11
assemblage-909-972	0	0	0	0	0	12	0	0	0	138	17	141	0	0	0	0	0	0	0	0	0	0	51	0	118	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-665-923	0	0	0	0	130	120	0	0	0	30	0	0	0	0	0	0	0	0	0	0	11	12	38	54	0	30	0	0	0	3	0	0	0	0	57	0	0	0	0	0	15
assemblage-752-603	0	76	0	0	0	0	0	0	0	130	0	41	0	0	0	0	0	0	0	0	0	0	92	50	0	0	0	0	0	0	0	0	91	0	0	0	0	0	15	0	5
assemblage-262-104	0	0	0	0	61	64	0	0	0	47	0	0	0	0	47	0	0	0	0	0	8	0	19	33	0	0	0	0	0	0	96	0	0	0	41	69	0	0	0	0	15
assemblage-858-890	0	106	0	0	0	0	0	0	0	107	0	22	0	0	0	0	0	0	0	0	0	0	166	61	30	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-583-465	0	0	0	0	48	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	101	0	0	0	0	0	10	0	0	0	0	37	12	0	0	0	0	11
assemblage-258-727	0	214	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	18
assemblage-680-942	0	0	0	0	25	40	0	0	0	88	0	0	0	0	0	0	0	15	0	0	5	79	100	70	0	0	0	0	0	13	0	0	0	7	0	52	0	0	0	0	6
assemblage-594-508	0	6	0	0	0	7	0	9	0	86	14	169	0	0	0	0	0	0	0	0	0	0	49	0	52	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-608-915	0	52	0	0	0	0	0	0	0	76	51	116	0	0	0	0	0	0	0	0	0	0	173	0	11	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-339-716	0	45	0	0	24	53	0	0	0	91	92	8	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-111-900	0	6	20	0	0	14	0	0	0	142	0	80	0	0	0	0	0	0	0	0	0	0	74	0	17	0	0	0	133	0	0	6	0	0	0	0	0	0	0	0	8
assemblage-608-767	0	0	0	0	91	71	0	0	0	57	0	0	0	0	0	0	0	0	0	0	124	6	36	40	0	0	0	0	0	16	0	0	0	0	0	0	0	47	0	0	12
assemblage-211-786	0	0	0	0	31	91	0	0	0	67	0	0	0	0	0	0	4	0	0	0	69	29	76	68	0	0	0	0	0	20	16	0	0	16	0	7	0	0	0	0	6
assemblage-247-716	0	230	0	0	0	0	0	0	0	0	2	53	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-353-255	0	41	0	0	168	0	0	0	0	96	0	83	0	0	0	0	0	0	0	0	0	0	17	87	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-621-771	0	0	0	0	80	74	0	0	0	61	0	0	0	0	0	0	0	0	0	0	128	7	22	52	0	0	0	0	0	23	0	0	0	0	0	0	0	43	0	0	10
assemblage-814-115	0	86	0	0	0	86	0	0	0	191	14	31	0	0	0	0	0	0	0	0	0	0	0	21	9	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-613-289	0	39	0	0	31	56	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	40	105	0	0	0	0	0	9	0	0	41	3	0	0	0	0	0	0	7
assemblage-94-905	0	6	22	0	0	13	0	0	0	141	0	84	0	0	0	0	0	0	0	0	0	0	62	0	7	0	0	0	141	0	0	17	0	0	0	0	0	0	0	0	7
assemblage-578-483	0	0	0	0	64	60	0	0	0	42	0	0	0	0	42	0	0	0	0	0	13	0	22	34	0	0	0	0	0	0	103	0	0	0	42	67	0	0	0	0	11
assemblage-604-772	0	0	0	0	190	0	0	0	0	26	0	0	0	0	43	0	0	0	0	0	13	6	43	30	0	0	0	0	0	29	33	0	0	0	36	46	0	0	0	0	5
assemblage-370-702	0	13	0	0	0	5	0	18	0	87	11	160	0	0	0	0	0	0	0	0	0	0	48	0	40	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-608-762	0	0	0	0	100	76	0	0	0	17	0	0	0	0	9	0	0	0	0	0	47	10	28	16	0	0	0	0	0	0	0	0	0	19	159	8	0	0	0	0	11
assemblage-826-115	0	87	0	0	0	87	0	0	0	168	8	28	0	0	0	0	0	0	0	0	0	0	8	15	12	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-734-616	0	72	0	0	0	165	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	30	56	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-914-974	0	31	0	0	20	6	0	0	0	119	10	28	0	0	0	0	0	0	0	0	0	0	120	0	127	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-248-353	7	0	0	0	157	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	72	0	0	0	0	0	0	55	0	0	15	0	24	0	0	0	14	20
assemblage-492-657	0	10	0	0	0	113	0	0	0	24	117	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	158	0	0	15	0	0	0	0	38	0	0	0	2
assemblage-818-645	0	44	0	0	0	86	0	0	0	123	10	212	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-262-106	0	0	0	0	42	31	0	0	0	0	0	0	0	0	12	0	0	0	13	0	189	0	62	58	0	0	0	0	0	44	0	0	0	0	10	27	0	9	0	0	3
assemblage-891-868	0	0	0	0	71	155	0	0	0	51	0	0	0	0	0	0	0	0	0	0	22	24	30	29	0	0	0	0	0	87	0	0	26	0	0	0	0	0	0	0	5
assemblage-502-119	0	0	0	0	63	120	6	0	0	188	0	0	6	0	0	0	0	0	0	0	0	0	45	16	0	0	0	0	0	0	0	0	7	0	0	0	0	0	36	0	13
assemblage-939-363	0	55	0	0	58	54	0	0	0	134	0	11	0	0	0	0	0	0	0	0	0	0	30	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-620-507	0	39	0	0	25	63	0	0	0	103	84	16	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-845-912	0	82	0	0	0	82	0	0	0	182	16	26	0	0	0	0	0	0	0	0	0	0	6	12	8	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-249-343	0	0	0	0	180	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	56	0	0	0	0	0	0	34	0	0	20	0	27	0	0	0	14	22
assemblage-113-897	0	13	36	0	0	22	0	0	0	118	0	80	0	0	0	0	0	0	0	0	0	0	65	0	21	0	0	0	132	0	0	10	0	0	0	0	0	0	0	0	3
assemblage-725-980	0	20	0	0	8	48	0	0	0	246	10	40	0	0	0	0	0	0	0	0	0	0	20	0	82	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-486-668	0	10	0	0	0	86	0	0	0	21	131	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	155	0	0	14	0	0	0	0	58	0	0	0	4
assemblage-393-317	0	0	0	0	61	13	0	0	0	46	0	0	0	0	14	0	0	0	0	0	153	0	76	55	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	8
assemblage-868-903	0	0	0	0	80	0	0	0	0	125	0	180	0	0	0	0	0	0	0	0	0	0	43	36	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-482-665	0	17	0	0	0	105	0	0	0	27	123	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	154	0	0	1	0	0	0	0	57	0	0	0	3
assemblage-685-298	0	57	0	0	0	8	0	0	0	97	32	130	0	0	0	0	0	0	0	0	0	0	146	0	16	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-602-930	0	16	0	0	0	75	0	0	0	64	78	107	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-243-471	0	52	0	0	125	64	0	0	0	72	0	7	0	0	0	0	0	0	0	0	0	0	85	82	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
assemblage-746-471	0	30	0	0	16	12	0	0	0	124	13	26	0	0	0	0	0	0	0	0	0	0	105	0	122	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-104-339	0	60	0	0	0	51	0	0	0	102	0	54	0	0	0	0	0	0	0	0	0	0	9	129	0	0	0	0	0	0	0	0	17	0	0	0	0	0	75	0	3
assemblage-748-479	0	0	0	0	0	6	0	0	0	143	16	172	0	0	0	0	0	0	0	0	0	0	26	0	121	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-726-586	0	144	0	0	25	89	0	0	0	38	0	6	0	0	0	0	0	0	0	0	0	0	89	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-523-751	0	44	0	0	197	0	0	0	0	90	0	55	0	0	0	0	0	0	0	0	0	0	16	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-901-855	0	4	0	0	42	199	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	16	55	0	0	0	0	0	0	0	0	0	39	0	36	0	0	30	0	7
assemblage-247-99	0	0	0	0	78	58	0	0	3	45	0	0	0	0	43	0	0	0	0	0	7	0	23	30	0	0	0	0	0	0	91	0	0	0	47	69	0	0	0	0	6
assemblage-828-627	0	44	0	0	0	83	0	0	0	108	11	224	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-613-755	0	0	0	0	175	0	0	0	0	32	0	0	0	0	37	0	0	0	0	0	10	22	46	31	0	0	0	0	0	23	25	0	0	0	37	57	0	0	0	0	5
assemblage-227-792	0	0	0	0	90	101	0	0	0	20	0	0	0	0	7	0	0	0	0	0	39	14	32	15	0	0	0	0	0	0	0	0	0	13	153	12	0	0	0	0	4
assemblage-497-751	0	98	0	0	64	67	0	0	0	111	0	32	0	0	0	0	0	0	0	0	0	0	43	53	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	8
assemblage-618-292	0	49	0	0	1	61	0	0	0	86	0	31	0	0	0	0	0	0	0	0	0	0	9	138	0	0	0	0	0	0	0	0	25	0	0	0	0	0	99	0	1
assemblage-344-184	0	0	0	0	202	0	0	0	0	26	0	0	0	0	54	0	0	0	0	0	18	12	46	27	0	0	0	0	0	20	25	0	0	0	31	32	0	0	0	0	7
assemblage-461-403	0	0	0	0	76	0	0	0	0	123	0	192	0	0	0	0	0	0	0	0	0	0	34	52	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-928-974	0	0	0	0	0	10	0	0	0	130	25	158	0	0	0	0	0	0	0	0	0	0	33	0	135	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-114-348	0	53	0	0	78	41	0	0	0	125	0	9	0	0	0	0	0	0	0	0	0	0	50	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	16
assemblage-689-310	0	30	0	0	29	47	0	0	0	92	101	9	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	5
