Assemblage_Name	1-5755206-3342467	780976-2-4	1-1-0	4-2-5568542	4-2-4866253	1-1-8074541	1-5755206-4	1-4-4	3-2-3	7310923-1731390-4	4841450-4-4	4133495-4-5015187	2-1-4	3-4-3	1-4-6220029	3-5828303-3	1-4-5015187	1-8079584-4	1-4-9027733	1-4-8659540	78621-4-4	3-6755336-4	4-4-1	3-2-4	3-4633007-4	1-4-4630326	4-2-4	7310923-1731390-3800288	8862870-4-4	9481554-6755336-4	4-1730379-4	9728930-4-4	7310923-1731390-5935682	1-4-9153831	1-4-8095603
assemblage-250-731	0	0	0	0	0	0	0	18	17	16	0	0	114	50	0	0	0	0	0	0	0	0	81	185	0	0	16	0	0	0	0	0	0	0	3
assemblage-747-590	0	0	0	0	0	0	0	231	0	101	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	91	0	0	0	0	0	0	0	1
assemblage-96-896	0	0	33	0	0	0	0	122	4	57	0	0	91	48	0	0	0	0	0	0	0	0	39	41	0	0	65	0	0	0	0	0	0	0	0
assemblage-759-483	0	0	15	0	0	0	0	180	0	54	0	0	0	69	0	0	0	0	0	0	0	64	66	37	0	0	6	0	0	0	0	0	0	0	9
assemblage-677-301	0	0	7	0	0	0	0	159	0	51	0	0	14	6	0	0	0	0	0	0	0	97	51	102	0	0	8	0	0	0	0	0	0	0	5
assemblage-700-275	0	0	18	0	0	8	0	206	0	45	0	0	70	62	0	0	0	0	0	0	0	7	0	10	0	0	60	10	0	0	0	0	0	0	4
assemblage-240-941	0	0	0	0	0	0	0	317	0	28	0	0	0	11	0	19	0	0	0	0	0	61	21	0	0	0	43	0	0	0	0	0	0	0	0
assemblage-467-749	0	0	0	0	0	0	0	178	0	11	0	0	0	0	0	0	14	0	0	0	0	106	61	0	0	0	130	0	0	0	0	0	0	0	0
assemblage-636-922	0	0	10	0	0	0	0	162	0	46	0	0	10	15	0	0	0	0	0	0	0	114	37	91	0	0	0	0	0	0	0	0	0	0	15
assemblage-678-943	0	0	0	0	0	0	0	140	0	0	0	7	0	0	0	0	0	0	0	0	0	80	0	0	0	0	261	0	0	0	0	0	0	0	12
assemblage-238-92	0	0	0	0	0	0	22	218	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	142	0	0	0	0	0	0	0	3
assemblage-747-593	0	0	0	0	0	0	0	182	0	38	0	0	0	0	0	0	0	0	0	0	0	12	70	0	0	0	190	0	0	0	0	0	0	0	8
assemblage-234-493	0	13	0	38	0	0	0	151	0	55	0	0	0	0	0	5	0	0	0	0	0	16	14	0	0	0	196	0	0	0	0	0	9	0	3
assemblage-595-739	0	0	106	0	0	0	0	180	0	0	0	0	0	70	0	0	0	0	0	0	0	29	0	98	0	0	7	0	0	0	0	0	0	0	10
assemblage-571-457	0	0	0	0	8	0	6	184	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	56	0	0	0	0	41	0	0	1
assemblage-689-282	0	0	81	0	0	0	0	60	0	5	0	0	95	66	0	0	0	0	0	0	0	11	17	136	0	0	29	0	0	0	0	0	0	0	0
assemblage-328-698	0	0	0	0	0	0	0	242	0	50	0	0	0	0	0	0	0	0	0	0	0	44	20	0	0	0	138	0	0	0	0	0	0	0	6
assemblage-253-726	0	0	0	0	0	0	0	9	20	16	0	0	135	26	0	0	0	0	0	0	0	0	92	190	0	0	7	0	0	0	0	0	0	0	5
assemblage-340-683	0	0	0	0	0	0	0	145	0	20	0	0	0	0	0	0	15	0	0	0	0	125	46	0	0	0	149	0	0	0	0	0	0	0	0
assemblage-730-622	0	0	13	0	0	0	0	189	0	129	0	0	0	3	0	0	0	0	0	0	0	53	26	9	0	0	71	0	0	0	0	0	0	0	7
assemblage-599-945	0	0	7	0	0	0	0	157	0	51	0	0	44	23	0	0	0	0	0	0	0	0	82	121	0	0	9	0	0	0	0	0	0	0	6
assemblage-465-737	0	0	0	0	0	0	0	224	0	24	0	0	0	0	0	0	12	0	0	0	0	53	23	0	0	0	160	0	0	0	0	0	0	0	4
assemblage-604-525	0	0	0	0	0	0	0	167	0	55	0	0	10	29	0	0	0	0	0	0	0	99	34	88	0	0	10	4	0	0	0	0	0	0	4
assemblage-604-735	0	0	18	0	0	0	0	131	0	19	0	0	52	66	0	0	0	0	0	0	0	84	23	38	0	0	69	0	0	0	0	0	0	0	0
assemblage-234-166	0	0	0	0	0	0	9	213	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	30	0	0	0	0	45	0	0	6
assemblage-351-499	0	0	0	0	0	0	0	242	0	0	0	44	0	0	0	0	37	0	0	0	0	105	0	0	0	0	72	0	0	0	0	0	0	0	0
assemblage-224-673	0	0	0	0	0	0	19	84	0	0	0	9	0	0	0	0	0	0	0	0	0	150	0	0	0	0	218	0	0	0	0	0	0	0	20
assemblage-669-934	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	169	0	0	0	0	0	0	0	4
assemblage-455-398	0	0	13	0	0	0	0	215	0	137	0	0	0	0	0	0	0	0	0	0	0	50	14	13	0	0	46	0	0	0	0	0	0	0	12
assemblage-473-651	0	0	0	0	0	0	0	109	0	169	0	0	120	53	0	0	0	0	0	0	0	0	10	12	0	0	24	0	0	0	0	0	0	0	3
assemblage-612-775	0	0	0	0	0	0	12	95	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	122	0	0	0	6	14	0	0	5
assemblage-268-734	0	0	0	0	0	0	0	12	26	21	0	0	132	47	0	0	0	0	0	0	0	0	87	164	0	0	8	0	0	0	0	0	0	0	3
assemblage-336-700	0	0	0	0	0	0	0	231	0	8	0	0	0	0	0	0	38	0	0	0	0	31	34	0	0	0	154	0	0	0	0	0	0	0	4
assemblage-238-351	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	211	34	0	0	0	140	0	0	0	0	0	0	0	1
assemblage-470-744	0	0	0	0	0	0	0	248	0	3	0	0	0	0	0	0	0	0	0	0	0	81	6	0	0	0	161	0	0	0	0	0	0	0	1
assemblage-331-183	0	0	0	0	0	0	0	165	0	0	0	9	0	0	0	0	0	0	0	0	0	184	0	0	0	0	125	0	0	0	0	0	0	12	5
assemblage-696-280	0	0	87	0	0	0	0	68	0	6	0	0	108	57	0	0	0	0	0	0	0	14	33	110	0	0	17	0	0	0	0	0	0	0	0
assemblage-757-478	0	0	85	0	0	0	0	168	0	4	0	0	7	81	0	0	0	0	0	0	0	30	5	107	0	0	12	0	0	0	0	0	0	0	1
assemblage-617-283	0	7	0	0	0	0	0	89	0	128	0	0	0	0	0	0	0	0	0	0	0	19	129	0	0	0	109	0	0	0	0	0	0	0	19
assemblage-361-733	0	0	69	0	0	0	0	58	0	0	0	0	119	65	0	0	0	0	0	0	0	11	28	127	0	0	16	0	0	0	0	0	0	0	7
assemblage-925-970	0	0	20	0	0	0	0	208	0	41	0	0	0	68	0	0	0	0	0	0	0	44	64	46	0	0	7	0	0	0	0	0	0	0	2
assemblage-849-911	0	0	21	0	0	0	0	273	0	0	0	0	5	53	0	0	0	0	0	0	0	36	41	0	0	0	52	0	0	0	0	0	0	0	19
assemblage-341-187	0	0	0	0	0	0	27	100	0	0	0	8	0	0	6	0	0	0	0	0	0	139	0	0	0	0	211	0	0	0	0	0	0	0	9
assemblage-227-460	0	0	0	0	0	0	0	114	0	134	0	0	0	0	0	0	0	0	0	0	0	15	130	0	0	0	90	0	0	0	0	0	0	0	17
assemblage-885-866	0	0	0	0	0	0	0	228	0	8	0	0	0	0	0	0	0	0	0	0	0	79	13	0	0	0	167	0	0	0	0	0	0	0	5
assemblage-343-696	0	0	0	0	0	0	0	149	0	18	0	0	0	0	0	0	15	0	0	0	0	119	38	0	0	0	161	0	0	0	0	0	0	0	0
assemblage-581-731	0	0	21	0	0	0	0	134	0	13	0	0	46	59	0	0	0	0	0	0	0	85	22	48	0	0	71	0	0	0	0	0	0	0	1
assemblage-897-857	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	79	7	0	0	0	176	0	0	0	0	0	0	0	8
assemblage-474-671	0	0	0	0	0	0	0	114	0	142	0	0	142	59	0	0	0	0	0	0	0	0	5	11	0	0	27	0	0	0	0	0	0	0	0
assemblage-262-640	0	0	0	0	0	0	17	104	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	146	0	0	0	11	15	0	0	3
assemblage-942-369	0	0	0	0	0	0	0	114	0	126	0	0	0	0	0	0	0	0	0	4	0	16	121	0	0	0	105	0	0	0	0	0	0	0	14
assemblage-239-945	0	0	0	0	0	0	0	152	0	40	0	0	0	0	0	0	0	0	0	0	0	18	91	0	0	0	187	0	0	0	0	0	0	0	12
assemblage-831-655	0	0	110	0	0	0	0	112	0	0	0	0	91	91	0	0	0	0	0	0	0	0	12	0	0	0	75	0	0	0	0	0	0	0	9
assemblage-894-875	0	0	0	0	0	0	0	219	0	48	0	0	0	0	0	0	0	0	0	0	0	62	14	0	0	0	150	0	0	0	0	0	0	0	7
assemblage-364-249	0	6	0	0	0	0	0	50	0	145	0	0	0	0	0	0	0	0	0	0	0	24	0	0	23	0	214	0	0	0	0	0	35	0	3
