Assemblage_Name	4-1780801-5143652	4-2823898-5878490	2-1452828-5535334	5315266-2-2	4774402-806657-3170614	1642004-806657-3170614	1190352-2-5950678	6269775-3183078-5535334	2-9320017-726526	4-4264456-2	4182732-1-8948401	4-806657-4	2-5020412-2	5300945-2-2	9653552-2-6767168	9653552-2-2	9681174-0-4470752	4-806657-8330039	4-4525248-2	771796-2-2	5300945-5336923-2	761508-3183078-5535334	4-2-9742728	4182732-1-9066398	2-3350547-3	4-9390500-4	2-2001873-3	2-1-2	2-3-9530988	2-3183078-6282518	4-2-4414123	2-1-726526	1-8882526-0	4-512992-4	2-2072887-5535334	4-4728040-4	4-2-7541498	3487778-1-8326243	1-1-0	4-1780801-4665950	5315266-9088489-2	4-8946617-9742728	2192434-3785440-3170614	4-806657-3938752	4182732-1-2458847	9195193-68803-4	4-806657-7583098	4-2-9008450	4-6434063-4665950	5508885-2597239-4	5508885-806657-5533070	4-806657-3170614	2-2229536-2	2393744-806657-4	5508885-806657-1008521	4-2-6439964	2192434-806657-1011852	2-1-8326243	4-721016-2	7081985-806657-4	3248100-806657-4	2-1-9674762	2-2001873-4838925	1580723-1-8326243	2320754-68803-4	2320754-806657-5926625	1-5800972-0	1-0-7219780	4-651841-9742728	8357494-3183078-5535334	4-6418628-9742728	4-9667462-4665950	2-3183078-5535334	4-9822432-4	1-4077619-0	2-2001873-5271522	2-2001873-2853070	2192434-806657-3170614	5508885-806657-4	4-2-2	4-806657-2370669	4182732-7750520-9066398	4108843-806657-4	2320754-806657-8074059	4-8946617-939211	7169849-2001873-3	4-4514206-3938752	1-0-0	1-0-2	4-1600715-4	2197274-806657-4	4-4447144-4	4-806657-3916562	2561384-1-726526	9045261-3183078-5535334	8473138-806657-4	1190352-2-2	7133632-806657-4	4567000-0-2	1295749-2001873-3	1845255-2001873-3	4-806657-9062347	2192434-3785440-9342525	4-1756274-2	5216021-1-8326243	4-806657-5878490	2-1-9872149	2-1-9066398	1-4549314-9600569	4-2164687-4	1-4549314-0	2-3183078-2	2-1-6796907	3313130-2-2	2320754-806657-4	4-9118170-4	5315266-2-5174824	2192434-5686566-3170614	7081985-6169425-4	4-3706977-2	2-8176127-4838925	4-1780801-4	2-1-8794586	4-3444324-2	1-0-9811870	3133543-1-8326243
assemblage-250-731	0	0	0	118	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	114	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
assemblage-747-590	0	0	0	0	0	38	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	33	0	0	0	0	100	0	97	0	0	0	3	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	17	0	0	45	0	0	0	0	0	0	0	0	0	0	18
assemblage-96-896	0	0	0	33	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	18	35	0	0	0	7	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	70	60	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	26
assemblage-759-483	0	0	0	0	0	0	0	0	0	0	0	143	0	48	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	14
assemblage-677-301	0	0	0	15	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	37
assemblage-700-275	0	0	0	43	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	91	0	0	0	0	49	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	27
assemblage-240-941	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	21	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	36	3	15	0	0	0	0	0	0	0	0	0	0	36
assemblage-467-749	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	146	33	49	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	18	0	0	0	0	0	15
assemblage-636-922	0	0	0	14	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	7	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	20
assemblage-678-943	0	0	6	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	34
