Assemblage_Name	8658978-816113-4	2178144-1296870-4	3-6797677-0	9111401-3-0	2-6283738-6205447	2-3-5404722	2-3-1741655	0-9390245-1	354284-2-1	2-3-133081	2-3-6735218	2-3-9735764	0-2-43878	1237429-3745009-1	9359666-3-4	5279836-3-4	5279836-3-8911869	3-3-4412327	4207318-3-4	2-8825066-4	6381732-3-4	6471849-3-4	2-3-1336747	3-3-0	6051989-3-7137280	2-1854622-4	2-8597791-4	4082831-3-4	4378005-3-4	2-3315108-6205447	2-6548025-4	2-9808902-4	1-2-0	2-3315108-3176084	2-3-1081095	3-3-3145962	6054630-6283738-6205447	1-4299540-4	6497218-3315108-6205447	3-3-7271372	2-7403144-4	2-3-4	2-3315108-3	9711832-3-4	2-2804055-4	4388566-3-4	0-2-4254132	2-3861793-4	3394832-3-4	4595136-3-4	2-4511202-4	0-2-1	3-3-9201386	2-9356948-4	0-3608843-1	1-3-4	0-2-311681	4412216-3-4	3809334-3-4	0-7694776-1	1-4-0	2-8203195-4	2-3-3987054	1619080-3-4	2-3-2077332	8447513-2804055-4	3-3-8243379	2-9040627-4	8658978-6633404-4	8297188-816113-4	0-2-9715527	2-3-3116489	3412801-3-4	2-3-6007194	2-3-158409	2988221-3-4	1237429-3745009-1623138	3-3-5548274	4243369-3-4	2-4-4	2-5699787-4	0-4319221-1	1-1296870-4	2-5037244-4	0-977963-1	0-2084130-1	2-3-7137280	6993081-2-1	8420275-3315108-3176084	2-3187018-4	9573928-3-2077332	2-3315108-559019
assemblage-250-731	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	375	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	18
assemblage-747-590	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	183	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	3	24	0	0	0	0	0	0	23
assemblage-96-896	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	71	0	0	23	12	0	0	0	7	0	0	0	39	15	0	0	0	0	0	0	0	0	104	0	0	0	80	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
assemblage-759-483	0	0	0	0	16	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	17	0	0	0	9	0	0	0	0	0	22	0	127	0	0	0	0	0	0	0	0	12	152	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	10	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-677-301	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	66	0	0	0	8	3	0	0	0	12	0	0	60	0	0	0	0	0	0	0	0	0	163	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-700-275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	157	0	0	0	0	0	22	0	0	0	46	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	21	3	0	0	36	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-240-941	0	0	22	0	0	0	0	26	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	91	0	0	0	12	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
assemblage-467-749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-636-922	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	90	0	0	0	7	11	0	0	0	6	0	0	69	0	0	0	0	0	0	0	0	0	149	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-678-943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
